,BlobID,Compound.Name,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Identifiable,tic,cluster_assigned,totorgnorm_cumsum,isnormnormptnorm_cumsum,quantcumsum,quant_pct,quant_pct_cumulative,rownum,cluster_factor_types,cluster_group,order,cluster_factor_types.f
533,808,20200803_1535_blob_808_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1843.055556,NA,"Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",666,683,1848,C16H24O3,264,NA,NA,NA,NA,NA,1,7,0.011337762,4283.878891,1.453194331,0.000109461,0.986406066,393,Anthro3,Anthropogenic,3,Anthro3
580,957,20200803_1535_blob_957_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2065.648855,NA,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,654,701,NA,C14H32O2Si,260,NA,NA,NA,NA,NA,1,7,NA,3686.115489,1.41333664,0.000106458,0.987054201,399,Anthro3,Anthropogenic,3,Anthro3
242,945,20200803_1535_blob_945_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1820.833333,NA,"Tetradecanoic acid, ethyl ester",748,818,1794,C16H32O2,256,NA,NA,NA,NA,NA,1,7,0.009208273,2711.681142,1.401401052,0.000105559,0.987266166,401,Anthro3,Anthropogenic,3,Anthro3
113,866,20200803_1535_blob_866_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1777.21519,NA,"Octanal, 2-(phenylmethylene)-",816,831,1750,C15H20O,216,NA,NA,NA,NA,TRUE,1,7,0.00705389,2731.257826,1.345266954,0.000101331,0.988396238,412,Anthro3,Anthropogenic,3,Anthro3
158,777,20200803_1535_blob_777_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2216.666667,NA,"Phenanthrene, 2,3,5-trimethyl-",789,848,NA,C17H16,220,NA,NA,NA,NA,NA,1,7,0.008457455,2778.809901,1.330950337,0.000100253,0.988597425,414,Anthro3,Anthropogenic,3,Anthro3
300,1120,20200803_1535_blob_1120_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2138.931298,NA,"Octadecanoic acid, 4-hydroxy-, methyl ester",730,743,NA,C19H38O3,314,NA,NA,NA,NA,NA,1,7,0.007534077,2439.513818,1.259052751,9.48E-05,0.989280414,421,Anthro3,Anthropogenic,3,Anthro3
68,742,20200803_1535_blob_742_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2135.877863,NA,Heneicosane,845,881,2100,C21H44,296,NA,NA,NA,NA,TRUE,1,7,NA,3314.970711,1.256274369,9.46E-05,0.989375042,422,Anthro3,Anthropogenic,3,Anthro3
275,880,20200803_1535_blob_880_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2475.675676,NA,17-Pentatriacontene,738,742,NA,C35H70,490,NA,NA,NA,NA,NA,1,7,0.006823054,2404.75551,1.122404269,8.45E-05,0.990992883,440,Anthro3,Anthropogenic,3,Anthro3
188,776,20200803_1535_blob_776_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1929.166667,NA,"Bayer 28,589",772,832,NA,C14H21NO3,251,NA,NA,NA,NA,NA,1,7,0.006454843,3294.656499,1.120727001,8.44E-05,0.9910773,441,Anthro3,Anthropogenic,3,Anthro3
596,1003,20200803_1535_blob_1003_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1931.944444,NA,"1,3-Dioxane, 5-(hexadecyloxy)-2-pentadecyl-, trans-",649,715,NA,C35H70O3,538,NA,NA,NA,NA,NA,1,7,0.008549246,3483.706567,1.084481427,8.17E-05,0.991657183,448,Anthro3,Anthropogenic,3,Anthro3
360,1056,20200803_1535_blob_1056_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1768.35443,NA,"6-Ethoxy-1,2,3,4-tetrahydro-2,2,4-trimethylquinoline",709,747,NA,C14H21NO,219,NA,NA,NA,NA,NA,1,7,NA,1866.790035,1.020274974,7.69E-05,0.992048032,453,Anthro3,Anthropogenic,3,Anthro3
589,844,20200803_1535_blob_844_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2164.885496,NA,"Anthacene, 1,2,3,4,6,7,8,9-octahydro-2,2,5-trimethyl-",652,702,NA,C17H24,228,NA,NA,NA,NA,NA,1,7,0.006246645,2337.376864,0.990791283,7.46E-05,0.992349903,457,Anthro3,Anthropogenic,3,Anthro3
354,911,20200803_1535_blob_911_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2230,NA,"5-(7a-Isopropenyl-4,5-dimethyl-octahydroinden-4-yl)-3-methyl-pent-2-enal",711,809,NA,C20H32O,288,NA,NA,NA,NA,NA,1,7,0.004547796,1901.309431,0.946035794,7.13E-05,0.992785292,463,Anthro3,Anthropogenic,3,Anthro3
271,1099,20200803_1535_blob_1099_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2016.793893,NA,Phorbol,739,739,NA,C20H28O6,364,NA,NA,NA,NA,NA,1,7,0.005074469,1977.290359,0.93776493,7.06E-05,0.993068611,467,Anthro3,Anthropogenic,3,Anthro3
428,1092,20200803_1535_blob_1092_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1977.777778,NA,"4-Acetyloxyimino-6,6-dimethyl-3-methylsulfanyl-4,5,6,7-tetrahydro-benzo[c]thiophene-1-carboxylic acid methyl ester",692,709,NA,C15H19NO4S2,341,NA,NA,NA,NA,NA,1,7,NA,2272.522751,0.935950859,7.05E-05,0.993139111,468,Anthro3,Anthropogenic,3,Anthro3
453,1044,20200803_1535_blob_1044_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2131.29771,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,732,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1,7,0.004481681,1917.012247,0.90454412,6.81E-05,0.993621559,475,Anthro3,Anthropogenic,3,Anthro3
634,959,20200803_1535_blob_959_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2571.171171,NA,"1-Hydroxy-2-(2,3,4,6-tetra-O-acetyl-beta-d-glucopyranosyl)-9H-xanthene-3,6,7-triyl triacetate",635,635,NA,C33H34O18,718,NA,NA,NA,NA,NA,1,7,0.003416492,1002.938765,0.900895867,6.79E-05,0.993689418,476,Anthro3,Anthropogenic,3,Anthro3
662,1047,20200803_1535_blob_1047_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2376.666667,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",627,660,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1,7,0.006814851,2623.804143,0.867009042,6.53E-05,0.994150498,483,Anthro3,Anthropogenic,3,Anthro3
125,1421,20200803_1535_blob_1421_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1707.594937,NA,<U+008D>?-Dodecalactone,812,860,1678,C12H22O2,198,NA,NA,NA,NA,TRUE,1,7,NA,1347.483691,0.860642801,6.48E-05,0.994215325,484,Anthro3,Anthropogenic,3,Anthro3
209,919,20200803_1535_blob_919_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2091.603053,NA,"1-Heptadecanol, TMS derivative",763,811,2054,C20H44OSi,328,NA,NA,NA,NA,NA,1,7,NA,3326.982147,0.831852975,6.27E-05,0.994406547,487,Anthro3,Anthropogenic,3,Anthro3
480,914,20200803_1535_blob_914_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1888.888889,NA,"1,1-Diphenyl-4-phenylthiobut-3-en-1-ol",680,707,NA,C22H20OS,332,NA,NA,NA,NA,NA,1,7,NA,2852.605447,0.796533212,6.00E-05,0.994713527,492,Anthro3,Anthropogenic,3,Anthro3
208,1453,20200803_1535_blob_1453_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2952.57732,NA,"Eicosane, 7-hexyl-",764,789,NA,C26H54,366,NA,NA,NA,NA,NA,1,7,0.001951999,599.7664202,0.767625694,5.78E-05,0.995123805,499,Anthro3,Anthropogenic,3,Anthro3
419,968,20200803_1535_blob_968_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2174.045802,NA,Z-5-Methyl-6-heneicosen-11-one,694,738,NA,C22H42O,322,NA,NA,NA,NA,NA,1,7,0.006180838,2428.938465,0.736664772,5.55E-05,0.995292119,502,Anthro3,Anthropogenic,3,Anthro3
486,1025,20200803_1535_blob_1025_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2093.129771,NA,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",679,741,NA,C19H24O2,284,NA,NA,NA,NA,NA,1,7,0.004615269,1737.91508,0.726058498,5.47E-05,0.995346808,503,Anthro3,Anthropogenic,3,Anthro3
446,1089,20200803_1535_blob_1089_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2087.022901,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",688,752,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1,7,0.004951867,1826.402219,0.712825476,5.37E-05,0.995671099,509,Anthro3,Anthropogenic,3,Anthro3
72,947,20200803_1535_blob_947_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2033.587786,NA,Eicosane,839,883,2000,C20H42,282,NA,NA,NA,NA,TRUE,1,7,0.00477234,1652.236347,0.697226879,5.25E-05,0.995723617,510,Anthro3,Anthropogenic,3,Anthro3
320,858,20200803_1535_blob_858_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2454.054054,NA,Phorbol,721,729,NA,C20H28O6,364,NA,NA,NA,NA,NA,1,7,0.003550063,1516.730065,0.68891985,5.19E-05,0.995931981,514,Anthro3,Anthropogenic,3,Anthro3
600,1150,20200803_1535_blob_1150_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2122.137405,NA,"6,6-Dimethylbicyclo[3.1.1]hept-2-eno[2,3-a]naphthalen-4'-amine, N,N-dimethyl-",648,663,NA,C19H23N,265,NA,NA,NA,NA,NA,1,7,0.003774275,1524.868344,0.66030097,4.97E-05,0.996082713,517,Anthro3,Anthropogenic,3,Anthro3
307,970,20200803_1535_blob_970_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1791.139241,NA,1-Dimethylthexylsilyloxytetradecane,727,799,NA,C22H48OSi,356,NA,NA,NA,NA,NA,1,7,0.004649986,1818.530568,0.63500946,4.78E-05,0.996277638,521,Anthro3,Anthropogenic,3,Anthro3
373,887,20200803_1535_blob_887_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2039.694656,NA,"2-Methyl-cis-7,8-epoxynonadecane",705,728,NA,C20H40O,296,NA,NA,NA,NA,NA,1,7,NA,3363.280817,0.623847897,4.70E-05,0.996324629,522,Anthro3,Anthropogenic,3,Anthro3
179,943,20200803_1535_blob_943_oil,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2145.038168,NA,"Ethanol, 2-(octadecyloxy)-",778,787,NA,C20H42O2,314,NA,NA,NA,NA,NA,1,7,0.005325895,2149.389062,0.62054978,4.67E-05,0.996418256,524,Anthro3,Anthropogenic,3,Anthro3
272,1363,20200803_1535_blob_1363_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1717.721519,NA,"4-Isopropenyl-4,7-dimethyl-1-oxaspiro[2.5]octane",739,780,NA,C12H20O,180,NA,NA,NA,NA,NA,1,7,NA,996.0533818,0.59810984,4.51E-05,0.996739063,531,Anthro3,Anthropogenic,3,Anthro3
164,964,20200803_1535_blob_964_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2128.244275,NA,"Heptadecane, 9-octyl-",787,798,NA,C25H52,352,NA,NA,NA,NA,NA,1,7,0.005708308,2146.866107,0.596890172,4.50E-05,0.996784023,532,Anthro3,Anthropogenic,3,Anthro3
306,965,20200803_1535_blob_965_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1838.888889,NA,"Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",727,762,NA,C18H28,244,NA,NA,NA,NA,NA,1,7,0.003470272,1326.246879,0.590822455,4.45E-05,0.996873479,534,Anthro3,Anthropogenic,3,Anthro3
462,1073,20200803_1535_blob_1073_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2135.877863,NA,"Dasycarpidan-1-methanol, acetate (ester)",685,705,NA,C20H26N2O2,326,NA,NA,NA,NA,NA,1,7,0.002511047,988.3398437,0.589542359,4.44E-05,0.996917885,535,Anthro3,Anthropogenic,3,Anthro3
186,1540,20200803_1535_blob_1540_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1677.21519,NA,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",776,857,1649,C13H22O3,226,NA,NA,NA,NA,NA,1,7,0.00073736,307.9277178,0.489924954,3.69E-05,0.997478386,549,Anthro3,Anthropogenic,3,Anthro3
555,939,20200803_1535_blob_939_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1941.666667,NA,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",661,676,NA,C31H52O3,472,NA,NA,NA,NA,NA,1,7,0.004904734,2016.221678,0.484462068,3.65E-05,0.99758821,552,Anthro3,Anthropogenic,3,Anthro3
292,993,20200803_1535_blob_993_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1820.833333,NA,"1-Pentadecanol, TMS derivative",733,773,1856,C18H40OSi,300,NA,NA,NA,NA,NA,1,7,0.00376443,1236.556102,0.484031033,3.65E-05,0.99762467,553,Anthro3,Anthropogenic,3,Anthro3
519,982,20200803_1535_blob_982_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2220,NA,"6-[4-(Tetrahydro-pyran-2-yloxy)-but-1-ynyl]-1,4-dioxa-spiro[4.5]decan-6-ol",669,693,NA,C17H26O5,310,NA,NA,NA,NA,NA,1,7,0.003214411,1130.311403,0.465017514,3.50E-05,0.997695412,555,Anthro3,Anthropogenic,3,Anthro3
406,941,20200803_1535_blob_941_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2238.333333,NA,17-Pentatriacontene,698,700,NA,C35H70,490,NA,NA,NA,NA,NA,1,7,0.003540895,1364.383461,0.452549248,3.41E-05,0.997798817,558,Anthro3,Anthropogenic,3,Anthro3
500,1028,20200803_1535_blob_1028_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1902.777778,NA,"Oxiranedodecanoic acid, 3-octyl-, cis-",675,688,NA,C22H42O3,354,NA,NA,NA,NA,NA,1,7,0.007157147,2733.459301,0.429621206,3.24E-05,0.998029601,565,Anthro3,Anthropogenic,3,Anthro3
411,1016,20200803_1535_blob_1016_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1944.444444,NA,"Benzothiazole, 2-butyl-",696,793,NA,C11H13NS,191,TRUE,NA,NA,NA,NA,1,7,NA,1338.899874,0.426173553,3.21E-05,0.998093806,567,Anthro3,Anthropogenic,3,Anthro3
442,1256,20200803_1535_blob_1256_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1980.555556,NA,"<e4><U+0096>-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,731,NA,C13H26BNO6Si,331,NA,NA,NA,NA,NA,1,7,0.003194348,1291.700647,0.402866484,3.03E-05,0.998216627,571,Anthro3,Anthropogenic,3,Anthro3
293,1122,20200803_1535_blob_1122_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2094.656489,NA,"Dasycarpidan-1-methanol, acetate (ester)",733,757,NA,C20H26N2O2,326,NA,NA,NA,NA,NA,1,7,0.004267087,1488.851179,0.378611763,2.85E-05,0.998333352,575,Anthro3,Anthropogenic,3,Anthro3
276,1004,20200803_1535_blob_1004_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1929.166667,NA,Phorbol,738,739,NA,C20H28O6,364,NA,NA,NA,NA,NA,1,7,0.003695246,1322.095299,0.370539775,2.79E-05,0.998417732,578,Anthro3,Anthropogenic,3,Anthro3
620,1095,20200803_1535_blob_1095_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1915.277778,NA,"5H-Cyclopropa[3,4]benz[1,2-e]azulen-5-one, 9,9a-bis(acetyloxy)-1,1a,1b,2,4a,7a,7b,8,9,9a-decahydro-2,4a,7b-trihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-, [1aR-(1a<e4><U+0096>,1b??,2??,4a??,7a<e4><U+0096>,7b<e4><U+0096>,8<e4><U+0096>,9??,9a<e4><U+0096>)]-",642,646,NA,C24H32O9,464,NA,NA,NA,NA,NA,1,7,0.002456822,1080.97378,0.350600064,2.64E-05,0.998580034,584,Anthro3,Anthropogenic,3,Anthro3
551,1198,20200803_1535_blob_1198_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2041.221374,NA,"Methyl glycocholate, 3TMS derivative",662,680,NA,C36H69NO6Si3,695,NA,NA,NA,NA,NA,1,7,0.001942059,870.698766,0.339241051,2.56E-05,0.998709503,589,Anthro3,Anthropogenic,3,Anthro3
567,829,20200803_1535_blob_829_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2313.333333,NA,"1,3-Dimethyl 5-(methoxyimino)-4,6-dimethyl-2-oxocyclohexa-1(6),3-diene-1,3-dicarboxylate",657,725,NA,C13H15NO6,281,NA,NA,NA,NA,NA,1,7,0.00202218,761.1317445,0.324703416,2.45E-05,0.998808808,593,Anthro3,Anthropogenic,3,Anthro3
475,1078,20200803_1535_blob_1078_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2135.877863,NA,"Pseduosarsasapogenin-5,20-dien",682,740,NA,C27H42O3,414,NA,NA,NA,NA,NA,1,7,0.002225254,917.1165522,0.265704441,2.00E-05,0.999112795,607,Anthro3,Anthropogenic,3,Anthro3
374,1190,20200803_1535_blob_1190_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1981.944444,NA,<e4><U+0096>-N-Normethadol,705,710,NA,C20H27NO,297,NA,NA,NA,NA,NA,1,7,0.002961756,1130.530749,0.252436176,1.90E-05,0.999151434,609,Anthro3,Anthropogenic,3,Anthro3
687,1157,20200803_1535_blob_1157_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2004.580153,NA,"Cycloisolongifolene, 8-chloro-8,9-dehydro-",614,693,NA,C15H21Cl,236,NA,NA,NA,NA,NA,1,7,NA,1045.515511,0.239978097,1.81E-05,0.999224849,613,Anthro3,Anthropogenic,3,Anthro3
235,1041,20200803_1535_blob_1041_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2120.610687,NA,17-Pentatriacontene,750,751,NA,C35H70,490,NA,NA,NA,NA,NA,1,7,0.00163475,770.2353712,0.20971459,1.58E-05,0.999308596,618,Anthro3,Anthropogenic,3,Anthro3
264,1030,20200803_1535_blob_1030_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2114.503817,NA,2-Methyl-Z-4-tetradecene,741,790,NA,C15H30,210,NA,NA,NA,NA,NA,1,7,0.001643388,675.4020054,0.18344624,1.38E-05,0.999439556,627,Anthro3,Anthropogenic,3,Anthro3
516,1343,20200803_1535_blob_1343_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2085.496183,NA,14-Formol-9-hydroxyarteether,670,676,NA,C17H26O7,342,NA,NA,NA,NA,NA,1,7,0.002722401,985.2369995,0.154013109,1.16E-05,0.999591772,639,Anthro3,Anthropogenic,3,Anthro3
334,1194,20200803_0949_blob_1194_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2063.076923,NA,"1-Heptadecanol, TMS derivative",717,737,2054,C20H44OSi,328,NA,NA,NA,NA,NA,1,7,NA,295.3108333,0.07031326,5.30E-06,0.999859655,674,Anthro3,Anthropogenic,3,Anthro3
641,745,20200803_1535_blob_745_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1440.677966,NA,"1,3-Diisobutyrin, TMS derivative",633,697,NA,C14H28O5Si,304,NA,NA,NA,NA,NA,1,1,NA,66341.83248,2079.737374,0.156654624,0.156654624,1,Biogenic1,Biogenic,7,Biogenic1
566,21,20200803_1535_blob_21_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1526.553672,NA,"5,7-Di-tert-butyl-8-hydroxy-3-methyl-3H-1,4-benzoxathiin-2-one",657,663,NA,C17H24O3S,308,NA,NA,NA,NA,NA,1,1,NA,168536.8109,2073.527465,0.156186868,0.312841492,2,Biogenic1,Biogenic,7,Biogenic1
12,687,20200803_1535_blob_687_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1470.056497,NA,"Quinoline, 2,4-dimethyl-",915,915,1454,C11H11N,157,NA,NA,NA,NA,TRUE,1,1,NA,13768.7707,368.3711304,0.027747273,0.582815756,8,Biogenic1,Biogenic,7,Biogenic1
326,979,20200803_1535_blob_979_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1577.40113,NA,"Thiophene, 2-butyl-5-(2-methylpropyl)-",719,742,NA,C12H20S,196,NA,NA,NA,NA,NA,1,1,NA,16530.17492,127.1610402,0.009578308,0.659530728,14,Biogenic1,Biogenic,7,Biogenic1
23,981,20200803_0949_blob_981_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1253.301347,NA,"Benzoic Acid, TMS derivative",889,924,1249,C10H14O2Si,194,NA,NA,NA,NA,TRUE,1,1,NA,1131.557263,105.9417632,0.007979982,0.703322132,19,Biogenic1,Biogenic,7,Biogenic1
464,1063,20200803_0949_blob_1063_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1485.227273,NA,"2,5-cyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-hydroxy-4-methyl-",685,855,NA,C15H24O2,236,NA,NA,NA,NA,NA,1,1,NA,1760.943975,50.82868966,0.003828632,0.760852175,29,Biogenic1,Biogenic,7,Biogenic1
651,63,20200803_1535_blob_63_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1995.833333,NA,"Butylparaben, TBDMS derivative",631,646,2022,C17H28O3Si,308,NA,NA,NA,NA,NA,1,1,NA,108004.8921,46.36973904,0.003492765,0.782489791,35,Biogenic1,Biogenic,7,Biogenic1
47,659,20200803_1535_blob_659_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2646.601942,NA,"Heptadecane, 2,3-dimethyl-",866,894,NA,C19H40,268,NA,NA,NA,NA,TRUE,1,1,NA,15671.48958,40.82300204,0.003074961,0.791835051,38,Biogenic1,Biogenic,7,Biogenic1
717,804,20200803_1535_blob_804_,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2200,NA,"2,7-Diphenyl-1,6-dioxopyridazino[4,5:2',3']pyrrolo[4',5'-d]pyridazine",599,611,NA,C20H13N5O2,355,NA,NA,NA,NA,NA,1,1,NA,26012.70349,34.88191724,0.002627454,0.802758276,42,Biogenic1,Biogenic,7,Biogenic1
214,741,20200803_0949_blob_741_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2521.818182,NA,17-Pentatriacontene,760,761,NA,C35H70,490,NA,NA,NA,NA,NA,1,1,NA,20852.65088,10.62413287,0.000800255,0.901377473,114,Biogenic1,Biogenic,7,Biogenic1
216,715,20200803_0949_blob_715_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2501.818182,NA,"Ethanol, 2-(octadecyloxy)-",759,772,NA,C20H42O2,314,NA,NA,NA,NA,NA,1,1,NA,13293.96457,6.587401567,0.000496191,0.930996812,161,Biogenic1,Biogenic,7,Biogenic1
261,767,20200803_0949_blob_767_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2587.272727,NA,"Dodecane, 1-cyclopentyl-4-(3-cyclopentylpropyl)-",743,753,NA,C25H48,348,NA,NA,NA,NA,NA,1,1,NA,10725.72891,5.927809444,0.000446508,0.936545094,173,Biogenic1,Biogenic,7,Biogenic1
420,709,20200803_0949_blob_709_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2463.636364,NA,"Ethanol, 2-(octadecyloxy)-",694,729,NA,C20H42O2,314,NA,NA,NA,NA,NA,1,1,NA,12911.67024,5.859577193,0.000441368,0.937431916,175,Biogenic1,Biogenic,7,Biogenic1
234,649,20200803_0949_blob_649_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1646.835443,NA,"D-Erythro-Pentopyranose, 2-deoxy-1,3,4-tris-O-(trimethylsilyl)-",751,767,NA,C14H34O4Si3,350,NA,NA,NA,NA,NA,1,1,NA,1222.384104,5.766067944,0.000434325,0.939179325,179,Biogenic1,Biogenic,7,Biogenic1
287,18,20200803_0949_blob_18_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1892.957746,NA,"Bicyclo[4.3.0]nonan-2-one, 8-isopropylidene-",735,796,NA,C12H18O,178,NA,NA,NA,NA,NA,1,1,NA,20092.56574,4.275533789,0.000322051,0.950288706,209,Biogenic1,Biogenic,7,Biogenic1
203,734,20200803_0949_blob_734_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2514.545455,NA,"Tetrapentacontane, 1,54-dibromo-",767,787,NA,C54H108Br2,914,NA,NA,NA,NA,NA,1,1,NA,8067.026956,4.080304468,0.000307346,0.953103386,218,Biogenic1,Biogenic,7,Biogenic1
367,788,20200803_0949_blob_788_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2627.184466,NA,tert-Hexadecanethiol,707,736,NA,C16H34S,258,NA,TRUE,NA,NA,NA,1,1,NA,5938.419473,3.49008431,0.000262888,0.961343451,247,Biogenic1,Biogenic,7,Biogenic1
269,779,20200803_0949_blob_779_oil,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2391.596639,NA,"Dihydrophytol, TMS derivative",740,872,NA,C23H50OSi,370,NA,NA,NA,NA,NA,1,1,NA,6361.02733,2.556290082,0.000192551,0.973472238,302,Biogenic1,Biogenic,7,Biogenic1
324,688,20200803_0949_blob_688_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1956.338028,NA,"Cyclopropanebutanoic acid, 2-[[2-[[2-[(2-pentylcyclopropyl)methyl]cyclopropyl]methyl]cyclopropyl]methyl]-, methyl ester",720,732,NA,C25H42O2,374,NA,NA,NA,NA,NA,1,1,NA,5439.719318,2.114183865,0.000159249,0.977517908,325,Biogenic1,Biogenic,7,Biogenic1
670,663,20200803_0949_blob_663_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1726.582278,NA,"Furo[3,2-c]quinoline, 2,3-dihydro-2,4-dimethyl-",623,676,NA,C13H13NO,199,NA,NA,NA,NA,NA,1,1,NA,1950.778758,1.787774723,0.000134663,0.981179866,350,Biogenic1,Biogenic,7,Biogenic1
683,1140,20200803_0949_blob_1140_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1641.772152,NA,"12-Oxatetracyclo[5.2.1.1(2,6).1(8,11)]dodecan-3-ol-10-one acetate",616,633,NA,C13H16O4,236,NA,NA,NA,NA,NA,1,1,NA,363.9342997,1.71461256,0.000129152,0.982622091,361,Biogenic1,Biogenic,7,Biogenic1
715,794,20200803_0949_blob_794_,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2167.692308,NA,"Methyl 1,2-diphenyl-3-hydroxy-cyclopropene-3-carboxylate",600,803,NA,C17H14O3,266,NA,NA,NA,NA,NA,1,1,NA,3621.214657,1.617280948,0.00012182,0.983751715,370,Biogenic1,Biogenic,7,Biogenic1
