Compound.Name,Mixed_Aggregates_pct,Diatom_Dominated_Aggregates_pct,Dinoflagellates_pct,Microzooplankton_pct,Diatoms_pct,Haptophytes_pct,Cell_Numbers,Mixed_Aggregates,Diatom_Dominated_Aggregates,Dinoflagellates,Microzooplankton,Diatoms,Haptophytes,HB_cells_L,Virus_L,Chlor_a
20200803_1535_blob_1044_,0.243287753,-0.64569981,0.320253318,-0.282225692,-0.365409661,-0.311469433,-0.471863417,-0.050249508,-0.484830533,-0.297092648,-0.326992113,-0.469310486,-0.418250654,-0.337390053,-0.313307307,-0.359749165
20200803_1535_blob_1045_,0.390465524,-0.619979562,0.420076243,-0.613821557,0.373115313,-0.714419708,-0.231610839,0.482496279,-0.417795992,0.100323769,-0.677966303,0.051225373,-0.815666918,-0.558368232,-0.879874893,0.323260007
20200803_1535_blob_1046_,-0.022905584,-0.292981236,0.236723876,-0.234926261,0.095264788,-0.028465909,-0.019402119,-0.038778432,-0.102024376,0.155607678,-0.176906954,0.020334189,-0.034993323,0.117834581,0.298028877,-0.054492494
20200803_1535_blob_1047_,0.517352733,-0.831187769,0.671812221,-0.272553163,-0.341643913,-0.411570484,-0.650067617,0.190676324,-0.648634131,-0.248667146,-0.385466032,-0.608200306,-0.564469382,-0.355699822,-0.414135688,-0.456415047
20200803_1535_blob_1048_,0.579299748,-0.735390914,0.527714258,-0.620263309,-0.184694338,-0.567324319,-0.492339475,0.260989917,-0.509484344,-0.202358359,-0.682859627,-0.372218546,-0.691138561,-0.602804083,-0.771594558,-0.173674104
20200803_1535_blob_1051_,0.229015193,-0.723510108,0.595690323,-0.331232165,-0.028830482,-0.452491368,-0.446327347,0.134161678,-0.551232019,-0.079334143,-0.388025331,-0.322157641,-0.554289061,-0.555442179,-0.657902375,-0.128117668
20200803_1535_blob_1052_,0.074092984,-0.53580674,0.214379149,-0.285959852,-0.308424585,-0.213609259,-0.366060342,-0.226608663,-0.36055968,-0.234077127,-0.259497636,-0.408901467,-0.270100628,-0.28969865,-0.283480068,-0.420830367
20200803_1535_blob_1053_,0.389182989,-0.58951065,0.504543228,-0.642243912,0.227135771,-0.739230796,-0.240999724,0.453048188,-0.383221418,0.169936544,-0.710181259,-0.023048657,-0.841136537,-0.543981294,-0.844509563,0.188311393
20200803_1535_blob_1054_,0.377986979,-0.803366227,0.494514825,-0.516148947,0.068612708,-0.618807054,-0.498090388,0.246979477,-0.614630765,-0.144780802,-0.64953699,-0.29100434,-0.806579388,-0.375393492,-0.689974911,0.046299487
20200803_1535_blob_1055_oil,0.798151446,-0.659146595,0.960933289,-0.174036105,-0.45737521,-0.381067406,-0.523390805,0.656086971,-0.508810256,0.061262139,-0.282239553,-0.525273085,-0.479429253,-0.363350576,-0.397806536,-0.396688399
20200803_1535_blob_1056_,0.11641928,-0.487142407,0.164871584,-0.217564731,-0.393144675,-0.183244256,-0.37812153,-0.183936693,-0.358316631,-0.317551527,-0.196915638,-0.434235367,-0.23337426,-0.369054751,-0.283734315,-0.418302667
20200803_1535_blob_1057_,0.195661061,-0.585642117,0.470598467,-0.264258315,-0.388052955,-0.311067186,-0.395843409,0.04112817,-0.430632084,-0.113624469,-0.290050454,-0.417927246,-0.384728624,-0.429023128,-0.442014588,-0.437451222
20200803_1535_blob_1058_,0.573225503,-0.827819177,0.476837629,-0.139398626,-0.317737978,-0.35675919,-0.671946235,0.394632217,-0.744995789,-0.390204043,-0.288720856,-0.569946194,-0.546062199,-0.434359964,-0.544480501,-0.207084711
20200803_1535_blob_1059_,0.223702111,-0.50599792,0.274908057,-0.586869946,0.288170608,-0.622947757,-0.283086955,0.269538013,-0.409114289,-0.100420258,-0.752079607,-0.012542623,-0.795634361,-0.308814672,-0.706160346,0.172564168
20200803_1535_blob_106_fb,0.090762535,-0.00379458,0.408542912,-0.245981474,0.09696279,-0.357026902,0.080820554,0.140788268,0.111108457,0.382290297,-0.259333109,0.085553393,-0.332270193,-0.261551041,-0.367478267,-0.266207501
20200803_1535_blob_1063_,0.48862289,-0.854073766,0.602194152,-0.137397253,-0.088697677,-0.381877403,-0.605356422,0.437019852,-0.73296142,-0.154551337,-0.263051675,-0.470529,-0.559559286,-0.419868359,-0.573290003,-0.18828595
20200803_1535_blob_1064_,0.121161115,-0.311090363,0.371647073,-0.03136775,0.128241588,-0.146465509,-0.264104042,0.055732744,-0.26970357,-0.01211224,-0.114595,-0.193432308,-0.222273041,-0.132729767,-0.280488924,-0.065853543
20200803_1535_blob_1065_oil,0.659317481,-0.839069564,0.807576817,-0.275549927,-0.457935429,-0.436766912,-0.652363766,0.365168881,-0.647186604,-0.17088148,-0.38666517,-0.633719746,-0.57842074,-0.589771706,-0.619356451,-0.363791426
20200803_1535_blob_1067_,0.033012494,-0.074745891,0.174710482,0.065320879,-0.3025366,0.226239579,-0.328686212,-0.251743301,-0.202286835,-0.082315872,-0.049254724,-0.425073235,0.095093405,-0.079202449,-0.136766769,-0.167950991
20200803_1535_blob_1069_,0.270862279,-0.449273119,0.384492806,-0.776660151,0.184245132,-0.894286966,0.014601995,0.308264288,-0.098476326,0.27697775,-0.690804879,0.153699619,-0.872902633,-0.583907886,-0.835145837,0.04676958
20200803_1535_blob_1070_oil,0.735211861,-0.744538376,0.587196017,-0.272466861,-0.559788029,-0.380726299,-0.594037316,0.372596927,-0.56378016,-0.273651493,-0.361813435,-0.599314745,-0.508919125,-0.517388033,-0.439094819,-0.235278765
20200803_1535_blob_1072_oil,0.601996234,-0.739312506,0.423982736,-0.282737718,-0.484191563,-0.356841953,-0.590748175,0.192585342,-0.562987302,-0.372332317,-0.367309926,-0.581032723,-0.494360819,-0.430628348,-0.3661749,-0.431622076
20200803_1535_blob_1073_,0.251260994,-0.695788379,0.624216301,-0.266352665,-0.324504704,-0.363306932,-0.49332772,0.078601582,-0.528853991,-0.106260275,-0.32708555,-0.485628758,-0.465671205,-0.423097286,-0.492965178,-0.492721838
20200803_1535_blob_1075_,0.402469698,-0.849178226,0.506472866,-0.495187346,0.117758473,-0.601480124,-0.447829395,0.365948536,-0.623807065,-0.122304133,-0.567916654,-0.221939192,-0.728262316,-0.595574491,-0.829204952,0.041423453
20200803_1535_blob_1077_,0.571846609,-0.782488947,0.521132674,-0.398526088,-0.084275932,-0.364754909,-0.563150807,0.378071524,-0.623141102,-0.22773533,-0.52119202,-0.420434853,-0.51746432,-0.254135975,-0.544782634,-0.065335267
20200803_1535_blob_1078_,0.457634853,-0.807123079,0.519537486,-0.299506675,-0.393108108,-0.391324604,-0.622773138,0.092944733,-0.620843944,-0.326348584,-0.390345682,-0.595848322,-0.537714697,-0.519417907,-0.524418801,-0.46123593
20200803_1535_blob_1079_,0.433360751,-0.806017323,0.447736025,-0.290976355,-0.33384691,-0.377307255,-0.634250976,0.032119312,-0.626340148,-0.383196025,-0.390007316,-0.591070028,-0.534537102,-0.553348754,-0.587695349,-0.448043077
20200803_1535_blob_1080_,0.102560264,-0.543977509,-0.148568506,-0.401344274,0.183632256,-0.363157248,-0.265133339,-0.046753839,-0.390174287,-0.36108385,-0.432120968,-0.077276389,-0.467136137,-0.427221026,-0.601967201,0.082072696
20200803_1535_blob_1081_,0.155269422,-0.577562117,0.420601342,-0.264291365,-0.362715545,-0.301046523,-0.390132855,-0.009745365,-0.425469145,-0.138906997,-0.288286631,-0.407939737,-0.37630528,-0.301890732,-0.295750877,-0.317717006
20200803_1535_blob_1084_oil,0.594594882,-0.735959724,0.402787225,-0.28152335,-0.474877329,-0.352363767,-0.590161475,0.177502301,-0.561169585,-0.385505018,-0.366453686,-0.578202162,-0.491238206,-0.525097885,-0.475977896,-0.337814314
20200803_1535_blob_1088_,0.430790648,-0.852833006,0.435001513,-0.352684105,-0.113688858,-0.459620364,-0.61637147,0.076867182,-0.662962014,-0.376555585,-0.451012845,-0.480190598,-0.621105531,-0.442522815,-0.510296184,-0.288368049
20200803_1535_blob_1089_,0.448115969,-0.882524015,0.511797602,-0.466849517,-0.023533986,-0.57014455,-0.525116311,0.301732377,-0.656373349,-0.20770529,-0.550104068,-0.343074723,-0.712007281,-0.482548602,-0.690252922,-0.182716952
20200803_1535_blob_1090_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_1535_blob_1091_,0.56010027,-0.855884937,0.561522487,-0.477412737,0.14427284,-0.618548408,-0.470120098,0.501303259,-0.636129241,-0.121386455,-0.566799311,-0.218590086,-0.751941265,-0.62065279,-0.837669166,0.107019067
20200803_1535_blob_1092_,0.548919359,-0.823183698,0.586191242,-0.322226756,-0.405854733,-0.432643499,-0.623873369,0.19819152,-0.629655103,-0.307403453,-0.423863784,-0.577656413,-0.582612757,-0.523373549,-0.537168385,-0.291937803
20200803_1535_blob_1093_,-0.002998608,-0.257384421,0.101883872,-0.318519911,0.6842873,-0.368279782,0.072524669,0.361172456,-0.166213876,0.195913324,-0.33591448,0.36399026,-0.391099784,-0.047480923,-0.474313131,0.641090902
20200803_1535_blob_1094_,0.454649159,-0.649391633,0.473663989,-0.60925513,0.000441609,-0.69237443,-0.368741038,0.321509639,-0.439244386,0.001174038,-0.691419833,-0.217696943,-0.820901868,-0.505187107,-0.734293421,0.069775133
20200803_1535_blob_1095_,0.166986645,-0.580168827,0.435214851,-0.264408921,-0.370193256,-0.304079653,-0.391966468,0.004913833,-0.427161904,-0.131686306,-0.288933659,-0.41101471,-0.378914184,-0.389657187,-0.377862828,-0.202062503
20200803_1535_blob_1096_,0.387974143,-0.683898907,0.493806569,-0.487780995,-0.235217286,-0.551854752,-0.446291939,0.194727386,-0.480925949,-0.087001297,-0.566811053,-0.3881643,-0.679950443,-0.401180173,-0.604594193,-0.205461735
20200803_1535_blob_1097_,0.682442421,-0.668270561,0.575968236,-0.381324496,0.187449322,-0.540849782,-0.342940262,0.740060514,-0.492022309,0.030125918,-0.479284697,-0.102145905,-0.646143127,-0.477421816,-0.730247241,0.151597408
20200803_1535_blob_1099_,0.225613915,-0.62853383,0.389516602,-0.278352652,-0.380087633,-0.315535103,-0.445369835,-0.011753734,-0.467997193,-0.221806545,-0.315486793,-0.453437973,-0.409437359,-0.411623438,-0.389586847,-0.239486612
20200803_1535_blob_11_,-0.085828515,-0.509743826,0.066679646,-0.273526025,-0.112995606,-0.255622637,-0.333001091,-0.315037157,-0.374421596,-0.297633281,-0.288408539,-0.297886981,-0.342002758,-0.301760921,-0.350191186,-0.272612935
20200803_1535_blob_1104_,0.433743688,-0.483533468,0.495234659,-0.666248185,-0.138275853,-0.798926077,-0.145960804,0.28376432,-0.159725475,0.176399783,-0.614864934,-0.107978781,-0.808043213,-0.650018111,-0.769123173,-0.131408743
20200803_1535_blob_1105_,0.529838263,-0.837725878,0.664282852,-0.291284433,-0.40307743,-0.418681525,-0.647337417,0.19825718,-0.647068439,-0.255388602,-0.394519693,-0.619058949,-0.566697336,-0.595996446,-0.632462497,-0.427472577
20200803_1535_blob_1107_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509,-0.253700924,-0.454361985,-0.286031401,-0.330217742,-0.20903924,-0.230009372,-0.219107704,-0.163461193,-0.187743942,-0.220224652
20200803_1535_blob_1110_,0.573268773,-0.822524453,0.61439967,-0.250055095,-0.294820118,-0.394363234,-0.668700427,0.196455158,-0.650479139,-0.307619509,-0.379227669,-0.608964216,-0.560536038,-0.380307787,-0.458093261,-0.478772081
20200803_1535_blob_1111_,0.444186752,-0.847156888,0.587550169,-0.483200459,0.002502715,-0.59191354,-0.454482562,0.428653719,-0.617072625,-0.07078365,-0.557858392,-0.270308065,-0.713733053,-0.452056054,-0.716228754,0.068537737
20200803_1535_blob_1112_,0.139266473,-0.145275316,0.241739081,-0.750155296,0.311404554,-0.841430446,0.218559993,0.245378481,0.149192406,0.433615695,-0.654837508,0.333693835,-0.786528001,-0.474905294,-0.758817639,0.214290361
20200803_1535_blob_1118_,0.276812354,0.102617995,0.29643005,-0.439582747,-0.062106352,-0.484874535,0.133489985,0.184899862,0.234448897,0.259801545,-0.454604257,0.133110695,-0.447392948,-0.437456969,-0.55817237,-0.131865773
20200803_1535_blob_1120_,0.442988568,-0.576080859,0.586773272,-0.541519583,-0.164572095,-0.623665847,-0.336760236,0.377174275,-0.378524877,0.123466926,-0.622768701,-0.270213096,-0.732959128,-0.471703784,-0.738235738,-0.235120796
20200803_1535_blob_1122_,0.388525143,-0.665189151,0.391609744,-0.631517221,0.079477228,-0.694346071,-0.337018409,0.302482448,-0.447489183,-0.022673072,-0.700477349,-0.154340768,-0.817524188,-0.548437515,-0.75841164,-0.1201281
20200803_1535_blob_1123_,0.282439907,-0.651949503,0.311536474,-0.588332963,0.414805599,-0.668634403,-0.263423904,0.324491288,-0.453303625,-0.011328575,-0.651400709,0.028528323,-0.78078581,-0.549826688,-0.845519049,0.295471893
20200803_1535_blob_1124_oil,0.020140867,-0.203280002,0.331825813,-0.398140628,-0.245694448,-0.399474764,-0.11093271,-0.040823095,-0.092681456,0.184372736,-0.402031665,-0.16428292,-0.434462491,-0.352734742,-0.43872636,-0.09770569
20200803_1535_blob_1125_,0.489584054,-0.892116826,0.575244164,-0.448776721,-0.096634734,-0.561876782,-0.550674148,0.330489423,-0.665280841,-0.19308603,-0.53844456,-0.393441008,-0.705647843,-0.569264658,-0.764266256,-0.186721203
20200803_1535_blob_1130_,0.618988987,-0.743278727,0.551971632,-0.285981847,-0.53081251,-0.377858486,-0.577209219,0.275087309,-0.560667843,-0.273270488,-0.364252803,-0.583099277,-0.502063788,-0.588419668,-0.540844175,-0.410548349
20200803_1535_blob_1131_,0.623533453,-0.785294237,0.556786476,-0.391463537,-0.044957916,-0.548070934,-0.540582657,0.298646801,-0.573178214,-0.28307044,-0.498507533,-0.366896515,-0.680279833,-0.599513359,-0.672394243,-0.100248215
20200803_1535_blob_1134_,0.351271112,-0.686562964,0.352755132,-0.288403612,-0.405978266,-0.330597123,-0.516811685,0.015775036,-0.517956832,-0.328565543,-0.345816304,-0.511613646,-0.449000384,-0.478265093,-0.461127819,-0.49363218
20200803_1535_blob_1136_,0.55899998,-0.501593704,0.332930069,-0.084549368,-0.060405454,-0.215073361,-0.477417814,0.219351133,-0.421921574,-0.291386818,-0.21728174,-0.391409746,-0.353654242,-0.372388472,-0.427314136,-0.157064077
20200803_1535_blob_1139_,0.413934743,-0.640929767,0.46067014,-0.56601041,0.368437391,-0.684669524,-0.26674192,0.48799839,-0.445633763,0.079872884,-0.639207282,0.015287542,-0.790723521,-0.553280692,-0.844999384,0.229536301
20200803_1535_blob_1140_,0.682725133,-0.858482185,0.606847513,-0.277666103,-0.406391531,-0.41366063,-0.700665467,0.254301532,-0.671299245,-0.357858637,-0.404819644,-0.655443325,-0.583981256,-0.610961317,-0.631997734,-0.487064426
20200803_1535_blob_1141_,0.166374551,-0.489973939,0.167674035,-0.589461712,0.337215625,-0.604647057,-0.081689815,0.334789415,-0.303323925,0.072728305,-0.588733067,0.169537102,-0.657253787,-0.413958707,-0.685219013,0.434236943
20200803_1535_blob_1144_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13112821,-0.170004357,-0.128586123
20200803_1535_blob_1145_oil,0.080895394,-0.556244036,0.325848873,-0.261236208,-0.312934613,-0.279501541,-0.375279093,-0.101000507,-0.411182495,-0.182678037,-0.28172148,-0.385194626,-0.356742237,-0.38627307,-0.379101461,-0.131135156
20200803_1535_blob_1148_oil,0.515589969,-0.729469529,0.408595359,-0.288882218,-0.463182052,-0.352680686,-0.570015568,0.131781168,-0.553394412,-0.356134648,-0.363978945,-0.562611939,-0.484176614,-0.504226678,-0.469420261,-0.351767532
20200803_1535_blob_1149_,0.444708008,-0.691051624,0.47499812,-0.588919469,0.326375258,-0.700427434,-0.286611799,0.534534839,-0.47842226,0.070507877,-0.663961099,-0.007585594,-0.810887157,-0.554613787,-0.882677097,0.245718005
20200803_1535_blob_1150_,0.007541594,-0.52749515,0.229168289,-0.254486164,-0.260087071,-0.254542047,-0.355425905,-0.188102411,-0.391359513,-0.222512112,-0.271268102,-0.357539038,-0.332587154,-0.341810957,-0.369214427,-0.284349531
20200803_1535_blob_1153_,0.814872974,-0.720712452,0.807639896,-0.349364255,-0.094517146,-0.54293786,-0.427919613,0.811234524,-0.533993143,0.068405957,-0.444113218,-0.265841826,-0.641815366,-0.595605302,-0.717397364,0.014455972
20200803_1535_blob_1154_,0.748627286,-0.509980694,0.638442187,-0.318423957,-0.266087482,-0.428552691,-0.248671665,0.865221784,-0.34245272,0.166472921,-0.377072004,-0.181194296,-0.480754094,-0.254931307,-0.446465362,-0.070343278
20200803_1535_blob_1157_,0.314896037,-0.461409821,0.371326648,-0.529338617,-0.329373553,-0.443306306,-0.302692291,0.077090964,-0.283788922,-0.091226671,-0.563064206,-0.295281135,-0.509443025,-0.330463041,-0.45135205,-0.311268572
20200803_1535_blob_116_,0.234235344,-0.73884251,0.352465608,-0.351589575,-0.191225915,-0.423367414,-0.471797363,0.016249755,-0.543498667,-0.255764653,-0.392779122,-0.401104076,-0.537507084,-0.498310186,-0.579951307,-0.309099417
20200803_1535_blob_1160_,0.296601839,-0.696839161,0.439109454,-0.209518793,-0.110957252,-0.318257419,-0.559818672,-0.017929404,-0.558962897,-0.292473734,-0.319543308,-0.485232396,-0.467003269,-0.354452826,-0.471485936,-0.351650613
20200803_1535_blob_1162_,0.603184504,-0.862397362,0.535407118,-0.473111099,0.048770068,-0.595452741,-0.493206258,0.522162725,-0.636502052,-0.148232123,-0.576294474,-0.277086378,-0.739882415,-0.551022972,-0.801852718,-0.0895455
20200803_1535_blob_1163_,0.44684357,-0.350956459,0.636222515,-0.295507263,-0.147612249,-0.381624872,-0.062575657,0.78492722,-0.208277236,0.381091541,-0.309048459,-0.008719505,-0.379862128,-0.337264786,-0.544832503,0.055507454
20200803_1535_blob_1164_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509,-0.253700924,-0.454361985,-0.286031401,-0.330217742,-0.20903924,-0.230009372,-0.219107704,-0.276708626,-0.294509059,-0.322365218
20200803_1535_blob_1166_,0.155402559,-0.677443894,0.512364146,-0.260027078,-0.242992573,-0.338568407,-0.483742033,-0.04175415,-0.519837827,-0.164339165,-0.320888989,-0.46055409,-0.447249107,-0.498085578,-0.574971662,-0.36881118
20200803_1535_blob_1167_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_1535_blob_1168_,0.489068822,-0.674062547,0.522391998,-0.610472595,0.224581174,-0.720841255,-0.301075328,0.546243797,-0.457747011,0.103360492,-0.694543411,-0.062358199,-0.836709137,-0.534954208,-0.844792494,0.177729743
20200803_1535_blob_1169_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.241484685,-0.269870462,0.00641998
20200803_1535_blob_1172_,0.300153001,-0.147562405,0.045775671,-0.395697624,0.403991993,-0.337993055,0.057098423,0.368092395,-0.025264128,0.191836603,-0.366834967,0.221495992,-0.341089468,-0.33736426,-0.515387712,0.267410182
20200803_1535_blob_1174_,0.099343801,-0.413120169,0.406664896,-0.303067968,0.042376173,-0.371064247,-0.006589414,0.159277865,-0.12350721,0.309902794,-0.104447541,-0.007680105,-0.283996481,-0.419058145,-0.267157398,0.14462911
20200803_1535_blob_1177_,0.428244218,-0.801396892,0.541469625,-0.297895593,-0.382785558,-0.392002516,-0.611910818,0.087892975,-0.615913142,-0.2978863,-0.385861245,-0.586458673,-0.534146851,-0.517179194,-0.535955813,-0.50082768
20200803_1535_blob_1178_,0.513974402,-0.821523233,0.532572332,-0.457715833,-0.153374368,-0.592939125,-0.435233335,0.387817756,-0.542082478,-0.090954107,-0.472069733,-0.333632504,-0.68334351,-0.58297594,-0.72641398,-0.131501376
20200803_1535_blob_1184_,0.482245162,-0.818486287,0.648571497,-0.293567048,-0.403583936,-0.411422331,-0.623294392,0.171547162,-0.629247632,-0.239229797,-0.387387362,-0.601037783,-0.551683405,-0.564440953,-0.604575406,-0.38650845
20200803_1535_blob_1188_,0.582772164,-0.749875962,0.568413156,-0.359108671,-0.347763005,-0.476512387,-0.615287569,0.178054907,-0.569222847,-0.25221406,-0.479952371,-0.579216199,-0.639730376,-0.543364236,-0.608385216,-0.337968954
20200803_1535_blob_1190_,0.535679276,-0.844180031,0.641276163,-0.286962147,-0.378006551,-0.415631889,-0.660440378,0.182409626,-0.655723194,-0.28360727,-0.396869585,-0.623321251,-0.570782189,-0.586707047,-0.630991141,-0.409511814
20200803_1535_blob_1192_,0.377204203,-0.545592232,0.44963207,-0.644156651,0.239193421,-0.731992465,-0.21986433,0.41827376,-0.348329468,0.159683725,-0.710523358,-0.004628788,-0.832870007,-0.545000046,-0.832429809,0.198316863
20200803_1535_blob_1193_,0.025424271,-0.306606676,0.181491596,-0.264171745,0.616470235,-0.34368375,-0.029584544,0.274533725,-0.223697046,0.128814623,-0.300854336,0.238821754,-0.386104301,-0.031506755,-0.394034459,0.437533787
20200803_1535_blob_1194_,0.585595247,-0.728828916,0.366170575,-0.278301597,-0.458869669,-0.343969628,-0.588854026,0.154812589,-0.557133013,-0.40815255,-0.364206199,-0.57292102,-0.485178422,-0.520650606,-0.481847415,-0.22013217
20200803_1535_blob_1195_,0.389913044,-0.723976339,0.461905702,-0.454799585,-0.021315488,-0.280402694,-0.498117779,0.280586252,-0.589273755,-0.186220481,-0.551516343,-0.3510203,-0.411482504,-0.19207915,-0.583598493,-0.11082342
20200803_1535_blob_1196_,-0.115158138,0.017543738,-0.01428715,-0.231065719,-0.365563863,0.030376866,-0.007536545,-0.318793169,0.08949954,0.075866427,-0.103798849,-0.197818579,0.092258549,-0.000491661,0.351100305,-0.224529545
20200803_1535_blob_1198_,0.232359592,-0.590689523,0.51506554,-0.263118449,-0.409960098,-0.319069739,-0.399486475,0.088211946,-0.433620453,-0.089662628,-0.290471447,-0.425450481,-0.390938252,-0.316539308,-0.304129951,-0.322708873
20200803_1535_blob_1202_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_1535_blob_1203_,-0.090898115,-0.360509908,0.237735472,-0.399528366,0.56369947,-0.453307335,-0.036717629,0.161911348,-0.258333952,0.140495902,-0.515718518,0.266930368,-0.554591609,-0.165469581,-0.519174416,0.180302389
20200803_1535_blob_1205_,0.244250465,-0.400618575,0.178018649,-0.552979153,-0.162644181,-0.539463274,-0.194787687,0.051254495,-0.201192902,-0.088343036,-0.582402225,-0.145298352,-0.604191767,-0.389251244,-0.567408373,-0.28226607
20200803_1535_blob_1206_oil,0.587034136,-0.424056137,0.854788268,-0.147876536,-0.517103176,-0.292931017,-0.289569414,0.624181348,-0.302617799,0.234979242,-0.183578985,-0.352495111,-0.31538673,-0.276626634,-0.232092905,-0.22320693
20200803_1535_blob_1217_,0.488291231,-0.825756714,0.539868438,-0.497112981,0.202516648,-0.625773492,-0.411816565,0.507481634,-0.605000924,-0.063992119,-0.574989682,-0.14989737,-0.746714269,-0.591708616,-0.847429982,0.088056245
20200803_1535_blob_1219_,0.644789662,-0.833379323,0.74256209,-0.39534814,-0.275313698,-0.529488358,-0.527384529,0.555564788,-0.612799742,-0.051469395,-0.494201037,-0.437504475,-0.656470465,-0.503609172,-0.716424756,-0.21098334
20200803_1535_blob_1222_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20200803_1535_blob_1230_,0.017205343,-0.498326015,-0.090523816,-0.230520573,-0.144492198,-0.192645515,-0.384579099,-0.347322356,-0.384178073,-0.46779197,-0.267885273,-0.3464174,-0.303675157,-0.241185969,-0.229595297,-0.290717758
20200803_1535_blob_1239_,0.41775249,-0.869365407,0.520959974,-0.443455661,-0.083396951,-0.543627588,-0.533962066,0.245265673,-0.649041212,-0.216186721,-0.521233909,-0.378694893,-0.681665168,-0.57334324,-0.73678923,-0.179727022
20200803_1535_blob_1241_,0.569178218,-0.819442983,0.695176593,-0.249499228,-0.313697371,-0.40506504,-0.654511858,0.241197699,-0.645070993,-0.237926985,-0.373963196,-0.603892048,-0.561571616,-0.52011603,-0.56616922,-0.277950478
20200803_1535_blob_1243_,0.338044072,-0.591285494,0.637295917,-0.253091374,-0.466280934,-0.335419282,-0.400586637,0.22904064,-0.431880204,-0.014635225,-0.284503474,-0.437689922,-0.400048291,-0.533957777,-0.529173406,-0.318608941
20200803_1535_blob_1245_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509,-0.253700924,-0.454361985,-0.286031401,-0.330217742,-0.20903924,-0.230009372,-0.219107704,-0.163461193,-0.187743942,-0.220224652
20200803_1535_blob_1252_oil,0.480168413,-0.716037265,0.336361469,-0.285120972,-0.4292751,-0.336858309,-0.564668586,0.074765513,-0.545340957,-0.396948347,-0.360149685,-0.550169228,-0.471878754,-0.421951374,-0.389941733,-0.431979507
20200803_1535_blob_1255_oil,0.309242497,-0.693247769,0.225913258,-0.37728595,-0.066612274,-0.424290962,-0.43498345,0.050215005,-0.519401062,-0.335618253,-0.417769912,-0.293002497,-0.536542364,-0.578258182,-0.568044115,0.018813542
20200803_1535_blob_1256_,0.529814153,-0.733507513,0.461254495,-0.290413669,-0.484238479,-0.362134104,-0.567544729,0.169100754,-0.554507168,-0.319036159,-0.363889702,-0.566120039,-0.48912464,-0.435662363,-0.403001158,-0.437218909
20200803_1535_blob_1257_,0.562783367,-0.573770478,0.339581045,-0.543838233,-0.116457598,-0.560093043,-0.379610379,0.327872961,-0.408738913,-0.257131826,-0.639202117,-0.225682044,-0.644337035,-0.608074793,-0.777880177,-0.205397213
20200803_1535_blob_1260_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509,-0.253700924,-0.454361985,-0.286031401,-0.330217742,-0.20903924,-0.230009372,-0.219107704,-0.21400076,-0.260301157,-0.25234961
20200803_1535_blob_1271_oil,0.587034136,-0.424056137,0.854788268,-0.147876536,-0.517103176,-0.292931017,-0.289569414,0.624181348,-0.302617799,0.234979242,-0.183578985,-0.352495111,-0.31538673,-0.276626634,-0.232092905,-0.22320693
20200803_1535_blob_1281_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509,-0.253700924,-0.454361985,-0.286031401,-0.330217742,-0.20903924,-0.230009372,-0.219107704,-0.163461193,-0.187743942,-0.220224652
20200803_1535_blob_1282_,-0.085874855,-0.508510007,0.17787187,-0.251057997,0.174941092,-0.281338897,-0.30171632,-0.151373534,-0.390610074,-0.156085853,-0.308755063,-0.184282302,-0.380954097,-0.260576238,-0.403543746,-0.302604441
20200803_1535_blob_1284_,0.226899791,-0.244773991,0.3150282,-0.61546623,-0.182229413,-0.508952756,-0.01601769,0.05631619,0.028980076,0.210327661,-0.526566186,-0.066579274,-0.464594445,-0.425725685,-0.615552313,-0.251597774
20200803_1535_blob_13_,0.048846603,-0.572354784,0.166590239,-0.262437732,-0.239671516,-0.26032764,-0.409498671,-0.226582951,-0.432292962,-0.322350667,-0.294950691,-0.393984389,-0.360349352,-0.34112207,-0.352176585,-0.366484793
20200803_1535_blob_1301_,0.704286308,-0.744367096,0.600109136,-0.276763513,-0.559586992,-0.383482969,-0.586271651,0.359353691,-0.562050971,-0.255160821,-0.361695207,-0.59458649,-0.507989771,-0.425023692,-0.349908321,-0.409554083
20200803_1535_blob_1323_oil,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509,-0.253700924,-0.454361985,-0.286031401,-0.330217742,-0.20903924,-0.230009372,-0.219107704,-0.163461193,-0.187743942,-0.220224652
