"","Compound.Name","F1","F2","F3","F4","F5","F6","F7","F8","best_corr","cluster","BlobID","Library.Name","Library.Match.Factor","Library.Reverse.Match.Factor","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Benzothiazole","Thiol","Library.Reverse.Match.Factor_chamber","Library.RI_chamber","Identifiable","tic"
"295","20200803_1535_blob_666_oil",-0.851041026804567,0.90800329311312,-0.17917607429659,0.634707892640865,0.407149099958825,0.652283076982711,-0.0362704203667398,0.140413607595292,"F2",NA,666,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2280,NA,"Hexadecanoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",668,678,NA,"C26H42O4",418,NA,NA,NA,NA,NA,1
"296","20200803_1535_blob_667_oil",-0.876680246031694,0.910052225516028,-0.188749362671848,0.612674269478763,0.479244755421566,0.735905537129305,-0.110221137736875,0.0702460106137803,"F2",NA,667,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2285,NA,"17-Pentatriacontene",812,812,NA,"C35H70",490,NA,NA,NA,NA,TRUE,1
"297","20200803_1535_blob_668_",-0.39461842344434,0.43855864607549,0.430065002788816,-0.0600113973763374,0.941774900980289,-0.278469381584164,0.373962141705512,-0.355037545796023,"F5",5,668,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1528.813559,NA,"1H-Pyrazole, 3,5-bis(1,1-dimethylethyl)-4-methyl-",662,684,NA,"C12H22N2",194,NA,NA,NA,NA,NA,1
"298","20200803_1535_blob_669_oil",-0.875488102203633,0.934922786042675,-0.21432777792796,0.655867416125847,0.448801317229425,0.685835309346097,-0.0597510438650065,0.0854633345820307,"F2",2,669,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2529.72973,NA,"Tetrapentacontane, 1,54-dibromo-",769,777,NA,"C54H108Br2",914,NA,NA,NA,NA,NA,1
"299","20200803_1535_blob_670_",-0.717766272683811,0.860734951320794,-0.43086180678405,0.586857952193446,0.174917518917904,0.922150716799793,-0.139426107854832,0.413632520252534,"F6",NA,670,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1726.582278,NA,"2-Pentadecanone",688,788,1698,"C15H30O",226,NA,NA,NA,NA,NA,1
"300","20200803_1535_blob_671_",-0.76034726223341,0.846563244275032,0.0669195588962053,0.560597163243715,0.610964628297632,0.436555748886114,0.14783313892243,0.0138692971434383,"F2",NA,671,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2080.916031,NA,"Phenanthrene, 2,3-dimethyl-",884,913,2058,"C16H14",206,NA,NA,NA,NA,TRUE,1
"301","20200803_1535_blob_672_oil",-0.674119553560097,0.725175534734161,-0.11415742156431,0.62285111209431,0.162398034718777,0.834206128902975,-0.246203939452129,0.148845712320172,"F6",6,672,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2538.738739,NA,"17-Pentatriacontene",769,771,NA,"C35H70",490,NA,NA,NA,NA,NA,1
"302","20200803_1535_blob_673_",0.0141596678849381,0.151702301471331,0.132598011997113,-0.361119485663877,0.608272819353076,-0.504809371180919,0.598810499881902,-0.0764815889013237,"F5",NA,673,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1991.666667,NA,"N,N'-Dicyclohexyl-phthalamide",625,643,NA,"C20H28N2O2",328,NA,NA,NA,NA,NA,1
"303","20200803_1535_blob_675_oil",-0.688201010551983,0.753594905161,-0.323822943192706,0.712278356168761,0.0119053442239004,0.957382754767498,-0.261589840875988,0.306913095968537,"F6",6,675,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2245,NA,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",678,686,NA,"C27H42O4",430,NA,NA,NA,NA,NA,1
"304","20200803_1535_blob_676_",-0.869066184671669,0.888835723730399,-0.0239572923621872,0.765130536990527,0.505441561531525,0.711215976680328,-0.054477743915837,-0.0572361084842897,"F2",NA,676,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2164.885496,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",661,684,NA,"C12H10ClN3S",263,NA,NA,NA,NA,NA,1
"305","20200803_1535_blob_677_",-0.761893030335534,0.792347437078812,0.268024945591274,0.39457842108928,0.924772615188883,0.166409652992821,0.176678643849436,-0.314620520965038,"F5",2,677,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1701.265823,NA,"3-Ethylbenzothiazolin-2-thione",751,836,NA,"C9H9NS2",195,TRUE,NA,NA,NA,NA,1
"306","20200803_1535_blob_678_oil",-0.742510183084495,0.811147258333521,-0.346260858745981,0.71162722782385,0.148462325802425,0.898678357094781,-0.208921027985345,0.233695356868183,"F6",NA,678,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2253.333333,NA,"Pentyl dotriacontyl ether",815,844,NA,"C37H76O",536,NA,NA,NA,NA,TRUE,1
"307","20200803_1535_blob_679_",-0.714262608348673,0.808261182011385,-0.0879192031288437,0.476465939577785,0.388136244659651,0.57647493590634,-0.0739311653537503,0.167662219259469,"F2",NA,679,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1919.444444,NA,"Quinazoline, 4-ethyl-, 1-oxide",632,784,NA,"C10H10N2O",174,NA,NA,NA,NA,NA,1
"308","20200803_1535_blob_680_oil",-0.839425270940525,0.893380902553961,-0.024305009419598,0.522109187509716,0.619619451861366,0.453239397306363,0.0168832912012033,-0.0248199354661675,"F2",NA,680,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2246.666667,NA,"1-Dodecanol, 2-octyl-",808,828,NA,"C20H42O",298,NA,NA,NA,NA,TRUE,1
"309","20200803_1535_blob_681_",-0.893418858397941,0.969305378785286,-0.000155542687153465,0.533513533415021,0.700106215918543,0.533613133155186,0.0251517316121502,-0.00260960978320576,"F2",NA,681,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2318.333333,NA,"11H-Benzo[b]fluorene",830,880,NA,"C17H12",216,NA,NA,NA,NA,TRUE,1
"310","20200803_1535_blob_682_",-0.897116777558401,0.953090371010304,-0.0475782776073727,0.696674553362474,0.529426398405056,0.729888355804986,-0.0855557865852502,0.039315056762794,"F2",NA,682,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1952.777778,NA,"Cyclohexanol, 5-methyl-2-(1-methyl-1-phenylethyl)-",699,751,NA,"C16H24O",232,NA,NA,NA,NA,NA,1
"311","20200803_1535_blob_683_",-0.735111596789076,0.676791520594125,0.314680487039814,0.468150586977429,0.693743300750881,0.147075025324619,0.00065021582003656,-0.385822591766769,"F5",NA,683,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2039.694656,NA,"2-(<e4><U+0096>-Chlorophenylmethyl)pyridine",769,829,NA,"C12H10ClN",203,NA,NA,NA,NA,NA,1
"312","20200803_1535_blob_684_oil",-0.711137269203446,0.81532258464029,-0.250534224572235,0.659192031568122,0.228377253316772,0.726576451651005,-0.0607802818173986,0.250298439463483,"F2",NA,684,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2263.333333,NA,"Eicosane, 9-cyclohexyl-",810,817,NA,"C26H52",364,NA,NA,NA,NA,TRUE,1
"313","20200803_1535_blob_686_",-0.854723323266541,0.88214809675473,-0.236688883904073,0.6432020963786,0.32572506506962,0.774376256390935,-0.236210997186036,0.125625622817775,"F2",NA,686,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1822.222222,NA,"2-Octyl benzoate",700,806,NA,"C15H22O2",234,NA,NA,NA,NA,NA,1
"314","20200803_1535_blob_687_",0.96492797917788,-0.807107869095919,-0.17283655010582,-0.631494693018788,-0.613715375053708,-0.412250232512662,0.29287723373957,0.349476858140326,"F1",1,687,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1470.056497,NA,"Quinoline, 2,4-dimethyl-",915,915,1454,"C11H11N",157,NA,NA,NA,NA,TRUE,1
"315","20200803_1535_blob_688_",-0.867355284247354,0.980852522217855,-0.128427309711637,0.573544257363876,0.61349269676963,0.620521872239219,0.0709993797504314,0.120707688230377,"F2",NA,688,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2192.366412,NA,"Phenanthrene, 2,3,5-trimethyl-",853,886,NA,"C17H16",220,NA,NA,NA,NA,TRUE,1
"316","20200803_1535_blob_689_",0.0812792097637917,-0.0145851603725541,0.292449807832608,0.160617008535916,-0.0456334198160535,0.0265750208960027,-0.0453993640481378,-0.0942424556183966,"F3",NA,689,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1994.444444,NA,"1H-1,3-Benzimidazole, 1-ethyl-2-methyl-5-(methylsulfonyl)-",656,718,NA,"C11H14N2O2S",238,NA,NA,NA,NA,NA,1
"317","20200803_1535_blob_690_",-0.885786033235282,0.985089031174114,-0.0872482031567257,0.535679842862408,0.650743996594777,0.602800065294776,0.0633522313476565,0.104230884146908,"F2",NA,690,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1965.277778,NA,"1,3-Di(2-benzothiazolyl)-1,3-bis(mercaptomethyl)-urea",704,762,NA,"C17H14N4OS4",418,TRUE,NA,NA,NA,NA,1
"318","20200803_1535_blob_691_oil",-0.373042575518516,0.30144827766664,-0.147249370464898,-0.0220355178033043,0.258285923452669,0.0703754563722854,-0.207213230912876,-0.170427723231224,"F2",NA,691,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2189.312977,NA,"1-Dimethylthexylsilyloxyoctadecane",813,835,NA,"C26H56OSi",412,NA,NA,NA,NA,TRUE,1
"319","20200803_1535_blob_693_",-0.849067775366367,0.888482546702424,-0.209868965881202,0.585388278851179,0.407839074203431,0.596295579712042,-0.0197293686474193,0.121467179155433,"F2",NA,693,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1725.316456,NA,"Benzothiazole, 2-butyl-",844,872,NA,"C11H13NS",191,TRUE,NA,NA,NA,TRUE,1
"320","20200803_1535_blob_694_",-0.868517450651796,0.953000310859419,0.0408064351851704,0.48285218386529,0.692976391489107,0.520441527709756,0.0131863012555305,0.0485554119001317,"F2",2,694,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2293.333333,NA,"9,10-Anthracenedione, 2,7-dimethyl-",788,868,NA,"C16H12O2",236,NA,NA,NA,NA,NA,1
"321","20200803_1535_blob_695_",-0.879118067213544,0.964744925757537,0.000593243410954394,0.478930670329138,0.744191041206107,0.49481531937192,0.0759946428106875,0.0237494303743446,"F2",NA,695,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2062.59542,NA,"Phenanthrene, 1,7-dimethyl-",879,915,2051,"C16H14",206,NA,NA,NA,NA,TRUE,1
"322","20200803_1535_blob_696_oil",-0.844129568221468,0.933697468624096,-0.119904436814756,0.695277050864089,0.464272689615492,0.75722977747632,-0.0347637057599792,0.122723777935136,"F2",NA,696,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2363.333333,NA,"3,4,7,8-Tetraazatricyclo[4.2.2.0(1,5)]dec-9-ene-3,4:7,8-bis(N-methyldicarboximide), 2,2-diphenyl-",691,694,NA,"C24H20N6O4",456,NA,NA,NA,NA,NA,1
"323","20200803_1535_blob_697_oil",-0.87051128016435,0.938265738245719,-0.210066565121353,0.625308847461712,0.392641476837321,0.825320098109086,-0.170118927092028,0.187839501985518,"F2",NA,697,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2386.666667,NA,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,9,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, ethyl ester, [1R-(1<e4><U+0096>,4a??,4b<e4><U+0096>,10a<e4><U+0096>)]-",685,742,NA,"C22H34O2",330,NA,NA,NA,NA,NA,1
"324","20200803_1535_blob_698_",-0.842833872753774,0.921926138720409,0.066674431122753,0.467909885471926,0.759093448614416,0.417054609276024,0.116708386556836,-0.0296996102986765,"F2",NA,698,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2169.465649,NA,"Benzene, 1,1'-(1,3-butadiyne-1,4-diyl)bis-",810,862,NA,"C16H10",202,NA,NA,NA,NA,TRUE,1
"325","20200803_1535_blob_699_oil",-0.812208178247572,0.883632753971415,-0.401440573346031,0.618567010117861,0.227214270474792,0.858250307641652,-0.193187775317551,0.274433893218557,"F2",NA,699,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2350,NA,"17-Pentatriacontene",782,783,NA,"C35H70",490,NA,NA,NA,NA,NA,1
"326","20200803_1535_blob_7_",-0.381000039137872,0.478668655920132,-0.512232399486107,0.485715878979184,-0.270538985508768,0.958138625051401,-0.33185404326338,0.468098180610707,"F6",6,7,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1837.5,NA,"2-Ethylhexyl salicylate",912,915,1811,"C15H22O3",250,NA,NA,NA,NA,TRUE,1
"327","20200803_1535_blob_700_",-0.895016854805476,0.966742841231273,-0.00308718582540781,0.533298954100404,0.737722197857502,0.514712468943637,0.0530379567113841,-0.0384658573090787,"F2",NA,700,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2293.333333,NA,"Pyrene, 4-methyl-",855,910,2259,"C17H12",216,NA,NA,NA,NA,TRUE,1
"328","20200803_1535_blob_701_oil",-0.45697531837613,0.438294316489075,-0.217730645168944,0.648396079762018,0.0285078191986066,0.530752206066385,-0.12879238942611,-0.0496595925541513,"F4",4,701,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2569.369369,NA,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",780,813,NA,"C19H34O2",294,NA,NA,NA,NA,NA,1
"329","20200803_1535_blob_702_",-0.800092878452079,0.804917194560562,0.133359940640061,0.314849411171672,0.781814048799838,0.174509610010693,0.0948580993546018,-0.103839609537092,"F2",NA,702,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1852.777778,NA,"1,3-O-Benzylidene glyceryl-2-myristate",676,679,NA,"C24H38O3",374,NA,NA,NA,NA,NA,1
"330","20200803_1535_blob_703_",-0.37835511618636,0.650544324093578,-0.258304877035536,-0.0813217928007861,0.528605085195481,0.163822001627827,0.454845118346892,0.465316217013957,"F2",2,703,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1500.564972,NA,"Ethanone, 1-[4-(1-hydroxy-1-methylethyl)phenyl]-",759,847,1432,"C11H14O2",178,NA,NA,NA,NA,NA,1
"331","20200803_1535_blob_704_",-0.889615211545449,0.986896410561586,-0.0788281738764765,0.558791680162267,0.630665797785997,0.621919698808513,0.00139887033029061,0.0814915624541888,"F2",2,704,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2326.666667,NA,"7H-Benzanthrene",808,903,NA,"C17H12",216,NA,NA,NA,NA,TRUE,1
"332","20200803_1535_blob_705_",-0.740116763376963,0.871386117796989,-0.324255986365561,0.419231375796258,0.418575409606957,0.79789666613022,-0.0839387874656286,0.28622008562998,"F2",NA,705,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1888.888889,NA,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",650,672,NA,"C18H30O3",294,NA,NA,NA,NA,NA,1
"333","20200803_1535_blob_706_",-0.833958716727949,0.946548028853341,-0.162018590853184,0.580609146626248,0.501052461601909,0.746336247262562,-0.0725328523045765,0.14937993658861,"F2",2,706,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2443.243243,NA,"3,6-Dichloro-1,2,4,5-benzenetetramethanol",613,629,NA,"C10H12Cl2O4",266,NA,NA,NA,NA,NA,1
"334","20200803_1535_blob_707_oil",-0.822258939435416,0.809055668058104,-0.301121896052454,0.618044888073269,0.203001902277574,0.84818970404539,-0.364506668207342,0.154935858598696,"F6",6,707,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2578.378378,NA,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",771,807,NA,"C19H34O2",294,NA,NA,NA,NA,NA,1
"335","20200803_1535_blob_708_",-0.533558390183841,0.626382176010391,-0.391804066346958,0.577553334745552,-0.081028132316887,0.965125631708611,-0.287222397362776,0.395027942007819,"F6",NA,708,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2158.778626,NA,"Androsta-1,4,6-triene-3,17-dione",638,662,NA,"C19H22O2",282,NA,NA,NA,NA,NA,1
"336","20200803_1535_blob_709_",-0.899835595819007,0.985032410686466,-0.0813400786356852,0.564954567561374,0.631712398577172,0.593564239578631,0.0189093981675263,0.0605103179710178,"F2",NA,709,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2355,NA,"Phenanthrene, 3,4,5,6-tetramethyl-",768,894,NA,"C18H18",234,NA,NA,NA,NA,NA,1
"337","20200803_1535_blob_710_",-0.601926021823473,0.58280057317862,-0.168308723264687,0.667664494159053,-0.0606492551231102,0.853621393055851,-0.379428005926766,0.136732004249349,"F6",NA,710,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2428.828829,NA,"17-Pentatriacontene",682,683,NA,"C35H70",490,NA,NA,NA,NA,NA,1
"338","20200803_1535_blob_711_",-0.310260572982816,0.318197608866673,0.431096848164733,0.127792702454719,0.849504751030758,-0.29501233144226,0.380038352428713,-0.532714233809214,"F5",5,711,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1697.468354,NA,"2-Pentanone, 4-cyclohexylidene-3,3-diethyl-",709,740,NA,"C15H26O",222,NA,NA,NA,NA,NA,1
"339","20200803_1535_blob_712_",0.348115447586563,-0.0863733773130472,-0.317509954015171,-0.206858362458498,-0.051162338284595,-0.126267037312395,0.835476618557515,0.405621821917522,"F7",7,712,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1499.435028,NA,"5(1H)-Azulenone, 2,4,6,7,8,8a-hexahydro-3,8-dimethyl-4-(1-methylethylidene)-, (8S-cis)-",769,790,NA,"C15H22O",218,NA,NA,NA,NA,NA,1
"340","20200803_1535_blob_713_oil",-0.801673714697558,0.90684154057127,-0.336118194419971,0.609259974585141,0.27489845583395,0.873485148047608,-0.154811834852231,0.311435603472341,"F2",NA,713,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2220,NA,"Cyclohexane, (1-hexyltetradecyl)-",824,834,NA,"C26H52",364,NA,NA,NA,NA,TRUE,1
"341","20200803_1535_blob_714_",-0.864196312390119,0.903081935832228,-0.0371677242277612,0.457096140608731,0.686730472393605,0.51343142282997,-0.0268920109626465,-0.050301085842746,"F2",NA,714,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2221.666667,NA,"Phenanthrene, 2,3,5-trimethyl-",829,872,NA,"C17H16",220,NA,NA,NA,NA,TRUE,1
"342","20200803_1535_blob_715_",-0.75678618540033,0.850326711608924,-0.307235775691332,0.614071915088917,0.282444666470731,0.889315913559368,-0.185847978104643,0.219439061538602,"F6",NA,715,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2428.828829,NA,"5-(2-Propenylidene)-10,11-dihydro-5H-dibenzo[a,d]cycloheptene",730,807,NA,"C18H16",232,NA,NA,NA,NA,NA,1
"343","20200803_1535_blob_716_",-0.762161648997728,0.787442146145057,-0.0266477659965357,0.216766264319104,0.711751904761532,0.416146943495666,-0.0523847774850938,-0.0380254475638771,"F2",NA,716,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1800,NA,"2-(2-Azepan-1-yl-2-oxoethyl)-1-hydroxy-1-phenyl-octahydro-pyrido[1,2-a]azepin-4-one",609,614,NA,"C24H34N2O3",398,NA,NA,NA,NA,NA,1
"344","20200803_1535_blob_717_",-0.550546199860852,0.641381714226912,-0.345307656119264,0.419090474643331,-0.0177804492458942,0.658299618180698,-0.131882782533646,0.492359584073379,"F6",NA,717,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2439.63964,NA,"Triphenyl phosphate",740,841,2387,"C18H15O4P",326,NA,NA,NA,NA,NA,1
"345","20200803_1535_blob_718_",-0.924822102552537,0.955246232089505,-0.0285704004308623,0.635027521711847,0.625376369684325,0.653709917793831,-0.0860597828935898,-0.0415878545995099,"F2",NA,718,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2265,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",662,700,NA,"C13H12N2S",228,NA,NA,NA,NA,NA,1
"346","20200803_1535_blob_719_oil",-0.783368291629336,0.870473468776818,-0.110491443000825,0.645170739175215,0.428035770782937,0.560966507515869,0.0481608959899538,0.109177251130269,"F2",NA,719,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2211.666667,NA,"1-Dodecanol, 2-octyl-",807,832,NA,"C20H42O",298,NA,NA,NA,NA,TRUE,1
"347","20200803_1535_blob_720_oil",-0.703109252944049,0.810864359099911,-0.385258099906221,0.658127572175027,0.106328219264217,0.940058072981229,-0.19369743768836,0.34720990551828,"F6",NA,720,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2174.045802,NA,"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",678,693,NA,"C26H54",366,NA,NA,NA,NA,NA,1
"348","20200803_1535_blob_721_",-0.751719362659479,0.862853213791223,-0.120286606117081,0.694883536712293,0.301373144848694,0.817952525034711,-0.132868943760584,0.203595554912979,"F2",NA,721,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2221.666667,NA,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",748,772,NA,"C20H34O2",306,NA,NA,NA,NA,NA,1
"349","20200803_1535_blob_722_",-0.736573933889287,0.827623589499923,-0.374131626349467,0.564306668993527,0.1329107679452,0.892915178257832,-0.254239504773757,0.359579908336352,"F6",NA,722,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2335,NA,"1-Heptatriacotanol",730,834,NA,"C37H76O",536,NA,NA,NA,NA,NA,1
"350","20200803_1535_blob_723_oil",-0.860718583367755,0.939606544043219,-0.319687194320225,0.579358799629219,0.390359130917409,0.793424293996433,-0.13289840392138,0.218158783965719,"F2",NA,723,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2288.333333,NA,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",683,716,NA,"C19H34O2",294,NA,NA,NA,NA,NA,1
"351","20200803_1535_blob_724_oil",-0.358280080441922,0.398595038444549,-0.430463276155022,0.323560111600159,-0.126194401266844,0.803481916373476,-0.34622541351849,0.297900575203553,"F6",NA,724,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2208.333333,NA,"Eicosane, 7-hexyl-",848,854,NA,"C26H54",366,NA,NA,NA,NA,TRUE,1
"352","20200803_1535_blob_725_oil",-0.79830400326496,0.876465648109356,-0.324398368054399,0.710831024722306,0.231075104006283,0.852766668068903,-0.150081545051457,0.216134218239266,"F2",NA,725,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2231.666667,NA,"17-Pentatriacontene",799,799,NA,"C35H70",490,NA,NA,NA,NA,NA,1
"353","20200803_1535_blob_726_oil",-0.780065183728664,0.835131422621576,-0.112571131698524,0.394952590486981,0.560883090422758,0.474668920831075,0.0522927325144177,0.17509924733911,"F2",NA,726,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2592.792793,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",767,794,NA,"C30H52O2",444,NA,NA,NA,NA,NA,1
"354","20200803_1535_blob_727_",-0.812721348621336,0.820408665471064,0.164708179247323,0.504835904817157,0.704286919160915,0.298302141342871,0.0341170867746446,-0.208704431796887,"F2",NA,727,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2170.992366,NA,"2-Bromodiphenylamine",698,763,NA,"C12H10BrN",247,NA,NA,NA,NA,NA,1
"355","20200803_1535_blob_728_",-0.742889169774745,0.814637441743454,-0.318370705217259,0.682917712925753,0.142984077514035,0.919437939847849,-0.221583287887793,0.268567094734838,"F6",NA,728,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1720.253165,NA,"2-Propenoic acid, tridecyl ester",846,865,NA,"C16H30O2",254,NA,NA,NA,NA,TRUE,1
"356","20200803_1535_blob_729_oil",-0.80401315979879,0.884390138002169,-0.383248017245589,0.641275733008699,0.213286714705185,0.880211077544169,-0.19818818281892,0.264400542396143,"F2",NA,729,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2260,NA,"Z-5-Methyl-6-heneicosen-11-one",725,776,NA,"C22H42O",322,NA,NA,NA,NA,NA,1
"357","20200803_1535_blob_730_",-0.8958593432507,0.968770745176625,-0.011062973824255,0.519980525454912,0.718728227422973,0.495765242682612,0.0485918898228406,-0.0169921188875767,"F2",NA,730,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2432.432432,NA,"Pyrene, 1,3-dimethyl-",793,907,NA,"C18H14",230,NA,NA,NA,NA,NA,1
"358","20200803_1535_blob_731_",-0.51924560858066,0.620931326563051,-0.522673241959227,0.531570361216217,-0.175161471818806,0.984737665022897,-0.295613508029818,0.506914055094219,"F6",NA,731,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2044.274809,NA,"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3<e4><U+0096>,4a??,6a<e4><U+0096>,10a??,10b<e4><U+0096>)]-",795,880,1992,"C20H34O",290,NA,NA,NA,NA,NA,1
"359","20200803_1535_blob_732_",-0.909255905119952,0.977144542068558,-0.161284225677453,0.583774084444923,0.546441193016932,0.701485306189949,-0.0667392976373269,0.109482269107438,"F2",NA,732,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2303.333333,NA,"9-Phenyl-5H-benzocycloheptene",746,836,NA,"C17H14",218,NA,NA,NA,NA,NA,1
"360","20200803_1535_blob_733_",-0.733026117413318,0.843933165607006,-0.428594959485375,0.607135860862122,0.128893434408479,0.93766772648553,-0.189093907011636,0.402762501347915,"F6",NA,733,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1933.333333,NA,"Epistephamiersine",679,845,NA,"C21H27NO6",389,NA,NA,NA,NA,NA,1
"361","20200803_1535_blob_734_",-0.532553076199017,0.664701485505955,0.280503632509464,0.242410433158752,0.717124270721523,0.263991431824877,0.133407120272199,-0.0214607954806091,"F5",NA,734,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,1755.696203,NA,"Acetophenone oxime, 3,5-di(tert-butyl)-4-hydroxy-",767,813,NA,"C16H25NO2",263,NA,NA,NA,NA,NA,1
"362","20200803_1535_blob_735_",-0.900074514232817,0.98805687655008,-0.217230066459109,0.574084310238761,0.53671944202784,0.726729219483727,-0.0504530853763116,0.149656379461671,"F2",NA,735,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2265,NA,"Phenanthrene, 2,4,5,7-tetramethyl-",754,892,NA,"C18H18",234,NA,NA,NA,NA,NA,1
"363","20200803_1535_blob_736_",-0.87876855168058,0.935922130638296,-0.233058781934113,0.534538864524938,0.477754539056283,0.751955973136135,-0.16714821868153,0.142031321473698,"F2",NA,736,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2166.412214,NA,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",673,719,NA,"C20H34",274,NA,NA,NA,NA,NA,1
"364","20200803_1535_blob_740_",-0.879343352994438,0.942503995982508,-0.184528804539084,0.636910718610821,0.440322045479881,0.819936297412859,-0.162068543905025,0.15764439688867,"F2",NA,740,"caice_ssa_final_0803_1535",999,999,NA,NA,NA,2067.175573,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",665,706,NA,"C13H12N2S",228,NA,NA,NA,NA,NA,1
