Compound.Name,Mixed_Aggregates_pct,Diatom_Dominated_Aggregates_pct,Dinoflagellates_pct,Microzooplankton_pct,Diatoms_pct,Haptophytes_pct
20200803_1535_blob_1030_,0.077163495,-0.55496347,0.3210063,-0.260980877,-0.310334355,-0.278319167
20200803_1535_blob_1145_oil,0.080895394,-0.556244036,0.325848873,-0.261236208,-0.312934613,-0.279501541
20200803_1535_blob_13_,0.048846603,-0.572354784,0.166590239,-0.262437732,-0.239671516,-0.26032764
20200803_1535_blob_1198_,0.232359592,-0.590689523,0.51506554,-0.263118449,-0.409960098,-0.319069739
20200803_1535_blob_1408_,0.224179729,-0.589761537,0.505236474,-0.263467857,-0.405172801,-0.317380679
20200803_1535_blob_829_,0.252212779,-0.318854706,0.36279295,-0.263906359,0.207734215,-0.35950485
20200803_1535_blob_1193_,0.025424271,-0.306606676,0.181491596,-0.264171745,0.616470235,-0.34368375
20200803_1535_blob_1057_,0.195661061,-0.585642117,0.470598467,-0.264258315,-0.388052955,-0.311067186
20200803_1535_blob_1081_,0.155269422,-0.577562117,0.420601342,-0.264291365,-0.362715545,-0.301046523
20200803_1535_blob_640_oil,-0.034129892,-0.01737935,-0.071232356,-0.264385322,0.397135239,-0.219698263
20200803_1535_blob_1362_,-0.167236469,0.366704283,-0.030970589,-0.264385322,0.074462857,-0.219698263
20200803_1535_blob_1095_,0.166986645,-0.580168827,0.435214851,-0.264408921,-0.370193256,-0.304079653
20200803_1535_blob_833_,0.331931409,-0.691031929,0.707449944,-0.264495148,-0.391587461,-0.374941131
20200803_1535_blob_1073_,0.251260994,-0.695788379,0.624216301,-0.266352665,-0.324504704,-0.363306932
20200803_1535_blob_941_,0.275240383,-0.695477168,0.648758505,-0.267029893,-0.347207712,-0.367433591
20200803_0949_blob_701_,-0.066836545,0.237216279,-0.183571334,-0.267931944,0.288541449,-0.228619847
20200803_1535_blob_5_fb,-0.011788344,-0.546790523,0.147630713,-0.271488733,-0.189453701,-0.269428078
20200803_1535_blob_880_,0.806840643,-0.842066784,0.774760012,-0.272259552,-0.521950722,-0.434164927
20200803_1535_blob_1070_oil,0.735211861,-0.744538376,0.587196017,-0.272466861,-0.559788029,-0.380726299
20200803_1535_blob_1047_,0.517352733,-0.831187769,0.671812221,-0.272553163,-0.341643913,-0.411570484
20200803_1535_blob_11_,-0.085828515,-0.509743826,0.066679646,-0.273526025,-0.112995606,-0.255622637
20200803_0949_blob_1048_,0.729548657,-0.343745374,0.543859514,-0.273691466,-0.412627891,-0.385776363
20200803_1535_blob_810_,0.294617752,-0.717458717,0.39338842,-0.274291831,-0.335103369,-0.318995773
20200803_1535_blob_959_,0.81861073,-0.528907609,0.907041465,-0.275450181,-0.501126126,-0.455433534
20200803_1535_blob_1065_oil,0.659317481,-0.839069564,0.807576817,-0.275549927,-0.457935429,-0.436766912
20200803_1535_blob_889_,0.227395106,-0.603466931,0.390118301,-0.276037937,-0.374592378,-0.289760714
20200803_1535_blob_1301_,0.704286308,-0.744367096,0.600109136,-0.276763513,-0.559586992,-0.383482969
20200803_1535_blob_7_,0.031291828,-0.573073122,0.188232829,-0.277516836,-0.217117998,-0.277371588
20200803_1535_blob_1140_,0.682725133,-0.858482185,0.606847513,-0.277666103,-0.406391531,-0.41366063
20200803_1535_blob_1194_,0.585595247,-0.728828916,0.366170575,-0.278301597,-0.458869669,-0.343969628
20200803_1535_blob_1099_,0.225613915,-0.62853383,0.389516602,-0.278352652,-0.380087633,-0.315535103
20200803_1535_blob_560_,0.421897574,-0.727512648,0.455951296,-0.281478877,-0.43679662,-0.408296999
20200803_1535_blob_1084_oil,0.594594882,-0.735959724,0.402787225,-0.28152335,-0.474877329,-0.352363767
20200803_1535_blob_1044_,0.243287753,-0.64569981,0.320253318,-0.282225692,-0.365409661,-0.311469433
20200803_1535_blob_980_,0.293167198,-0.76256076,0.47302496,-0.282393884,-0.283144461,-0.3645608
20200803_1535_blob_1072_oil,0.601996234,-0.739312506,0.423982736,-0.282737718,-0.484191563,-0.356841953
20200803_1535_blob_1540_,0.629719203,-0.745907306,0.483905536,-0.283926293,-0.510507613,-0.368121729
20200803_1535_blob_1343_,0.59589128,-0.856060031,0.622611543,-0.283939691,-0.38356303,-0.41596939
20200803_1535_blob_1011_,0.454598664,-0.6260062,0.442715123,-0.284515089,-0.023205912,-0.254730492
20200803_1535_blob_1252_oil,0.480168413,-0.716037265,0.336361469,-0.285120972,-0.4292751,-0.336858309
20200803_1535_blob_1052_,0.074092984,-0.53580674,0.214379149,-0.285959852,-0.308424585,-0.213609259
20200803_1535_blob_1130_,0.618988987,-0.743278727,0.551971632,-0.285981847,-0.53081251,-0.377858486
20200803_0949_blob_635_,-0.353427992,0.7030224,-0.269849832,-0.286247155,0.167175301,-0.287180347
20200803_1535_blob_1190_,0.535679276,-0.844180031,0.641276163,-0.286962147,-0.378006551,-0.415631889
20200803_1535_blob_939_,0.273782198,-0.693904069,0.302153813,-0.287457987,-0.335661219,-0.323480875
20200803_1535_blob_716_,-0.093856085,-0.348225207,0.363209686,-0.288024607,0.330094591,-0.414418808
20200803_1535_blob_1134_,0.351271112,-0.686562964,0.352755132,-0.288403612,-0.405978266,-0.330597123
20200803_0949_blob_1089_,-0.31645617,-0.170681669,-0.233669733,-0.288448417,0.058677291,-0.204955871
20200803_1535_blob_658_oil,0.589001536,-0.723518037,0.449620093,-0.288849396,-0.371338339,-0.440720673
20200803_1535_blob_1148_oil,0.515589969,-0.729469529,0.408595359,-0.288882218,-0.463182052,-0.352680686
20200803_0949_blob_932_,-0.21673197,0.349707382,-0.288368373,-0.289297032,0.362962208,-0.2163274
20200803_1535_blob_932_,0.420402225,-0.707128438,0.364019032,-0.289450111,-0.426824554,-0.33903895
20200803_1535_blob_984_,0.408431079,-0.704414595,0.384053703,-0.290283672,-0.430859438,-0.34133439
20200803_1535_blob_1256_,0.529814153,-0.733507513,0.461254495,-0.290413669,-0.484238479,-0.362134104
20200803_1535_blob_943_oil,-0.082378809,-0.51731217,-0.111038958,-0.290626679,0.074822767,-0.260310462
20200803_1535_blob_968_,0.275453804,-0.722136811,0.380608601,-0.290850203,-0.331068294,-0.343303855
20200803_1535_blob_879_,0.213887711,-0.462437546,0.511562111,-0.290971452,-0.277912783,-0.427256017
20200803_1535_blob_1079_,0.433360751,-0.806017323,0.447736025,-0.290976355,-0.33384691,-0.377307255
20200803_1535_blob_1105_,0.529838263,-0.837725878,0.664282852,-0.291284433,-0.40307743,-0.418681525
20200803_1535_blob_1043_,0.527205486,-0.837931722,0.539464347,-0.292965694,-0.377245903,-0.401101536
20200803_1535_blob_1184_,0.482245162,-0.818486287,0.648571497,-0.293567048,-0.403583936,-0.411422331
20200803_1535_blob_769_,0.310559004,-0.719970693,0.499153116,-0.29363297,-0.370536373,-0.369864717
20200803_1535_blob_874_,-0.133309058,-0.498688853,0.09846015,-0.293889046,0.187750924,-0.294696227
20200803_1535_blob_549_,0.347593224,-0.731144127,0.511030029,-0.293919559,-0.403754281,-0.366847029
20200803_1535_blob_995_,-0.215150056,-0.48717398,-0.044061551,-0.295179395,0.277424768,-0.288768935
20200803_1535_blob_1163_,0.44684357,-0.350956459,0.636222515,-0.295507263,-0.147612249,-0.381624872
20200803_1535_blob_839_,0.339879881,-0.738522553,0.437313576,-0.295654283,-0.378178388,-0.358470503
20200803_1535_blob_949_oil,0.554365012,-0.840742491,0.644886618,-0.296311616,-0.426292947,-0.418746943
20200803_1535_blob_1177_,0.428244218,-0.801396892,0.541469625,-0.297895593,-0.382785558,-0.392002516
20200803_1535_blob_2_,0.193005006,-0.659584192,0.320308259,-0.297990932,-0.305806335,-0.330211719
20200803_1535_blob_726_oil,0.883304868,-0.722331626,0.600646828,-0.298590301,-0.093286159,-0.473720223
20200803_1535_blob_1078_,0.457634853,-0.807123079,0.519537486,-0.299506675,-0.393108108,-0.391324604
20200803_1535_blob_717_,0.756616088,-0.690620536,0.706909898,-0.301732981,-0.5885765,-0.439447585
20200803_0949_blob_1363_,-0.268254055,0.495827543,-0.271259952,-0.302164586,0.253879829,-0.227519653
20200803_1535_blob_945_,0.163608151,-0.681264995,0.325614604,-0.302936491,-0.153030958,-0.404062656
20200803_1535_blob_1174_,0.099343801,-0.413120169,0.406664896,-0.303067968,0.042376173,-0.371064247
20200803_1535_blob_702_,0.791772167,-0.731754838,0.812608545,-0.307739465,-0.091793481,-0.512107971
20200803_1535_blob_514_oil,0.32980391,-0.481324041,0.580708328,-0.310411115,0.315686954,-0.495015633
20200803_1535_blob_750_,0.314076771,-0.726157569,0.351052967,-0.313331971,-0.315175265,-0.386786481
20200803_0949_blob_1315_,-0.535280241,0.731258291,-0.253921998,-0.313524706,0.465369724,-0.113303407
20200803_1535_blob_910_,0.002253275,-0.632417075,0.079962642,-0.314278428,0.172074547,-0.339464533
20200803_1535_blob_814_,0.748954261,-0.63735562,0.759028758,-0.314649503,-0.143479459,-0.474904783
20200803_1535_blob_521_oil,0.34165987,-0.526869657,0.374990061,-0.315786824,-0.483522386,-0.276301474
20200803_1535_blob_680_oil,0.064654349,-0.598017481,0.048353416,-0.315822355,0.206842265,-0.33570032
20200803_1535_blob_751_,0.334297464,-0.869701312,0.563769846,-0.316596526,-0.028459265,-0.438661237
20200803_1535_blob_808_,0.50265056,-0.837095398,0.583649592,-0.317440903,-0.380869259,-0.425972159
20200803_1535_blob_870_,0.26299485,-0.67222255,0.631416973,-0.317568538,-0.336696171,-0.365969627
20200803_1535_blob_859_,0.202539829,-0.687278846,0.304345611,-0.317793213,-0.195826288,-0.377422899
20200803_1535_blob_1154_,0.748627286,-0.509980694,0.638442187,-0.318423957,-0.266087482,-0.428552691
20200803_1535_blob_1093_,-0.002998608,-0.257384421,0.101883872,-0.318519911,0.6842873,-0.368279782
20200803_1535_blob_579_oil,0.578632666,-0.734174613,0.859507209,-0.31955121,-0.330278301,-0.478528219
20200803_1535_blob_961_,0.059888215,-0.457180992,0.275903934,-0.320011746,-0.055258251,-0.07033924
20200803_1535_blob_654_,0.61977443,-0.80664964,0.527602783,-0.320261979,-0.297419356,-0.430475378
20200803_1535_blob_911_,0.205067847,-0.642668878,0.28377276,-0.322010663,-0.29820597,-0.348617813
20200803_1535_blob_1092_,0.548919359,-0.823183698,0.586191242,-0.322226756,-0.405854733,-0.432643499
20200803_1535_blob_935_,0.18975183,-0.453947203,0.448012469,-0.324576667,0.216660881,-0.401112615
20200803_1535_blob_97_,0.391423669,-0.875506876,0.48294385,-0.324848269,-0.126251075,-0.429183895
20200803_1535_blob_1431_,0.208505128,-0.638326814,0.52410806,-0.325142628,0.186468285,-0.456102575
20200803_1535_blob_962_,0.378572744,-0.725693203,0.54060917,-0.33027294,-0.410657053,-0.408465589
20200803_1535_blob_1051_,0.229015193,-0.723510108,0.595690323,-0.331232165,-0.028830482,-0.452491368
20200803_1535_blob_170_,0.152029115,-0.434068408,0.286935482,-0.331916526,0.474232629,-0.526365303
20200803_0949_blob_1433_,-0.11521352,0.126681271,-0.17440189,-0.332661855,0.470851076,-0.266736615
20200803_0949_blob_780_,-0.280264966,0.53111299,-0.252020031,-0.332962901,0.246204947,-0.255395769
20200803_1535_blob_670_,0.483583636,-0.877421131,0.561204447,-0.334973778,-0.207252814,-0.496925399
20200803_0949_blob_663_,-0.414594314,0.75014315,-0.303943047,-0.336872066,0.151346634,0.025220084
20200803_0949_blob_993_,-0.248437214,0.502688791,-0.146908064,-0.337238401,0.17183597,-0.269503602
20200803_1535_blob_825_,0.334452438,-0.672796812,0.444039834,-0.337368329,0.204584718,-0.451894853
20200803_0949_blob_863_,-0.249527026,0.504347812,-0.148862378,-0.337997026,0.173384487,-0.269947568
20200803_1535_blob_734_,0.283212777,-0.422032458,0.377788947,-0.338008863,-0.43793261,-0.481242027
20200803_1535_blob_615_,0.73435803,-0.884593499,0.703358612,-0.340411652,-0.391959207,-0.485189947
20200803_0949_blob_760_,-0.253721656,0.51064702,-0.15659138,-0.340803065,0.179470211,-0.271539735
20200803_1535_blob_714_,0.395034776,-0.322445907,-0.102220878,-0.344439597,0.426917475,-0.365605285
20200803_0949_blob_595_,0.233337735,-0.628330108,0.196716861,-0.344612455,-0.253375782,-0.359336555
20200803_0949_blob_1142_,-0.280627131,0.541370233,-0.22938919,-0.346024435,0.232594902,-0.26866426
20200803_0949_blob_1071_,-0.263719689,0.524930864,-0.176765893,-0.346527246,0.195038819,-0.274347165
20200803_0949_blob_1195_,-0.264621962,0.526150836,-0.178752226,-0.346952663,0.196544332,-0.274507143
20200803_0949_blob_911_,-0.149379465,0.19202536,-0.216219756,-0.347411324,0.480130624,-0.274663848
20200803_0949_blob_1194_,-0.266073833,0.528081576,-0.182026068,-0.347594522,0.199013962,-0.274720839
20200803_0949_blob_966_,-0.266596918,0.528766532,-0.183231145,-0.347811708,0.199919241,-0.274783422
20200803_0949_blob_1210_,-0.267108523,0.529430548,-0.184423941,-0.34801633,0.200813247,-0.274836646
20200803_1535_blob_731_,0.459283588,-0.776362296,0.479403853,-0.348341007,-0.382423491,-0.41510231
20200803_0949_blob_699_,-0.563530532,0.270243088,-0.644216266,-0.349234607,0.542997058,-0.19732611
20200803_0949_blob_978_,-0.27096574,0.534211592,-0.193957281,-0.349261776,0.207881377,-0.274933398
20200803_1535_blob_1153_,0.814872974,-0.720712452,0.807639896,-0.349364255,-0.094517146,-0.54293786
20200803_0949_blob_957_,-0.271734401,0.535105882,-0.195997317,-0.3494328,0.209374995,-0.274873635
20200803_0949_blob_1225_,-0.171401637,0.236586964,-0.242303354,-0.349539145,0.474647407,-0.273513711
20200803_0949_blob_995_,-0.275395166,0.538960493,-0.206683171,-0.349713513,0.217076981,-0.274042239
20200803_0949_blob_1105_,-0.342745229,-0.126298706,-0.194131048,-0.349806063,0.035875519,-0.260019961
20200803_1535_blob_398_,0.24157499,-0.608756642,0.341160283,-0.351356991,-0.371739169,-0.29231451
20200803_1535_blob_1022_,0.273222184,-0.510820695,0.368256687,-0.35149331,0.359194756,-0.453989314
20200803_1535_blob_116_,0.234235344,-0.73884251,0.352465608,-0.351589575,-0.191225915,-0.423367414
20200803_1535_blob_1088_,0.430790648,-0.852833006,0.435001513,-0.352684105,-0.113688858,-0.459620364
20200803_1535_blob_836_,0.828109842,-0.855579099,0.715495855,-0.353126118,-0.383761847,-0.500320085
20200803_1535_blob_756_oil,0.476126245,-0.848533426,0.478427029,-0.354700814,-0.260309794,-0.452698712
20200803_0949_blob_696_,-0.346583961,0.666947799,-0.23907307,-0.354812153,0.179749513,-0.190672188
20200803_1535_blob_1012_,0.500465308,-0.73264124,0.211734063,-0.355422475,-0.187991988,-0.296327067
20200803_0949_blob_1280_,0.829287316,-0.587821231,0.734946984,-0.355645789,-0.223940584,-0.517123737
20200803_1535_blob_972_,0.151473309,-0.744026275,0.242614543,-0.355847925,0.110757692,-0.412027519
20200803_1535_blob_1188_,0.582772164,-0.749875962,0.568413156,-0.359108671,-0.347763005,-0.476512387
20200803_1535_blob_805_,0.337397213,-0.806501542,0.496825797,-0.359464047,-0.21810982,-0.440733016
20200803_1535_blob_777_,0.124058302,-0.568407198,0.39219227,-0.360007422,-0.270712229,-0.393373963
20200803_0949_blob_814_,-0.349359388,0.265926351,-0.351063253,-0.360533278,0.786571354,-0.106396806
20200803_1535_blob_773_,0.179782996,-0.686380901,0.31612843,-0.360600925,-0.198540562,-0.392703934
20200803_1535_blob_866_,0.530142719,-0.862851907,0.548636961,-0.360640103,-0.253450761,-0.525471796
20200803_1535_blob_669_oil,0.469137318,-0.798179671,0.537217576,-0.360817454,-0.07928008,-0.618014983
20200803_1535_blob_899_,0.037713817,-0.626555553,0.112886519,-0.361764074,0.381198508,-0.410966407
20200803_1535_blob_1031_,0.544384549,-0.852711375,0.636925707,-0.362135036,-0.300296723,-0.488634203
20200803_0949_blob_1355_,0.165807037,0.254360971,-0.150500138,-0.36213912,0.044427882,-0.328753208
20200803_1535_blob_699_oil,0.356880745,-0.794656241,0.420055102,-0.363386881,-0.207498441,-0.440652082
20200803_0949_blob_1011_,-0.143015751,0.030140445,0.029102104,-0.364156633,0.621171713,-0.408283021
20200803_1535_blob_930_,0.584108567,-0.750201951,0.445544641,-0.364388011,-0.384012397,-0.429737324
20200803_1535_blob_31_,0.33522694,-0.782121224,0.414028101,-0.365373727,0.112522308,-0.50421344
20200803_1535_blob_787_,0.395871957,-0.685329941,0.53161972,-0.365471051,-0.320314362,-0.445354678
20200803_1535_blob_645_,-0.182582042,0.311922848,-0.046615234,-0.367522043,0.217478707,-0.318295819
20200803_1535_blob_656_,0.333653025,-0.788633014,0.463687027,-0.367673561,-0.258039673,-0.411539197
20200803_0949_blob_952_,0.108812022,0.299642628,-0.167634331,-0.368289597,0.072874565,-0.327937788
20200803_1535_blob_790_,0.531873581,-0.921647981,0.516725356,-0.369025631,-0.062637947,-0.492632328
20200803_1535_blob_781_,0.296819652,-0.633649033,0.440259675,-0.372021204,-0.283992469,-0.432349278
20200803_1535_blob_824_,0.376741606,-0.803638667,0.574483595,-0.374044505,-0.198491438,-0.468437943
20200803_1535_blob_885_oil,0.543333624,-0.451247901,0.39957245,-0.374796587,0.132288546,-0.451855649
20200803_1535_blob_878_,0.467171828,-0.867080784,0.556589007,-0.377062205,0.008409669,-0.553412609
20200803_1535_blob_1255_oil,0.309242497,-0.693247769,0.225913258,-0.37728595,-0.066612274,-0.424290962
20200803_1535_blob_748_,0.522073017,-0.867967139,0.596820803,-0.377939426,-0.107661291,-0.520284608
20200803_1535_blob_947_,0.153217529,-0.755975862,0.273977336,-0.378754982,0.000961546,-0.422639478
20200803_1535_blob_1028_,0.519919445,-0.846016495,0.586158292,-0.37891272,-0.184548836,-0.492117252
20200803_0949_blob_796_,-0.412612367,0.626055732,-0.343596886,-0.379066059,0.401706291,0.015578094
20200803_1535_blob_873_,0.561744062,-0.854701173,0.52505873,-0.379764162,-0.283808427,-0.475736607
20200803_1535_blob_894_,0.3035149,-0.800348831,0.38892628,-0.380006605,0.021946709,-0.4758823
20200803_1535_blob_1097_,0.682442421,-0.668270561,0.575968236,-0.381324496,0.187449322,-0.540849782
20200803_1535_blob_660_,-0.083576808,-0.229002558,0.173616646,-0.382672998,-0.125677147,-0.14413517
20200803_1535_blob_647_oil,-0.134839655,-0.044628948,-0.062698999,-0.384309035,0.754358109,-0.406599345
20200803_1535_blob_723_oil,0.307023624,-0.826654849,0.452172167,-0.387474638,-0.039616881,-0.4788874
20200803_1535_blob_948_,0.627713982,-0.860277725,0.570719042,-0.387535685,-0.306521062,-0.492684585
20200803_1535_blob_1004_,0.710623276,-0.558413239,0.541270072,-0.387835355,-0.000966964,-0.511341554
20200803_1535_blob_780_,0.361001276,-0.730937313,0.393786207,-0.3894645,0.021230361,-0.169155118
20200803_1535_blob_913_oil,0.562775837,-0.83296237,0.442479782,-0.389771872,-0.071074659,-0.508763684
20200803_1535_blob_786_,0.335443005,-0.784065171,0.450627274,-0.389975732,-0.225658517,-0.454022177
20200803_1535_blob_912_,0.269691201,-0.607985363,0.31637924,-0.390713552,0.420723123,-0.522049363
20200803_1535_blob_443_oil,0.203393486,-0.418341798,0.289869218,-0.391379753,-0.389065638,-0.389892796
20200803_1535_blob_1131_,0.623533453,-0.785294237,0.556786476,-0.391463537,-0.044957916,-0.548070934
20200803_1535_blob_964_,0.35138135,-0.790226374,0.449719268,-0.393088773,-0.144946267,-0.462884043
20200803_1535_blob_661_oil,0.051688398,-0.644354312,0.057058613,-0.393692853,0.291872092,-0.272816622
20200803_1535_blob_1219_,0.644789662,-0.833379323,0.74256209,-0.39534814,-0.275313698,-0.529488358
20200803_1535_blob_906_,0.204158938,-0.750441192,0.352431499,-0.395554817,0.205442132,-0.481090585
20200803_1535_blob_1405_,0.580341161,-0.728400042,0.46941063,-0.395562762,-0.324430358,-0.459836627
20200803_1535_blob_1172_,0.300153001,-0.147562405,0.045775671,-0.395697624,0.403991993,-0.337993055
20200803_0949_blob_1172_,0.090908432,0.237121554,0.298733085,-0.395778483,-0.097746667,-0.411254925
20200803_0949_blob_904_,-0.343156523,0.573608865,-0.276398098,-0.395906183,0.222934013,0.103511489
20200803_1535_blob_554_oil,0.583078205,-0.886406939,0.584724096,-0.396977366,-0.183804516,-0.568327086
20200803_1535_blob_877_,0.611522538,-0.843518648,0.61639237,-0.39715768,-0.324324292,-0.502168906
20200803_1535_blob_516_oil,-0.351647845,-0.262601757,-0.272143957,-0.397634068,0.461056353,-0.350239252
20200803_1535_blob_1124_oil,0.020140867,-0.203280002,0.331825813,-0.398140628,-0.245694448,-0.399474764
20200803_1535_blob_1077_,0.571846609,-0.782488947,0.521132674,-0.398526088,-0.084275932,-0.364754909
20200803_1535_blob_933_,0.366704217,-0.682204883,0.338207309,-0.398624556,-0.23260304,-0.426731577
20200803_1535_blob_1203_,-0.090898115,-0.360509908,0.237735472,-0.399528366,0.56369947,-0.453307335
20200803_1535_blob_966_,0.117248785,-0.273274983,0.123383731,-0.400489564,0.657722275,-0.459930104
20200803_1535_blob_1039_,0.122466338,-0.523723678,0.064950465,-0.401300868,0.60868257,-0.460107649
20200803_1535_blob_1080_,0.102560264,-0.543977509,-0.148568506,-0.401344274,0.183632256,-0.363157248
20200803_1535_blob_923_,0.297237927,-0.677306911,0.735852025,-0.401945191,-0.163042178,-0.521289407
20200803_1535_blob_976_,0.506067465,-0.808603812,0.567028548,-0.405985488,-0.112122355,-0.510674551
20200803_1535_blob_1040_,0.116963578,-0.551219419,-0.154298728,-0.406479587,0.210121928,-0.373185532
20200803_1535_blob_840_,-0.151515374,-0.321460672,-0.089551137,-0.407781928,0.733033447,-0.408902563
20200803_1535_blob_838_,0.567656386,-0.861062568,0.571896251,-0.408191078,-0.284525001,-0.51293895
20200803_1535_blob_823_oil,0.160156515,-0.445757068,0.522553581,-0.408389077,-0.255470443,-0.469841194
20200803_0949_blob_1227_,0.135956576,-0.185600095,-0.147732867,-0.410859456,-0.086381893,-0.363534211
20200803_1535_blob_667_oil,0.635949891,-0.517851916,0.8402913,-0.410866689,-0.040514627,-0.621069398
20200803_1535_blob_678_oil,-0.034828583,-0.585233477,-0.023827854,-0.411322403,0.243811515,-0.403040396
20200803_1535_blob_655_oil,0.154280776,-0.553791745,-0.159530817,-0.411582451,0.25458205,-0.38783583
20200803_1535_blob_733_,0.384983937,-0.822736993,0.51699576,-0.411792876,-0.188383863,-0.493193946
20200803_1535_blob_744_,0.501780564,-0.87671428,0.573810761,-0.412033293,-0.0996819,-0.560136281
20200803_1535_blob_794_,0.320296939,-0.815914524,0.412576081,-0.414296486,-0.115810049,-0.48384689
20200803_1535_blob_951_,-0.302366556,-0.161257888,-0.01508824,-0.416553051,0.142413667,-0.328273233
20200803_1535_blob_871_,0.002630896,-0.270873534,0.458186892,-0.416994456,-0.099070262,-0.410698288
20200803_0949_blob_636_,0.007717615,-0.302748129,0.281862417,-0.41729017,-0.232049263,-0.413755522
20200803_1535_blob_652_oil,0.471648727,-0.878729817,0.454944872,-0.420816108,-0.007838852,-0.566182263
20200803_1535_blob_784_,0.348665486,-0.538324663,0.442033171,-0.421031843,0.218184166,-0.558372922
20200803_1535_blob_713_oil,0.221486703,-0.764074454,0.317664638,-0.422170868,-0.045546863,-0.467079202
20200803_1535_blob_992_,0.080864916,0.071685865,0.070865187,-0.422316681,0.657892955,-0.479362385
20200803_1535_blob_895_,0.455160796,-0.779829205,0.602408965,-0.424552836,-0.044211416,-0.455151815
20200803_1535_blob_844_,0.291956449,-0.785167095,0.257169178,-0.425784284,0.030957792,-0.473586053
20200803_1535_blob_993_,0.449353139,-0.821809884,0.553611425,-0.426369472,-0.24812425,-0.368754204
20200803_1535_blob_720_oil,0.170379484,-0.72064628,0.500597358,-0.428101679,0.035007677,-0.505216519
20200803_1535_blob_653_oil,0.078201677,-0.668420204,0.193489655,-0.429038892,0.028462743,-0.443894683
20200803_1535_blob_686_,0.326160049,-0.825000628,0.447627181,-0.429488314,0.089196282,-0.430612059
20200803_1535_blob_902_,0.372972195,-0.772062261,0.530429929,-0.431744892,-0.220592613,-0.520452368
20200803_1535_blob_17_,0.42017518,-0.862618809,0.574224889,-0.431800689,-0.027799057,-0.548379439
20200803_1535_blob_860_,0.426367057,-0.874110708,0.479330571,-0.433183156,-0.036025995,-0.527363843
20200803_1535_blob_922_,0.402984467,-0.708021213,0.306570538,-0.434057589,-0.246087836,-0.401192208
20200803_1535_blob_863_,0.599774952,-0.88483168,0.72217422,-0.434708011,-0.166814874,-0.586879705
20200803_1535_blob_965_,0.405659146,-0.848146882,0.435154455,-0.436130071,-0.119613772,-0.513285403
20200803_1535_blob_849_,0.187030128,-0.558755117,0.212315754,-0.4364817,0.285512875,-0.455131142
20200803_1535_blob_705_,0.366275597,-0.804095615,0.488287791,-0.437621263,-0.157966482,-0.459769706
20200803_1535_blob_828_,0.32163252,-0.106511005,0.196028137,-0.438016119,0.142453967,-0.441287091
20200803_1535_blob_1118_,0.276812354,0.102617995,0.29643005,-0.439582747,-0.062106352,-0.484874535
20200803_1535_blob_742_,0.021452223,-0.630128303,0.165066941,-0.440991459,0.123737139,-0.478690092
20200803_1535_blob_26_,0.346647037,-0.83472364,0.505153913,-0.441208731,0.048134721,-0.545731852
20200803_1535_blob_665_oil,0.60854475,-0.831874489,0.745357904,-0.442263182,-0.209237475,-0.575751107
20200803_1535_blob_914_,0.328297794,-0.642988262,0.391042078,-0.442990384,-0.18017199,-0.517631775
20200803_1535_blob_1239_,0.41775249,-0.869365407,0.520959974,-0.443455661,-0.083396951,-0.543627588
20200803_1535_blob_550_oil,0.394760729,-0.806515363,0.45086633,-0.444872711,0.179952364,-0.55955215
20200803_1535_blob_958_,0.255049851,-0.444727839,0.299636767,-0.446399999,0.38301989,-0.650957511
20200803_1535_blob_1125_,0.489584054,-0.892116826,0.575244164,-0.448776721,-0.096634734,-0.561876782
20200803_1535_blob_850_,0.562093151,-0.876467345,0.725661606,-0.449096358,-0.080004304,-0.595479566
20200803_1535_blob_722_,0.541556503,-0.799106442,0.57791284,-0.449285902,-0.220200987,-0.567155294
20200803_1535_blob_671_,0.522064328,-0.841528181,0.625283374,-0.450385705,-0.169263175,-0.559810176
20200803_1535_blob_757_,0.455007284,-0.851097978,0.538451846,-0.451595549,0.139194328,-0.581441705
20200803_1535_blob_638_oil,0.507430248,-0.856155356,0.541738028,-0.453461226,-0.145417729,-0.555865842
20200803_1535_blob_657_,0.290565891,-0.793992938,0.39699358,-0.45445753,-0.047611474,-0.516087816
20200803_1535_blob_506_oil,0.640712409,-0.813325075,0.677498828,-0.454618084,0.003836913,-0.635270611
20200803_1535_blob_1195_,0.389913044,-0.723976339,0.461905702,-0.454799585,-0.021315488,-0.280402694
20200803_1535_blob_986_,0.01008757,0.002610022,-0.01496018,-0.455794045,0.747737241,-0.273322041
20200803_1535_blob_43_,0.354218174,-0.625982022,0.400435819,-0.456697274,0.387627955,-0.620950063
20200803_1535_blob_845_oil,0.408616788,-0.729730629,0.187871899,-0.45716722,0.350080852,-0.538191278
20200803_1535_blob_1178_,0.513974402,-0.821523233,0.532572332,-0.457715833,-0.153374368,-0.592939125
20200803_1535_blob_853_,0.293646808,-0.828036666,0.391821334,-0.458256186,0.103331668,-0.540461727
20200803_1535_blob_689_,-0.04361206,0.25419903,-0.17515939,-0.459128762,-0.020570768,-0.199531003
20200803_1535_blob_822_,-0.02362503,-0.142388116,0.225876169,-0.45939633,0.179040207,-0.516718671
20200803_1535_blob_901_,0.4989517,-0.89698355,0.510095656,-0.460489382,0.021461216,-0.579281493
20200803_1535_blob_834_,0.517864679,-0.876648759,0.562885039,-0.461536188,0.004524894,-0.580255727
20200803_1535_blob_662_oil,0.489521161,-0.342536733,0.717249181,-0.461715512,-0.373947242,-0.637767785
