Compound.Name,Mixed_Aggregates_pct,Diatom_Dominated_Aggregates_pct,Dinoflagellates_pct,Microzooplankton_pct,Diatoms_pct,Haptophytes_pct
20200803_1535_blob_143_,0.240578617,-0.309154307,0.25576951,-0.116407676,-0.581736339,-0.146425371
20200803_0949_blob_18_,-0.441507932,0.71830593,-0.437127626,-0.124395439,0.235554026,0.036403899
20200803_0949_blob_928_,-0.293697938,0.558898282,-0.299182522,-0.125103013,0.133337007,-0.168732264
20200803_0949_blob_885_oil,-0.312720245,0.545912495,-0.230206766,-0.12884956,0.123087945,-0.06184827
20200803_0949_blob_777_,-0.031074586,0.323642658,-0.235281144,-0.131359512,0.237062207,0.071225256
20200803_1535_blob_703_,0.595977091,-0.773661791,0.483898979,-0.13326874,-0.396965038,-0.344405883
20200803_1535_blob_1063_,0.48862289,-0.854073766,0.602194152,-0.137397253,-0.088697677,-0.381877403
20200803_1535_blob_1058_,0.573225503,-0.827819177,0.476837629,-0.139398626,-0.317737978,-0.35675919
20200803_1535_blob_23_fb,0.264842531,-0.340628021,0.273820508,-0.144175844,-0.054554752,-0.490792017
20200803_1535_blob_942_,0.046508436,-0.318400834,0.233607691,-0.146483938,0.449855826,-0.253899164
20200803_1535_blob_893_,0.587034136,-0.424056137,0.854788268,-0.147876536,-0.517103176,-0.292931017
20200803_1535_blob_832_oil,0.587034136,-0.424056137,0.854788268,-0.147876536,-0.517103176,-0.292931017
20200803_1535_blob_1364_oil,0.587034136,-0.424056137,0.854788268,-0.147876536,-0.517103176,-0.292931017
20200803_1535_blob_1271_oil,0.587034136,-0.424056137,0.854788268,-0.147876536,-0.517103176,-0.292931017
20200803_1535_blob_1206_oil,0.587034136,-0.424056137,0.854788268,-0.147876536,-0.517103176,-0.292931017
20200803_1535_blob_741_,0.661257084,-0.859535938,0.633446958,-0.148261502,-0.428874538,-0.29256916
Dinoflagellates_pct,0.714505173,-0.613538939,1,-0.15887824,-0.48498515,-0.359260952
20200803_1535_blob_707_oil,0.445084231,-0.727170511,0.469488636,-0.173689521,-0.18919648,-0.405694051
20200803_1535_blob_1055_oil,0.798151446,-0.659146595,0.960933289,-0.174036105,-0.45737521,-0.381067406
20200803_0949_blob_800_,-0.276183239,0.395718219,-0.235306593,-0.17570088,0.339188317,-0.056237841
20200803_0949_blob_856_,-0.403918787,0.795931978,-0.292135468,-0.18027046,0.05097745,-0.079517087
20200803_1535_blob_1014_,0.004636445,-0.281301289,0.137351909,-0.183215274,0.547296546,-0.273228889
20200803_1535_blob_970_,0.909572663,-0.676159222,0.912580847,-0.186348476,-0.532046929,-0.384446642
20200803_0949_blob_844_oil,0.032243473,-0.177215817,0.237087878,-0.187003564,0.33296628,-0.261277171
20200803_1535_blob_1003_,0.201267082,-0.674419582,0.326384462,-0.188902525,-0.345194461,-0.309472835
20200803_0949_blob_746_,-0.218898347,0.721486107,-0.382534243,-0.193865324,0.041217461,0.022462223
20200803_1535_blob_623_oil,0.551790673,-0.398580628,0.250813848,-0.193898098,0.039391463,-0.339170254
20200803_1535_blob_568_oil,0.795032306,-0.613055885,0.848900227,-0.202679565,-0.296707153,-0.379400415
20200803_1535_blob_541_oil,-0.057712403,-0.345628831,-0.272614244,-0.204055398,-0.023936783,-0.147872796
20200803_1535_blob_537_oil,0.072900149,-0.258474224,0.246328227,-0.204378805,0.371324913,-0.265303247
20200803_0949_blob_1009_,0.291563753,-0.372775027,0.349841842,-0.204556635,-0.255744584,-0.565936921
20200803_1535_blob_975_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_920_,-0.10068318,-0.085158814,-0.151755888,-0.206130929,0.585360795,-0.219698263
20200803_1535_blob_754_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1453_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1323_oil,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1281_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1260_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1245_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1164_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1107_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_1535_blob_1041_,-0.233789758,-0.378869828,-0.111494122,-0.206130929,-0.059983968,-0.146465509
20200803_0949_blob_990_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_982_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_980_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_960_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_943_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_942_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_940_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_929_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_914_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_893_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_888_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_869_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_735_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_695_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_654_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_2405_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_2342_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_2202_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_2201_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_2052_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_2000_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1890_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1860_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1852_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1815_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1772_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1765_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1763_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1733_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1712_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1701_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1677_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1672_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1650_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1571_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1567_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1558_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1526_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1520_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1481_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1474_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1465_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1462_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1458_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1451_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1434_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1408_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1407_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1385_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1375_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1360_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1340_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1322_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1319_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1295_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1294_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1276_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1271_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1243_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1238_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1237_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1231_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1220_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1214_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1183_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1177_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1173_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1168_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1166_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1161_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1144_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1139_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1134_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1129_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1128_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1112_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1107_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1102_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1098_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1097_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1072_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1061_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1057_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1047_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1025_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1005_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1004_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1001_,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_0949_blob_1000_oil,-0.211605328,0.366704283,-0.272541187,-0.206130929,0.235799048,-0.146465509
20200803_1535_blob_928_,-0.166693298,-0.490298126,0.056680581,-0.206930808,-0.00061634,-0.200910522
20200803_1535_blob_1160_,0.296601839,-0.696839161,0.439109454,-0.209518793,-0.110957252,-0.318257419
20200803_1535_blob_1019_oil,0.915753964,-0.660426024,0.607092009,-0.209861148,-0.563398677,-0.344013829
20200803_1535_blob_1469_,0.077359956,-0.459937629,0.242707481,-0.214562202,-0.425495953,-0.180907848
20200803_1535_blob_1056_,0.11641928,-0.487142407,0.164871584,-0.217564731,-0.393144675,-0.183244256
20200803_1535_blob_900_,-0.067807248,-0.547039262,0.060439365,-0.221707152,-0.03823077,-0.22267369
20200803_1535_blob_856_,-0.243584499,-0.387783686,-0.125420339,-0.225237017,-0.007969805,-0.166574677
20200803_1535_blob_924_oil,0.275281554,-0.556607328,-0.056851736,-0.225461784,-0.213119621,-0.215176215
20200803_1535_blob_701_oil,-0.325354481,0.029054893,-0.444613045,-0.225672447,0.402438244,-0.218711747
20200803_1535_blob_63_,-0.421261246,0.553645436,-0.237622235,-0.227238666,0.056231022,0.117822047
20200803_0949_blob_2009_,0.267810403,0.06303047,-0.194090832,-0.227454197,0.037618623,-0.214151684
20200803_0949_blob_961_oil,0.277236454,-0.029294146,-0.15698413,-0.22988628,-0.068051408,0.336513473
20200803_0949_blob_988_oil,0.225329435,0.094720286,-0.205931439,-0.229994132,0.058227452,-0.211777816
20200803_1535_blob_1230_,0.017205343,-0.498326015,-0.090523816,-0.230520573,-0.144492198,-0.192645515
20200803_1535_blob_1196_,-0.115158138,0.017543738,-0.01428715,-0.231065719,-0.365563863,0.030376866
20200803_1535_blob_842_,0.508702469,-0.460827943,0.238116771,-0.233056348,0.158576043,-0.320192277
20200803_1535_blob_852_,0.328193792,-0.46662301,0.273567461,-0.233196344,0.382055253,-0.349238239
20200803_1535_blob_18_,0.012318887,-0.271233976,0.147907614,-0.233215154,-0.33488833,-0.222571902
20200803_1535_blob_1046_,-0.022905584,-0.292981236,0.236723876,-0.234926261,0.095264788,-0.028465909
20200803_1535_blob_896_oil,-0.03931588,-0.482514552,0.229125496,-0.235439472,0.216561388,-0.284354912
20200803_0949_blob_896_,-0.134149376,-0.09730445,0.05047137,-0.235835418,0.243340699,-0.260794912
20200803_1535_blob_598_oil,0.109494017,-0.592403344,0.104011049,-0.238038643,0.043313949,-0.260576035
20200803_1535_blob_711_,-0.160628142,0.023161329,-0.111758762,-0.242240534,0.757982241,-0.264361081
20200803_1535_blob_47_,-0.069771211,-0.514999797,0.077888509,-0.243695775,-0.157354394,-0.224378619
20200803_1535_blob_649_oil,-0.009895,-0.545968609,-0.038000355,-0.245258273,0.067437375,-0.283267362
20200803_1535_blob_106_fb,0.090762535,-0.00379458,0.408542912,-0.245981474,0.09696279,-0.357026902
20200803_0949_blob_1827_,0.258627139,-0.734301009,0.47137426,-0.247104881,0.005590427,-0.388086805
20200803_1535_blob_835_,0.273866589,-0.762924451,0.307857304,-0.247330929,-0.264015931,-0.209553286
20200803_1535_blob_1241_,0.569178218,-0.819442983,0.695176593,-0.249499228,-0.313697371,-0.40506504
20200803_1535_blob_1110_,0.573268773,-0.822524453,0.61439967,-0.250055095,-0.294820118,-0.394363234
20200803_1535_blob_1282_,-0.085874855,-0.508510007,0.17787187,-0.251057997,0.174941092,-0.281338897
20200803_1535_blob_818_,0.64657756,-0.776196255,0.559703424,-0.252081734,-0.515956784,-0.426379768
20200803_0949_blob_901_,-0.067801795,0.082888395,0.20591453,-0.252665273,0.221264456,-0.301570247
20200803_1535_blob_1243_,0.338044072,-0.591285494,0.637295917,-0.253091374,-0.466280934,-0.335419282
20200803_1535_blob_890_,0.652489877,-0.810879709,0.601538131,-0.25443345,-0.514570454,-0.423521226
20200803_1535_blob_1150_,0.007541594,-0.52749515,0.229168289,-0.254486164,-0.260087071,-0.254542047
20200803_1535_blob_855_,-0.008452291,0.031804061,0.218576006,-0.254932564,-0.118569294,-0.360751595
20200803_1535_blob_755_,0.273766495,-0.477285055,0.30362747,-0.25582545,-0.487706436,-0.343105629
20200803_0949_blob_958_,0.328354539,-0.094019567,0.501942963,-0.256410265,-0.25616395,-0.332605824
20200803_1535_blob_1349_,0.025759288,-0.535334216,0.253471493,-0.256500849,-0.273551393,-0.261076697
20200803_1535_blob_1383_,0.525181459,-0.749570453,0.554714165,-0.256922857,-0.404619896,-0.374069232
20200803_1535_blob_905_,0.286621914,-0.706685915,0.679997549,-0.257194136,-0.31340034,-0.371728105
20200803_1535_blob_1000_,0.191652351,-0.608238453,0.430772268,-0.25771239,-0.343797242,-0.308193978
20200803_1535_blob_1166_,0.155402559,-0.677443894,0.512364146,-0.260027078,-0.242992573,-0.338568407
20200803_1535_blob_783_,0.265038583,-0.703280797,0.650714028,-0.260762592,-0.310256129,-0.367431572
