,Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,,best_corr,cluster,BlobID,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Identifiable,tic
65,20200803_0949_blob_856_,0.470113317,-0.55359031,0.468928494,-0.365994831,-0.20442622,-0.168943973,-0.382161337,-0.342567699,0.470113317,F1,NA,856,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2231.932773,NA,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, trans-",600,610,NA,C28H44O4,444,NA,NA,NA,NA,NA,1
66,20200803_0949_blob_861_,0.112204042,-0.234378224,0.623232128,-0.229652644,0.041546816,-0.190433248,-0.058354985,-0.390489626,0.623232128,F3,NA,861,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1753.164557,NA,"4-(3-Hydroxy-2,2,6-trimethyl-7-oxa-bicyclo[4.1.0]hept-1-yl)-but-3-en-2-one",649,683,NA,C13H20O3,224,NA,NA,NA,NA,NA,1
67,20200803_0949_blob_871_,0.142894836,-0.326431707,0.553954029,0.06076776,-0.360834242,-0.189996742,-0.383108346,-0.498120441,0.553954029,F3,3,871,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1358.761496,NA,"Uridine, 5-chloro-2'-desoxytris-O-(trimethylsilyl)-",654,654,NA,C18H35ClN2O5Si3,478,NA,NA,NA,NA,NA,1
68,20200803_0949_blob_900_,-0.047193866,-0.124643385,0.297016392,0.137730753,-0.136517231,-0.094909537,-0.144078802,-0.276061783,0.297016392,F3,3,900,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1258.437509,NA,"Benzoic Acid, TMS derivative",896,930,1249,C10H14O2Si,194,NA,NA,NA,NA,TRUE,1
69,20200803_0949_blob_901_,-0.384486956,0.335285991,0.155018376,0.641673147,-0.166266079,0.034276939,0.056663563,-0.208083448,0.641673147,F4,NA,901,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1916.901408,NA,"Pentadecanoic acid, TMS derivative",706,760,1950,C18H38O2Si,314,NA,NA,NA,NA,NA,1
70,20200803_0949_blob_905_,0.583742123,-0.753804844,0.279478257,-0.536851108,-0.283054787,-0.141788159,-0.496683266,-0.311741699,0.583742123,F1,NA,905,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1973.239437,NA,"10,13-Dioxatricyclo[7.3.1.0(4,9)]tridecan-5-ol-2-carboxylic acid, 4-methyl-11-(1-propenyl)-, methyl ester",675,738,NA,C17H26O5,310,NA,NA,NA,NA,NA,1
71,20200803_0949_blob_911_,-0.452254444,0.293242644,0.48476752,0.749927518,-0.261173874,0.105974207,-0.086105141,-0.617670309,0.749927518,F4,NA,911,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1963.380282,NA,"Cyclohexylamine, N-(2-chlorocyclopentylidene)-, N-oxide",637,700,NA,C11H18ClNO,215,NA,NA,NA,NA,NA,1
72,20200803_0949_blob_920_,-0.745806885,0.709215614,0.152017209,0.589075803,0.350857303,-0.138266843,0.508395336,-0.091074871,0.709215614,F2,NA,920,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1888.732394,NA,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",657,770,NA,C27H50O6,470,NA,NA,NA,NA,NA,1
73,20200803_0949_blob_932_,-0.153350631,0.052492733,0.547382347,0.39073349,-0.200988653,-0.073058932,-0.116741883,-0.415137846,0.547382347,F3,NA,932,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1284.974347,NA,"Hexanoic acid, TBDMS derivative",719,728,1291,C12H26O2Si,230,NA,NA,NA,NA,NA,1
74,20200803_0949_blob_947_,0.498886813,-0.530834469,0.39542649,-0.391368673,-0.109801101,0.113346597,-0.39368199,-0.186389409,0.498886813,F1,NA,947,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1730.379747,NA,"Formic acid, 2-bromomethyl-4,4-dimethyl-3-(3-oxobut-1-enyl)cyclohex-2-enyl ester",658,684,NA,C14H19BrO3,314,NA,NA,NA,NA,NA,1
75,20200803_0949_blob_952_,-0.216771807,0.173092281,0.300931316,0.352378547,-0.142449915,-0.094793592,0.040484248,-0.159204204,0.352378547,F4,NA,952,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1966.197183,NA,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,614,669,NA,C14H32O2Si,260,NA,NA,NA,NA,NA,1
76,20200803_0949_blob_958_,-0.436144831,0.50108702,0.532541986,0.691502843,-0.17379785,0.273862276,0.16728996,-0.132999337,0.691502843,F4,NA,958,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1922.535211,NA,"Acetic acid, 17-(1-acetoxy-ethyl)-10,13-dimethyl-3-oxo-2,3,8,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-11-yl (ester)",619,620,NA,C25H34O5,414,NA,NA,NA,NA,NA,1
77,20200803_0949_blob_961_oil,0.412926211,-0.542644585,0.196101044,-0.448450688,-0.242457436,-0.106271055,-0.356874925,-0.085781001,0.412926211,F1,NA,961,caice_ssa_final_0805_0949,999,999,NA,NA,NA,2726.213592,NA,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",719,732,NA,C19H34O2,294,NA,NA,NA,NA,NA,1
78,20200803_0949_blob_981_,0.464145658,-0.476235163,-0.19145455,-0.503272292,-0.125002964,-0.108120347,-0.279196404,0.105284186,0.464145658,F1,1,981,caice_ssa_final_0805_0949,999,999,NA,NA,NA,1253.301347,NA,"Benzoic Acid, TMS derivative",889,924,1249,C10H14O2Si,194,NA,NA,NA,NA,TRUE,1
79,20200803_1535_blob_1000_,-0.246372824,0.403048694,-0.254872628,-0.281257827,0.965964365,-0.286707149,0.788364352,0.506124606,0.965964365,F5,NA,1000,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1875,NA,Melezitose,623,666,NA,C18H32O16,504,NA,NA,NA,NA,NA,1
80,20200803_1535_blob_1001_,-0.524363628,0.59731178,0.420965795,0.640148109,-0.169199425,0.302616949,0.275525643,-0.223905168,0.640148109,F4,NA,1001,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1970.833333,NA,"<e4><U+0096>-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",669,681,NA,C17H37BO6Si2,404,NA,NA,NA,NA,NA,1
81,20200803_1535_blob_1003_,-0.491089458,0.691907881,-0.322392614,-0.001526121,0.919451119,-0.245357451,0.928173773,0.537897027,0.928173773,F7,NA,1003,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1931.944444,NA,"1,3-Dioxane, 5-(hexadecyloxy)-2-pentadecyl-, trans-",649,715,NA,C35H70O3,538,NA,NA,NA,NA,NA,1
82,20200803_1535_blob_1004_,-0.659155892,0.73123037,-0.148084694,0.206098187,0.75446756,-0.221562893,0.814778851,0.247273016,0.814778851,F7,NA,1004,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1929.166667,NA,Phorbol,738,739,NA,C20H28O6,364,NA,NA,NA,NA,NA,1
83,20200803_1535_blob_1005_,-0.867489818,0.891159505,0.18739012,0.840331998,0.165040259,0.094685974,0.568879789,-0.12943076,0.891159505,F2,NA,1005,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2644.660194,NA,"Benz[a]anthracene, 7-methyl-",801,868,2669,C19H14,242,NA,NA,NA,NA,TRUE,1
84,20200803_1535_blob_1007_,-0.547194998,0.59722921,0.320824607,0.343112871,0.34785519,-0.17770672,0.579905004,0.007024245,0.59722921,F2,NA,1007,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2070.229008,NA,"Benzophenone, 2'-hydroxy-5'-methoxy-",664,784,NA,C14H12O3,228,NA,NA,NA,NA,NA,1
85,20200803_1535_blob_1011_,-0.405443509,0.457678984,0.1189671,0.431767377,-0.247618763,0.331524409,0.099551434,-0.07740382,0.457678984,F2,NA,1011,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1918.055556,NA,"2-Methyl-cis-7,8-epoxynonadecane",684,695,NA,C20H40O,296,NA,NA,NA,NA,NA,1
86,20200803_1535_blob_1012_,-0.538944589,0.709266335,-0.241598233,0.181742659,0.692946565,-0.12913435,0.815029883,0.480003825,0.815029883,F7,NA,1012,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2851.546392,NA,"Eicosane, 7-hexyl-",820,834,NA,C26H54,366,NA,NA,NA,NA,TRUE,1
87,20200803_1535_blob_1014_,-0.616080713,0.58089429,0.268432231,0.785402653,-0.07439268,0.105975479,0.192990583,-0.242529926,0.785402653,F4,NA,1014,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2160.305344,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,722,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1
88,20200803_1535_blob_1016_,-0.439413867,0.601868747,-0.003152474,-0.014255966,0.666713629,-0.169902237,0.792265366,0.358668326,0.792265366,F7,NA,1016,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1944.444444,NA,"Benzothiazole, 2-butyl-",696,793,NA,C11H13NS,191,TRUE,NA,NA,NA,NA,1
89,20200803_1535_blob_1017_,-0.813267266,0.826888124,0.331927231,0.888367291,-0.026293067,0.172406639,0.420590277,-0.231697142,0.888367291,F4,NA,1017,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1919.444444,NA,"Dibenzothiophene, 4-methyl-",744,774,1927,C13H10S,198,NA,NA,NA,NA,NA,1
90,20200803_1535_blob_1019_oil,-0.708883526,0.841283532,-0.147542395,0.47529783,0.269618491,-0.007219378,0.700798133,0.323685935,0.841283532,F2,NA,1019,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2743.68932,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",767,810,NA,C30H52O2,444,NA,NA,NA,NA,NA,1
91,20200803_1535_blob_1022_,-0.881574585,0.743394954,0.28181758,0.753106577,0.06048852,-0.16949543,0.469287232,-0.390952566,0.753106577,F4,NA,1022,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1665.822785,NA,"4-tert-Octylphenol, TMS derivative",823,934,1631,C17H30OSi,278,NA,NA,NA,NA,TRUE,1
92,20200803_1535_blob_1023_,-0.919984528,0.938481598,0.15279168,0.731521177,0.287865947,0.023721274,0.657612474,-0.103177468,0.938481598,F2,NA,1023,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2316.666667,NA,"Naphtho[3,4:2,3]bornene",607,645,NA,C18H20,236,NA,NA,NA,NA,NA,1
93,20200803_1535_blob_1025_,-0.782626522,0.910728241,-0.090088739,0.408067551,0.718394195,-0.111604857,0.920336454,0.254933982,0.920336454,F7,NA,1025,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2093.129771,NA,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",679,741,NA,C19H24O2,284,NA,NA,NA,NA,NA,1
94,20200803_1535_blob_1026_,-0.234347026,0.17801968,0.617025723,0.45532539,-0.280443355,0.013164529,-0.027227439,-0.364250502,0.617025723,F3,NA,1026,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1819.444444,NA,"Indole-2-one, 2,3-dihydro-5-hydroxy-1,3-dimethyl-",720,752,NA,C10H11NO2,177,NA,NA,NA,NA,NA,1
95,20200803_1535_blob_1028_,-0.727728411,0.860916166,-0.253735945,0.292671876,0.785707679,-0.221583974,0.932336388,0.386546899,0.932336388,F7,NA,1028,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1902.777778,NA,"Oxiranedodecanoic acid, 3-octyl-, cis-",675,688,NA,C22H42O3,354,NA,NA,NA,NA,NA,1
96,20200803_1535_blob_1029_,-0.608028692,0.579965271,0.38557043,0.645144438,0.199675078,0.055735056,0.352576867,-0.364742959,0.645144438,F4,NA,1029,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2138.931298,NA,<e4><U+0096>-N-Normethadol,696,698,NA,C20H27NO,297,NA,NA,NA,NA,NA,1
97,20200803_1535_blob_1030_,-0.570978714,0.746055209,-0.199490176,0.09185637,0.888192983,-0.215401877,0.947112818,0.432548781,0.947112818,F7,NA,1030,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2114.503817,NA,2-Methyl-Z-4-tetradecene,741,790,NA,C15H30,210,NA,NA,NA,NA,NA,1
98,20200803_1535_blob_1031_,-0.736272779,0.878416729,-0.022189097,0.569636883,0.265419459,0.054728652,0.689459704,0.279207005,0.878416729,F2,NA,1031,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1805.555556,NA,"1-(3-Hydroxypropyl)-5,5,8a-trimethyldecahydronaphthalen-2-ol",628,656,NA,C16H30O2,254,NA,NA,NA,NA,NA,1
99,20200803_1535_blob_1033_,-0.580843234,0.660895595,0.430979981,0.590218764,0.227231202,0.130424904,0.47386378,-0.16694535,0.660895595,F2,NA,1033,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1965.277778,NA,"10,12,14-Nonacosatriynoic acid",685,687,NA,C29H46O2,426,NA,NA,NA,NA,NA,1
100,20200803_1535_blob_1037_,-0.83883399,0.862771849,0.216202665,0.699437962,0.183246573,0.11307871,0.57081341,-0.08508826,0.862771849,F2,NA,1037,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2187.78626,NA,Dicyclohexylsulphide,676,826,NA,C12H22S,198,NA,NA,NA,NA,NA,1
101,20200803_1535_blob_1039_,-0.776458069,0.719557204,0.306646761,0.681583897,0.1628872,0.040015836,0.410912925,-0.323088709,0.719557204,F2,NA,1039,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2298.333333,NA,"2(1H)-Quinolinone, 4-phenyl-",636,697,NA,C15H11NO,221,NA,NA,NA,NA,NA,1
102,20200803_1535_blob_1040_,-0.726897045,0.827313166,0.117896888,0.329092003,0.641414585,-0.093765088,0.827276007,0.134580435,0.827313166,F2,NA,1040,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2073.282443,NA,"<e4><U+0096>-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",647,711,NA,C17H34B2O6Si,384,NA,NA,NA,NA,NA,1
103,20200803_1535_blob_1041_,-0.456944357,0.619446059,-0.258550881,-0.125632743,0.885998381,-0.276391157,0.899110816,0.454282687,0.899110816,F7,NA,1041,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2120.610687,NA,17-Pentatriacontene,750,751,NA,C35H70,490,NA,NA,NA,NA,NA,1
104,20200803_1535_blob_1042_,-0.900615448,0.927720797,0.196147532,0.833335099,0.255443009,0.068430662,0.610977401,-0.091319406,0.927720797,F2,NA,1042,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2094.656489,NA,"Benzene, 1,1'-ethylidenebis[4-ethyl-",713,736,NA,C18H22,238,NA,NA,NA,NA,NA,1
105,20200803_1535_blob_1043_,-0.849153261,0.944640744,-0.001599111,0.628667709,0.379560868,-0.0227084,0.746563703,0.18081193,0.944640744,F2,NA,1043,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2310,NA,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",633,670,NA,C30H52O2,444,NA,NA,NA,NA,NA,1
106,20200803_1535_blob_1044_,-0.597092346,0.803821715,-0.273873864,0.147826895,0.75366386,-0.168228404,0.947367732,0.547628237,0.947367732,F7,NA,1044,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2131.29771,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,732,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1
107,20200803_1535_blob_1045_,-0.853551824,0.84691762,0.334773225,0.838843069,0.149381958,0.103032444,0.49393873,-0.250739752,0.84691762,F2,NA,1045,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2211.666667,NA,"(2,3-Diphenyl-aziridin-1-yl)-(1-methyl-7-oxa-bicyclo[4.1.0]hept-2-ylidene)-amine",652,753,NA,C21H22N2O,318,NA,NA,NA,NA,NA,1
108,20200803_1535_blob_1046_,0.115619434,0.024321885,-0.017996387,0.147549229,-0.123837792,0.712729726,-0.046570962,0.255863442,0.712729726,F6,6,1046,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1489.265537,NA,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",870,873,1471,C14H20O2,220,NA,NA,NA,NA,TRUE,1
109,20200803_1535_blob_1047_,-0.742139336,0.879662457,-0.14637387,0.268903459,0.622822291,-0.129631973,0.905796791,0.342365449,0.905796791,F7,NA,1047,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2376.666667,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",627,660,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1
110,20200803_1535_blob_1048_,-0.818157822,0.873158017,0.170045999,0.73753516,0.175676727,0.011965642,0.599412086,0.034325112,0.873158017,F2,2,1048,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1537.853107,NA,"Benzenemethanol, 4-(1,1-dimethylethyl)-<e4><U+0096>-methyl-",729,732,NA,C12H18O,178,NA,NA,NA,NA,NA,1
111,20200803_1535_blob_1051_,-0.83835198,0.947690339,-0.00021459,0.498537106,0.521708377,-0.053036251,0.845527959,0.163934884,0.947690339,F2,NA,1051,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1919.444444,NA,"Dodecanoic acid, 3-hydroxy-",672,695,NA,C12H24O3,216,NA,NA,NA,NA,NA,1
112,20200803_1535_blob_1052_,-0.522438973,0.702580131,-0.258846363,0.044656276,0.776051988,-0.170848556,0.930350993,0.512054551,0.930350993,F7,7,1052,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1606.329114,NA,"Fumaric acid, butyl isobutyl ester",813,842,NA,C12H20O4,228,NA,NA,NA,NA,TRUE,1
113,20200803_1535_blob_1053_,-0.858719391,0.876944024,0.286007048,0.847562898,0.159252778,0.119158745,0.525822165,-0.165435079,0.876944024,F2,NA,1053,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2109.923664,NA,"Benzene, 1,1'-ethylidenebis[4-ethyl-",695,722,NA,C18H22,238,NA,NA,NA,NA,NA,1
114,20200803_1535_blob_1054_,-0.808041126,0.92297013,-0.073263606,0.366484196,0.670344072,-0.115492015,0.925465416,0.250244057,0.925465416,F7,NA,1054,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2958.762887,NA,"17.alfa.,21??-28,30-Bisnorhopane",775,786,NA,C28H48,384,NA,NA,NA,NA,NA,1
115,20200803_1535_blob_1055_oil,-0.693974768,0.727011149,0.092541039,0.523380837,0.006478089,0.142159772,0.4797905,0.012206398,0.727011149,F2,NA,1055,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2757.281553,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",771,816,NA,C30H52O2,444,NA,NA,NA,NA,NA,1
116,20200803_1535_blob_1056_,-0.453489716,0.705228682,-0.253616616,0.153936381,0.518504396,0.03270714,0.766479836,0.548191654,0.766479836,F7,NA,1056,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1768.35443,NA,"6-Ethoxy-1,2,3,4-tetrahydro-2,2,4-trimethylquinoline",709,747,NA,C14H21NO,219,NA,NA,NA,NA,NA,1
117,20200803_1535_blob_1057_,-0.690025538,0.827022472,-0.101407965,0.52927893,0.20426126,0.036036615,0.64300164,0.294724185,0.827022472,F2,NA,1057,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1820.833333,NA,"3-[3-Bromophenyl]-7-chloro-3,4-dihydro-10-hydroxy-1,9(2H,10H)-acridinedione",605,695,NA,C19H13BrClNO3,417,NA,NA,NA,NA,NA,1
118,20200803_1535_blob_1058_,-0.459640521,0.731614227,-0.271530765,0.587539386,0.220301669,0.426344764,0.448923397,0.480238027,0.731614227,F2,2,1058,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1531.073446,NA,Butylated Hydroxytoluene,859,871,1513,C15H24O,220,NA,NA,NA,NA,TRUE,1
119,20200803_1535_blob_1059_,-0.442764904,0.528373465,0.347172279,0.895285056,-0.281667721,0.524581189,0.048226256,-0.182001978,0.895285056,F4,NA,1059,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1944.444444,NA,"4a-Methyl-1-methylene-1,2,3,4,4a,9,10,10a-octahydrophenanthrene",746,822,NA,C16H20,212,NA,NA,NA,NA,NA,1
120,20200803_1535_blob_106_fb,-0.398607758,0.386163216,0.046283623,0.625478927,-0.097787728,0.036579379,0.144314715,-0.058980805,0.625478927,F4,4,106,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2077.862595,NA,"Palmitic Acid, TMS derivative",895,900,2050,C19H40O2Si,328,NA,NA,NA,NA,TRUE,1
121,20200803_1535_blob_1063_,-0.747703034,0.838634423,-0.043035813,0.853773469,0.117238469,0.219115301,0.463648232,0.090956093,0.853773469,F4,NA,1063,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1634.177215,NA,"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl-",889,893,NA,C14H18O,202,NA,NA,NA,NA,TRUE,1
122,20200803_1535_blob_1064_,-0.714358191,0.774885675,0.001298608,0.665600214,0.066897505,0.053020209,0.509395081,0.003867882,0.774885675,F2,NA,1064,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1830.555556,NA,"Heptadecane, 2,6-dimethyl-",808,859,NA,C19H40,268,NA,NA,NA,NA,TRUE,1
123,20200803_1535_blob_1065_oil,-0.76344501,0.883366566,-0.168148156,0.429945279,0.715522011,-0.155068808,0.887500392,0.310420324,0.887500392,F7,NA,1065,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2810.309278,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",736,838,NA,C33H56,452,NA,NA,NA,NA,NA,1
124,20200803_1535_blob_1067_,-0.552199059,0.668126782,-0.133856571,0.509251798,0.178123619,0.10911278,0.462090565,0.225444138,0.668126782,F2,NA,1067,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1994.444444,NA,"1-Naphthol, 2,5,8-trimethyl-",668,778,NA,C13H14O,186,NA,NA,NA,NA,NA,1
125,20200803_1535_blob_1069_,-0.798607009,0.867384291,0.241962402,0.479488917,0.547315025,-0.15956342,0.809814611,0.03279798,0.867384291,F2,NA,1069,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1840.277778,NA,tert-Hexadecanethiol,662,675,NA,C16H34S,258,NA,TRUE,NA,NA,NA,1
126,20200803_1535_blob_1070_oil,-0.599927947,0.775446151,-0.315348821,0.079915954,0.812206494,-0.228594891,0.958657251,0.534188059,0.958657251,F7,NA,1070,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2766.990291,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",747,790,NA,C30H52O2,444,NA,NA,NA,NA,NA,1
127,20200803_1535_blob_1072_oil,-0.659202104,0.821438843,-0.305129567,0.162254632,0.72492912,-0.203219207,0.939452917,0.484220943,0.939452917,F7,NA,1072,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2778.640777,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",747,794,NA,C30H52O2,444,NA,NA,NA,NA,NA,1
128,20200803_1535_blob_1073_,-0.751528725,0.902076985,-0.172917409,0.369816603,0.718906637,-0.153565726,0.929575246,0.370210779,0.929575246,F7,NA,1073,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2135.877863,NA,"Dasycarpidan-1-methanol, acetate (ester)",685,705,NA,C20H26N2O2,326,NA,NA,NA,NA,NA,1
129,20200803_1535_blob_1075_,-0.911127694,0.969336484,0.066929059,0.709288113,0.391580107,0.013342307,0.7327829,0.03353867,0.969336484,F2,NA,1075,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2120.610687,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,725,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1
130,20200803_1535_blob_1077_,-0.828439107,0.849618129,0.16738105,0.579498304,0.304599581,0.030204602,0.646011118,-0.084133055,0.849618129,F2,NA,1077,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1887.5,NA,Dasycarpidol,594,600,NA,C17H22N2O,270,NA,NA,NA,NA,NA,1
131,20200803_1535_blob_1078_,-0.622378316,0.780911419,-0.297774584,0.095604493,0.878189214,-0.26251655,0.967292441,0.467131422,0.967292441,F7,NA,1078,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2135.877863,NA,"Pseduosarsasapogenin-5,20-dien",682,740,NA,C27H42O3,414,NA,NA,NA,NA,NA,1
132,20200803_1535_blob_1079_,-0.781547662,0.900812889,-0.040602023,0.527315109,0.294338299,0.010818682,0.718311463,0.228236962,0.900812889,F2,NA,1079,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2155.725191,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",689,739,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1
133,20200803_1535_blob_1080_,-0.79951835,0.87167895,0.165738675,0.79264634,0.139031653,0.135298411,0.551219673,-0.00036092,0.87167895,F2,NA,1080,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2045.801527,NA,"2,6-Dimethyldibenzothiophene",720,857,NA,C14H12S,212,NA,NA,NA,NA,NA,1
134,20200803_1535_blob_1084_oil,-0.750829998,0.905923983,-0.145423386,0.438732143,0.638052926,-0.094762326,0.891666544,0.37855958,0.905923983,F2,NA,1084,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2794.174757,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",748,790,NA,C30H52O2,444,NA,NA,NA,NA,NA,1
135,20200803_1535_blob_1088_,-0.804572624,0.910574146,0.03715673,0.730668631,0.19267006,0.109911642,0.644915287,0.140914362,0.910574146,F2,NA,1088,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1829.166667,NA,"d-Allo-dec-2-enonic acid, 5,8-anhydro-2,3,4,9-tetradeoxy-8-C-(hydroxymethyl)-3-methyl-7,8-O-(1-methylethylidene)-, methyl ester, 10-acetate, (E)-",638,640,NA,C18H28O8,372,NA,NA,NA,NA,NA,1
136,20200803_1535_blob_1089_,-0.798664449,0.915648432,-0.10333616,0.34333859,0.730691924,-0.151886684,0.934628673,0.273013776,0.934628673,F7,NA,1089,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2087.022901,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",688,752,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1
137,20200803_1535_blob_1090_,-0.352353797,0.373956362,0.448532164,0.560996032,-0.149285544,0.096948558,0.10833221,-0.319444976,0.560996032,F4,NA,1090,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1876.388889,NA,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",691,720,NA,C14H20O2,220,NA,NA,NA,NA,NA,1
