,Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,,best_corr,cluster,BlobID,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Identifiable,tic
138,20200803_1535_blob_1091_,-0.837136823,0.845843914,0.223392268,0.784625108,0.057821745,0.12218583,0.476205296,-0.12176861,0.845843914,F2,NA,1091,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2180.152672,NA,"7-Chloro-2,2,3,4,4-pentamethyl-9-(1-phenylethylidene)bicyclo[3.3.1]non-6-en-3-ol",713,726,NA,C22H29ClO,344,NA,NA,NA,NA,NA,1
139,20200803_1535_blob_1092_,-0.626451731,0.807658279,-0.222280006,0.165208331,0.784590499,-0.198590254,0.936249219,0.490163997,0.936249219,F7,NA,1092,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1977.777778,NA,"4-Acetyloxyimino-6,6-dimethyl-3-methylsulfanyl-4,5,6,7-tetrahydro-benzo[c]thiophene-1-carboxylic acid methyl ester",692,709,NA,C15H19NO4S2,341,NA,NA,NA,NA,NA,1
140,20200803_1535_blob_1093_,-0.550488672,0.524895632,0.030116955,0.270556757,0.644058561,-0.205231213,0.55302877,-0.060985461,0.644058561,F5,NA,1093,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1975,NA,<e4><U+0096>-N-Normethadol,693,695,NA,C20H27NO,297,NA,NA,NA,NA,NA,1
141,20200803_1535_blob_1094_,-0.871168957,0.934274922,0.089181469,0.564183864,0.478813748,-0.038813361,0.787297746,0.051094893,0.934274922,F2,NA,1094,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2193.89313,NA,"Benzophenone, 5-isopropyl-2-methyl-",649,670,NA,C17H18O,238,NA,NA,NA,NA,NA,1
142,20200803_1535_blob_1095_,-0.4286551,0.621463636,-0.257668732,-0.115088531,0.90878986,-0.257082495,0.911702122,0.524062534,0.911702122,F7,NA,1095,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1915.277778,NA,"5H-Cyclopropa[3,4]benz[1,2-e]azulen-5-one, 9,9a-bis(acetyloxy)-1,1a,1b,2,4a,7a,7b,8,9,9a-decahydro-2,4a,7b-trihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-, [1aR-(1a<e4><U+0096>,1b??,2??,4a??,7a<e4><U+0096>,7b<e4><U+0096>,8<e4><U+0096>,9??,9a<e4><U+0096>)]-",642,646,NA,C24H32O9,464,NA,NA,NA,NA,NA,1
143,20200803_1535_blob_1096_,-0.671827164,0.840118206,0.021963237,0.368704472,0.59526679,0.084379198,0.821738804,0.271480686,0.840118206,F2,NA,1096,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2047.328244,NA,"Cholesta-4,6-dien-3-ol, (3??)-",664,726,NA,C27H44O,384,NA,NA,NA,NA,NA,1
144,20200803_1535_blob_1097_,-0.857529059,0.886287757,0.200243867,0.830427958,0.29852253,0.030348899,0.593832181,-0.094943414,0.886287757,F2,NA,1097,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2099.236641,NA,<e4><U+0096>-N-Normethadol,701,704,NA,C20H27NO,297,NA,NA,NA,NA,NA,1
145,20200803_1535_blob_1099_,-0.448493741,0.651318937,-0.032485677,0.110666226,0.447558786,0.016175981,0.72534152,0.337774754,0.72534152,F7,NA,1099,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2016.793893,NA,Phorbol,739,739,NA,C20H28O6,364,NA,NA,NA,NA,NA,1
146,20200803_1535_blob_11_,-0.274611288,0.404224267,-0.282840597,-0.247330897,0.981806991,-0.345019715,0.775819315,0.416716756,0.981806991,F5,5,11,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1970.833333,NA,"Homosalate, TMS derivative",812,837,1998,C19H30O3Si,334,NA,NA,NA,NA,TRUE,1
147,20200803_1535_blob_1104_,-0.647963041,0.713059494,0.421805183,0.454022114,0.407722043,-0.049753921,0.667875437,-0.01430505,0.713059494,F2,NA,1104,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1938.888889,NA,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",866,914,1923,C17H24O3,276,NA,NA,NA,NA,TRUE,1
148,20200803_1535_blob_1105_,-0.745353558,0.889758169,-0.168107389,0.355752859,0.617795934,-0.141026759,0.875769072,0.389412489,0.889758169,F2,NA,1105,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2131.29771,NA,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",751,763,NA,C30H48,408,NA,NA,NA,NA,NA,1
149,20200803_1535_blob_1110_,-0.620110487,0.75752235,-0.174465098,0.46856124,0.297971343,-0.015452144,0.640216596,0.28630948,0.75752235,F2,NA,1110,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1840.277778,NA,"18-Hydroxy-10-pentyl-11-oxa-1,5-dithia-spiro[5.13]nonadec-15-yn-12-one",645,660,NA,C21H34O3S2,398,NA,NA,NA,NA,NA,1
150,20200803_1535_blob_1111_,-0.77329172,0.838859838,0.214842095,0.826393246,0.052168384,0.172787519,0.478852933,-0.041363592,0.838859838,F2,NA,1111,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2093.129771,NA,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",704,751,NA,C20H24N2O,308,NA,NA,NA,NA,NA,1
151,20200803_1535_blob_1112_,-0.714037485,0.65337819,0.574441035,0.598310969,0.195422204,-0.059220826,0.46230713,-0.368346921,0.65337819,F2,NA,1112,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2047.328244,NA,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",602,705,NA,C13H12N2S,228,NA,NA,NA,NA,NA,1
152,20200803_1535_blob_1118_,-0.281531029,0.303278015,0.637908893,0.440211436,-0.134575062,0.021365962,0.108206615,-0.220254029,0.637908893,F3,NA,1118,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1856.944444,NA,"Curan-17-oic acid, 19-(acetyloxy)-2,16-didehydro-20-hydroxy-, methyl ester, (19S)-",612,650,NA,C22H26N2O5,398,NA,NA,NA,NA,NA,1
153,20200803_1535_blob_1120_,-0.729061561,0.843215834,-0.053825259,0.308565104,0.644282941,-0.173305353,0.860815396,0.192487249,0.860815396,F7,NA,1120,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2138.931298,NA,"Octadecanoic acid, 4-hydroxy-, methyl ester",730,743,NA,C19H38O3,314,NA,NA,NA,NA,NA,1
154,20200803_1535_blob_1122_,-0.800134725,0.885873705,-0.168486436,0.340874467,0.713975782,-0.206828439,0.894583715,0.261976501,0.894583715,F7,NA,1122,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2094.656489,NA,"Dasycarpidan-1-methanol, acetate (ester)",733,757,NA,C20H26N2O2,326,NA,NA,NA,NA,NA,1
155,20200803_1535_blob_1123_,-0.823136322,0.815897579,0.298734759,0.713524605,0.190975968,0.075568021,0.507509593,-0.205263489,0.815897579,F2,NA,1123,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2271.666667,NA,"Benzene, 1,1'-ethylidenebis[4-ethyl-",691,736,NA,C18H22,238,NA,NA,NA,NA,NA,1
156,20200803_1535_blob_1124_oil,-0.499462285,0.663311968,-0.04641125,0.158625592,0.76885226,-0.162166306,0.808612945,0.285303745,0.808612945,F7,NA,1124,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2784.466019,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",629,760,NA,C14H24O4,256,NA,NA,NA,NA,NA,1
157,20200803_1535_blob_1125_,-0.822480345,0.944313727,-0.088101455,0.422162713,0.623879748,-0.116009964,0.894150465,0.267922722,0.944313727,F2,NA,1125,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2125.19084,NA,"5,8,11,14-Eicosatetraynoic acid",711,728,NA,C20H24O2,296,NA,NA,NA,NA,NA,1
158,20200803_1535_blob_1130_,-0.669361761,0.821723427,0.023010275,0.421127055,0.312539845,0.05809995,0.698020873,0.284707876,0.821723427,F2,NA,1130,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2283.333333,NA,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a<e4><U+0096>,6??,6a<e4><U+0096>,9??,9a??,9b<e4><U+0096>)]-",615,643,NA,C17H24O6,324,NA,NA,NA,NA,NA,1
159,20200803_1535_blob_1131_,-0.793747252,0.877538535,0.011522617,0.55875294,0.387799174,-0.036690066,0.711791412,0.225006757,0.877538535,F2,NA,1131,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1876.388889,NA,"Acetate, (2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydro-1-naphthalenyl) ester",709,756,NA,C16H26O2,250,NA,NA,NA,NA,NA,1
160,20200803_1535_blob_1134_,-0.778581581,0.933170934,-0.11770912,0.488418741,0.543027298,-0.060112343,0.859881232,0.351546942,0.933170934,F2,NA,1134,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2213.333333,NA,"Methyl (1-O-retinyl-2,3,4-triacetyl-??-D-glucopyran)uronate",646,653,NA,C33H46O10,602,NA,NA,NA,NA,NA,1
161,20200803_1535_blob_1136_,-0.631746385,0.697512868,0.07215547,0.742564569,0.187446375,0.059003946,0.427031377,0.078519994,0.742564569,F4,NA,1136,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2186.259542,NA,"2-[4-methyl-6-(2,6,6-trimethylcyclohex-1-enyl)hexa-1,3,5-trienyl]cyclohex-1-en-1-carboxaldehyde",749,753,NA,C23H32O,324,NA,NA,NA,NA,NA,1
162,20200803_1535_blob_1139_,-0.833547364,0.818586138,0.322405879,0.835266312,0.050485615,0.136313878,0.42350518,-0.244108303,0.835266312,F4,NA,1139,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2100.763359,NA,"1,4,7-Trimethyl-2-azafluorene",698,741,NA,C15H15N,209,NA,NA,NA,NA,NA,1
163,20200803_1535_blob_1140_,-0.815715064,0.92736828,-0.054355359,0.450536513,0.60136639,-0.144105467,0.887904411,0.245081934,0.92736828,F2,NA,1140,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1698.734177,NA,"[(4-Hexylbenzene-1,3-diyl)bis(oxy)]bis(trimethylsilane)",585,719,NA,C18H34O2Si2,338,NA,NA,NA,NA,NA,1
164,20200803_1535_blob_1141_,-0.723008817,0.812138139,0.117527227,0.466808332,0.598062501,-0.020700457,0.760444298,0.08631228,0.812138139,F2,NA,1141,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2027.480916,NA,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a<e4><U+0096>,6??,6a<e4><U+0096>,9??,9a??,9b<e4><U+0096>)]-",674,698,NA,C17H24O6,324,NA,NA,NA,NA,NA,1
165,20200803_1535_blob_1145_oil,-0.544419843,0.752542921,-0.274204469,0.046169308,0.795828521,-0.180323688,0.953818185,0.562926388,0.953818185,F7,NA,1145,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2818.556701,NA,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",741,787,NA,C30H52O2,444,NA,NA,NA,NA,NA,1
166,20200803_1535_blob_1148_oil,-0.65314063,0.810819311,-0.273833258,0.205792297,0.509878493,-0.121309258,0.838041653,0.476321407,0.838041653,F7,NA,1148,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2826.804124,NA,"4,8,13-Cyclotetradecatriene-1,3-diol, 1,5,9-trimethyl-12-(1-methylethyl)-",743,811,NA,C20H34O2,306,NA,NA,NA,NA,NA,1
167,20200803_1535_blob_1149_,-0.884473177,0.947543731,0.050460782,0.722036512,0.344234789,0.00766754,0.699216188,0.042282645,0.947543731,F2,NA,1149,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2123.664122,NA,"Ethyl 1-(8-dimethylamino-1-naphthyl)-1H-1,2,3-triazole-5-carboxylate",669,690,NA,C17H18N4O2,310,NA,NA,NA,NA,NA,1
168,20200803_1535_blob_1150_,-0.66926654,0.854079344,-0.188871773,0.30676388,0.716873741,-0.138770842,0.915360034,0.451000873,0.915360034,F7,NA,1150,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2122.137405,NA,"6,6-Dimethylbicyclo[3.1.1]hept-2-eno[2,3-a]naphthalen-4'-amine, N,N-dimethyl-",648,663,NA,C19H23N,265,NA,NA,NA,NA,NA,1
169,20200803_1535_blob_1153_,-0.838748184,0.861716804,0.137999068,0.742381154,0.044432229,0.10152642,0.50143047,-0.044950035,0.861716804,F2,NA,1153,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2250,NA,"Benzene, 1,1'-(2,2-dichloroethylidene)bis[4-ethyl-",661,710,2224,C18H20Cl2,306,NA,NA,NA,NA,NA,1
170,20200803_1535_blob_1154_,-0.694956116,0.777671364,-0.144667856,0.497989832,0.178923852,0.020976542,0.607951822,0.190577667,0.777671364,F2,NA,1154,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2029.007634,NA,<e4><U+0096>-N-Normethadol,668,683,NA,C20H27NO,297,NA,NA,NA,NA,NA,1
171,20200803_1535_blob_1157_,-0.348000542,0.556891172,0.026157046,-0.057076903,0.592116601,-0.141047845,0.761646045,0.42364863,0.761646045,F7,NA,1157,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2004.580153,NA,"Cycloisolongifolene, 8-chloro-8,9-dehydro-",614,693,NA,C15H21Cl,236,NA,NA,NA,NA,NA,1
172,20200803_1535_blob_116_,-0.597661719,0.756402198,-0.256740492,0.101501398,0.909280474,-0.239052051,0.953131656,0.437180975,0.953131656,F7,NA,116,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1789.873418,NA,"1-Tetradecanol, TMS derivative",892,909,1756,C17H38OSi,286,NA,NA,NA,NA,TRUE,1
173,20200803_1535_blob_1160_,-0.702928666,0.792548896,-0.112272499,0.498072267,0.170742338,0.017005868,0.600961912,0.234449541,0.792548896,F2,NA,1160,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2012.21374,NA,"10,12,14-Nonacosatriynoic acid",691,696,NA,C29H46O2,426,NA,NA,NA,NA,NA,1
174,20200803_1535_blob_1162_,-0.806754648,0.830570764,0.016317004,0.816179366,0.061080877,0.071539487,0.47941014,-0.011596051,0.830570764,F2,NA,1162,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1775.949367,NA,"Tridecanoic acid, TMS derivative",603,777,1750,C16H34O2Si,286,NA,NA,NA,NA,NA,1
175,20200803_1535_blob_1163_,-0.729032588,0.832220726,0.099282616,0.437644579,0.565754291,-0.030532415,0.767608878,0.115452615,0.832220726,F2,NA,1163,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1884.722222,NA,"1,3-Xylyl-18-crown-5, 2-(9-borabicyclo[3.3.1]non-9-yl)-",634,646,NA,C24H37BO5,416,NA,NA,NA,NA,NA,1
176,20200803_1535_blob_1164_,-0.757788754,0.858486005,-0.014813601,0.359194487,0.487872034,-0.095527809,0.799356236,0.118631363,0.858486005,F2,NA,1164,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1601.265823,NA,"1-Oxaspiro[2.5]octane, 5,5-dimethyl-4-(3-methyl-1,3-butadienyl)-",815,821,NA,C14H22O,206,NA,NA,NA,NA,TRUE,1
177,20200803_1535_blob_1166_,-0.736931883,0.830318588,-0.113366752,0.621310666,0.181498331,0.03055828,0.610223067,0.188489021,0.830318588,F2,NA,1166,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2039.694656,NA,<e4><U+0096>-N-Normethadol,690,694,NA,C20H27NO,297,NA,NA,NA,NA,NA,1
178,20200803_1535_blob_1168_,-0.772544879,0.734843481,0.362489651,0.750812312,0.081776859,0.11863459,0.385566335,-0.289102699,0.750812312,F4,NA,1168,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2125.19084,NA,"2-Propenoic acid, 2-[(3,3a,4,5,6,6a-hexahydro-3-oxo-2-phenyl-4,6-methanopentalen-6a-yl)oxy]-, methyl ester",664,730,NA,C19H18O4,310,NA,NA,NA,NA,NA,1
179,20200803_1535_blob_1172_,-0.648058193,0.534161466,0.494155403,0.940262944,-0.306055809,0.152781686,0.068798328,-0.502737512,0.940262944,F4,NA,1172,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1784.810127,NA,"Isophthalic acid, 2TMS derivative",712,765,1748,C14H22O4Si2,310,NA,NA,NA,NA,NA,1
180,20200803_1535_blob_1174_,-0.58764499,0.538392755,0.268798879,0.168767426,0.348189581,-0.214674964,0.670063902,-0.078335655,0.670063902,F7,7,1174,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1447.457627,NA,"1H-Isoindole-1,3(2H)-dione, 2-methyl-",871,876,1425,C9H7NO2,161,NA,NA,NA,NA,TRUE,1
181,20200803_1535_blob_1177_,-0.442241012,0.558246455,-0.351814707,-0.09824584,0.967756919,-0.365490557,0.854412839,0.439297796,0.967756919,F5,NA,1177,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1744.303797,NA,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",632,671,NA,C14H44O6Si7,504,NA,NA,NA,NA,NA,1
182,20200803_1535_blob_1178_,-0.764470095,0.884639402,-0.044091584,0.415355398,0.752291316,-0.111019576,0.891422765,0.251975406,0.891422765,F7,NA,1178,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1781.012658,NA,tert-Hexadecanethiol,714,727,NA,C16H34S,258,NA,TRUE,NA,NA,NA,1
183,20200803_1535_blob_1184_,-0.665526831,0.77354807,-0.057694872,0.691739447,0.111675251,0.082085785,0.512604806,0.204687425,0.77354807,F2,NA,1184,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1902.777778,NA,"10,12,14-Nonacosatriynoic acid",674,676,NA,C29H46O2,426,NA,NA,NA,NA,NA,1
184,20200803_1535_blob_1188_,-0.819488909,0.933885719,-0.061198238,0.506137304,0.575721135,-0.086928483,0.845185471,0.26598808,0.933885719,F2,NA,1188,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2263.333333,NA,Fluprednisolone,658,660,NA,C21H27FO5,378,NA,NA,NA,NA,NA,1
185,20200803_1535_blob_1190_,-0.680289467,0.840803629,-0.236256092,0.322318885,0.731180226,-0.177951406,0.893346939,0.43747757,0.893346939,F7,NA,1190,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1981.944444,NA,<e4><U+0096>-N-Normethadol,705,710,NA,C20H27NO,297,NA,NA,NA,NA,NA,1
186,20200803_1535_blob_1192_,-0.835928646,0.835669847,0.330049559,0.822477788,0.134139942,0.121937773,0.481097213,-0.227190867,0.835669847,F2,NA,1192,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2030.534351,NA,"Naphthalene, 1,2,3-trimethyl-4-propenyl-, (E)-",652,726,NA,C16H18,210,NA,NA,NA,NA,NA,1
187,20200803_1535_blob_1193_,-0.760007781,0.712709731,0.130159684,0.563675593,0.070971411,0.033849932,0.439577002,-0.245905216,0.712709731,F2,NA,1193,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1639.240506,NA,"10-t-Butyl-10-hydroxytricyclo[4.2.1.1(2,5)]decan-9-one",605,609,NA,C14H22O2,222,NA,NA,NA,NA,NA,1
188,20200803_1535_blob_1194_,-0.56518427,0.713877035,0.102488682,0.466767796,0.165461452,0.135378475,0.537535855,0.277798658,0.713877035,F2,NA,1194,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1976.388889,NA,"2-Methyl-cis-7,8-epoxynonadecane",660,673,NA,C20H40O,296,NA,NA,NA,NA,NA,1
189,20200803_1535_blob_1195_,-0.750511859,0.77774712,0.012955601,0.689686983,0.14463228,0.062248255,0.521431028,-0.050156997,0.77774712,F2,NA,1195,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1948.611111,NA,"<e4><U+0096>-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",719,742,NA,C13H26BNO6Si,331,NA,NA,NA,NA,NA,1
190,20200803_1535_blob_1196_,0.054346261,0.044779754,-0.239776322,-0.341312665,0.786975694,-0.20294934,0.414682341,0.398339312,0.786975694,F5,5,1196,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1543.502825,NA,"Butanamide, 3-(2-methylpropinonylhydrazono)-N-ethyl-",583,607,NA,C10H19N3O2,213,NA,NA,NA,NA,NA,1
191,20200803_1535_blob_1198_,-0.498450001,0.701481654,-0.300260809,-0.045119718,0.825302449,-0.216664791,0.937870377,0.558084658,0.937870377,F7,NA,1198,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2041.221374,NA,"Methyl glycocholate, 3TMS derivative",662,680,NA,C36H69NO6Si3,695,NA,NA,NA,NA,NA,1
192,20200803_1535_blob_1203_,-0.781089814,0.728572059,0.120852861,0.522732781,0.409681998,-0.249419119,0.615926064,-0.132252243,0.728572059,F2,NA,1203,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1692.405063,NA,1-Ethyl(dimethyl)silyloxytridecane,779,803,NA,C17H38OSi,286,NA,NA,NA,NA,NA,1
193,20200803_1535_blob_1205_,-0.57696949,0.751126919,-0.192771998,0.14347283,0.737712334,-0.18031197,0.902364598,0.465066098,0.902364598,F7,NA,1205,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2700.970874,NA,Octocrylene,735,764,NA,C24H27NO2,361,NA,NA,NA,NA,NA,1
194,20200803_1535_blob_1217_,-0.908559096,0.945061178,0.07520927,0.630067266,0.448742471,-0.049269852,0.745156081,-0.000778808,0.945061178,F2,NA,1217,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1686.075949,NA,"Benzothiazole, 2-butyl-",796,817,NA,C11H13NS,191,TRUE,NA,NA,NA,NA,1
195,20200803_1535_blob_1219_,-0.885657509,0.984668426,0.037734975,0.673211344,0.422669604,0.025525424,0.787810989,0.138691322,0.984668426,F2,NA,1219,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1830.555556,NA,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",647,717,NA,C13H18,174,NA,NA,NA,NA,NA,1
196,20200803_1535_blob_1239_,-0.804816086,0.91583128,-0.125688114,0.434512895,0.719785129,-0.17738862,0.91082187,0.251610321,0.91583128,F2,NA,1239,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1764.556962,NA,"1,4-Benzenediol, 2,6-bis(1,1-dimethylethyl)-",637,680,NA,C14H22O2,222,NA,NA,NA,NA,NA,1
197,20200803_1535_blob_1241_,-0.789337465,0.853087177,0.076955102,0.668161047,0.278498713,0.013827446,0.605657549,0.028254143,0.853087177,F2,NA,1241,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2094.656489,NA,"Isobenzofuran, 1,3-dihydro-1,1-dimethyl-3-phenyl-",662,813,NA,C16H16O,224,NA,NA,NA,NA,NA,1
198,20200803_1535_blob_1243_,-0.759001074,0.860791788,0.126234232,0.547806921,0.379591918,-0.062618309,0.73629138,0.157536303,0.860791788,F2,NA,1243,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1769.620253,NA,cis-Z-<e4><U+0096>-Bisabolene epoxide,701,708,NA,C15H24O,220,NA,NA,NA,NA,NA,1
199,20200803_1535_blob_1252_oil,-0.561532584,0.737918403,-0.282473455,0.005114736,0.738584498,-0.176808649,0.921677528,0.526724707,0.921677528,F7,NA,1252,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2876.28866,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",749,835,NA,C33H56,452,NA,NA,NA,NA,NA,1
200,20200803_1535_blob_1255_oil,-0.717047395,0.861565583,-0.112179347,0.280540854,0.665190003,-0.136190555,0.88769636,0.372977174,0.88769636,F7,NA,1255,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2884.536082,NA,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",740,818,NA,C33H56,452,NA,NA,NA,NA,NA,1
201,20200803_1535_blob_1256_,-0.639911734,0.832333019,-0.1801392,0.230046291,0.753217653,-0.138875736,0.931177398,0.491226232,0.931177398,F7,NA,1256,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1980.555556,NA,"<e4><U+0096>-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,731,NA,C13H26BNO6Si,331,NA,NA,NA,NA,NA,1
202,20200803_1535_blob_1257_,-0.705865785,0.797119906,0.10117747,0.800097328,0.144394421,0.059831305,0.464049675,0.051633964,0.800097328,F4,NA,1257,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1769.620253,NA,"3-Hydroxy-2,5,5,8a-tetramethyl-3,4,4a,5,6,7,8,8a-octahydronaphthalene-1-carboxylic acid, 2-trimethylsilylethyl ester",634,649,NA,C20H36O3Si,352,NA,NA,NA,NA,NA,1
203,20200803_1535_blob_1282_,-0.599277628,0.562398883,-0.064663402,0.442188099,0.120462707,-0.133577713,0.366357003,-0.118574632,0.562398883,F2,NA,1282,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2958.762887,NA,"Cholest-5-en-3-ol (3??)-, tetradecanoate",765,793,NA,C41H72O2,596,NA,NA,NA,NA,NA,1
204,20200803_1535_blob_1284_,-0.58098486,0.617356388,0.154968566,0.315226773,0.564573304,-0.260661847,0.694327116,0.080865732,0.694327116,F7,NA,1284,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2870.103093,NA,"Phthalic acid, decyl isohexyl ester",731,786,NA,C24H38O4,390,NA,NA,NA,NA,NA,1
205,20200803_1535_blob_13_,-0.349655216,0.508443473,-0.309824215,-0.200578864,0.981878867,-0.320914114,0.860489529,0.4905294,0.981878867,F5,5,13,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1901.388889,NA,Homosalate,941,942,1904,C16H22O3,262,NA,NA,NA,NA,TRUE,1
206,20200803_1535_blob_1341_,-0.334577759,0.631229367,-0.510909006,0.151272118,0.468395056,0.146372715,0.60865795,0.749037703,0.749037703,F8,8,1341,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1388.506413,NA,"Ethanone, 1-[4-(1-methylethenyl)phenyl]-",851,856,NA,C11H12O,160,NA,NA,NA,NA,TRUE,1
207,20200803_1535_blob_1343_,-0.668759796,0.81185523,-0.176901076,0.241028604,0.739227958,-0.175225627,0.888528004,0.4170363,0.888528004,F7,NA,1343,caice_ssa_final_0803_1535,999,999,NA,NA,NA,2085.496183,NA,14-Formol-9-hydroxyarteether,670,676,NA,C17H26O7,342,NA,NA,NA,NA,NA,1
208,20200803_1535_blob_1349_,-0.350554808,0.528353076,-0.338093146,-0.24583696,0.949176494,-0.30520771,0.890508781,0.536673966,0.949176494,F5,5,1349,caice_ssa_final_0803_1535,999,999,NA,NA,NA,1363.220523,NA,"Salicylic acid, TMS derivative",839,848,1357,C10H14O3Si,210,NA,NA,NA,NA,TRUE,1
