Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,best_corr,cluster_assigned,cluster_assigned_btz
20200803_1535_blob_762_,-0.841482615,0.926708218,-0.224622548,0.668501327,0.338524836,0.811432618,-0.155357345,0.216211749,F2,2,2
20200803_1535_blob_763_,0.378973161,-0.161865864,-0.73535622,-0.365308844,-0.571603254,0.207674286,0.092431351,0.850026638,F8,8,8
20200803_1535_blob_764_,-0.589200974,0.589342203,0.38789355,0.326662952,0.872212841,-0.009659179,0.251934538,-0.413006696,F5,5,9
20200803_1535_blob_765_,-0.741893469,0.793601963,-0.060027243,0.708059704,0.381145476,0.655887266,-0.045003937,-0.002708426,F2,2,2
20200803_1535_blob_766_,-0.646999818,0.721971142,-0.348845402,0.67783438,0.001832261,0.968706509,-0.305096078,0.301265523,F6,6,6
20200803_1535_blob_767_,-0.910212246,0.983792609,-0.064620303,0.561845989,0.684456915,0.570673048,0.021162812,0.004271045,F2,2,2
20200803_1535_blob_768_,-0.09189972,0.101568371,0.512760656,-0.074608203,0.445438079,-0.377468939,0.214760816,-0.249820302,F3,3,3
20200803_1535_blob_769_,-0.620816419,0.783919119,-0.323733879,0.387857601,0.250820614,0.86050905,-0.109268972,0.443466573,F6,6,6
20200803_1535_blob_770_,-0.884526751,0.95977006,0.003555941,0.577011678,0.707970512,0.569832172,0.019501045,-0.041352711,F2,2,2
20200803_1535_blob_771_oil,-0.837969677,0.940866016,-0.278182037,0.653236321,0.347259712,0.850091323,-0.128715461,0.244608801,F2,2,2
20200803_1535_blob_772_,-0.847968412,0.932564973,-0.088247885,0.577069045,0.620720346,0.604212799,0.020882684,0.019787184,F2,2,2
20200803_1535_blob_773_,-0.564384782,0.672905958,-0.439879651,0.53599495,-0.039800867,0.982971167,-0.282413002,0.428523189,F6,6,6
20200803_1535_blob_774_,-0.925322832,0.963319994,-0.063304868,0.65035588,0.566020564,0.712406854,-0.109204557,0.033249581,F2,2,2
20200803_1535_blob_775_oil,-0.684883274,0.781840939,0.069314404,0.404948637,0.488403894,0.468074926,0.001685935,0.111667916,F2,2,2
20200803_1535_blob_776_,-0.322555611,0.468478324,-0.337279304,0.490191878,-0.173289698,0.64718175,-0.064958234,0.424037208,F6,6,6
20200803_1535_blob_777_,-0.520615106,0.631328131,-0.17259561,0.643005964,0.114499725,0.558807057,0.064451051,0.2412105,F4,4,4
20200803_1535_blob_778_,-0.854338088,0.962975666,-0.217285352,0.594057838,0.471193929,0.738333194,-0.053203432,0.188656534,F2,2,2
20200803_1535_blob_779_,-0.860649718,0.937867877,-0.105303807,0.487415612,0.61522709,0.635184525,-0.047183881,0.077860846,F2,2,2
20200803_1535_blob_780_,-0.461910536,0.325121979,0.621275664,0.419814525,0.556179327,-0.119130825,0.055310042,-0.468233196,F3,3,3
20200803_1535_blob_781_,-0.319014467,0.429728818,0.086224477,-0.109102268,0.616673182,0.135619576,0.088330082,0.07926891,F5,5,5
20200803_1535_blob_783_,-0.807215837,0.910856323,-0.10298576,0.439542204,0.528528005,0.606900143,-0.017783327,0.195478024,F2,2,2
20200803_1535_blob_784_,-0.770011921,0.665837065,0.314594244,0.362477229,0.857930475,0.034111667,0.042653032,-0.454022386,F5,5,5
20200803_1535_blob_785_,-0.6082876,0.503016719,0.067958817,0.716936545,0.151970918,0.468784029,-0.248841053,-0.321051511,F4,4,4
20200803_1535_blob_786_,-0.632432683,0.778349858,-0.47920939,0.491346612,0.06923425,0.956910818,-0.195921758,0.503490591,F6,6,6
20200803_1535_blob_787_,-0.682347391,0.812642983,-0.38201659,0.556679135,0.093489839,0.850050495,-0.128979744,0.492955352,F6,6,6
20200803_1535_blob_788_,-0.542532449,0.598868991,-0.323814205,0.730625072,-0.124790791,0.895697957,-0.219174945,0.24419642,F6,6,6
20200803_1535_blob_789_oil,-0.818261755,0.925927274,-0.345531158,0.612456671,0.301997159,0.881983654,-0.156415602,0.302259976,F2,2,2
20200803_1535_blob_790_,-0.871523389,0.929392154,-0.189845262,0.622441439,0.427557307,0.77908783,-0.17235975,0.116295401,F2,2,2
20200803_1535_blob_791_,-0.880589272,0.961753895,-0.26927153,0.63063823,0.41498292,0.785436286,-0.0952655,0.198028035,F2,2,2
20200803_1535_blob_792_,-0.815993344,0.906412738,0.091930416,0.368877596,0.794973653,0.420814276,0.095876083,-0.003849715,F2,2,2
20200803_1535_blob_793_,-0.913179061,0.97778446,-0.192349873,0.581263792,0.522929349,0.679510246,-0.060437073,0.122585063,F2,2,2
20200803_1535_blob_794_,-0.801838488,0.88554595,-0.388431986,0.575594287,0.230841173,0.87755327,-0.208739259,0.299402252,F2,2,2
20200803_1535_blob_795_,-0.754981159,0.879067519,0.097224756,0.297967263,0.802328919,0.392030631,0.093008443,0.020788986,F2,2,2
20200803_1535_blob_796_,-0.89498671,0.960568666,0.015339273,0.558878784,0.740636705,0.507100567,0.055179326,-0.056371117,F2,2,2
20200803_1535_blob_797_,-0.509010845,0.556047335,-0.414119163,0.547854396,-0.151335138,0.963705008,-0.351957513,0.356472321,F6,6,6
20200803_1535_blob_798_,-0.815072381,0.881650073,0.013847679,0.558947067,0.594653727,0.607913121,-0.048941411,0.001968908,F2,2,2
20200803_1535_blob_799_,-0.881095012,0.945549887,-0.148980832,0.666185675,0.492720904,0.691236317,-0.046710891,0.077842976,F2,2,2
20200803_1535_blob_800_,-0.909073931,0.941956227,-0.047353308,0.550040735,0.667441379,0.505508889,0.002481537,-0.075731962,F2,2,2
20200803_1535_blob_801_,-0.910817208,0.987986831,-0.17308985,0.528026435,0.589709984,0.661580969,-0.049514293,0.117464288,F2,2,2
20200803_1535_blob_802_,-0.872338215,0.926644401,0.052870212,0.460930927,0.808159473,0.415325238,0.079641218,-0.107859621,F2,2,2
20200803_1535_blob_803_,-0.573578333,0.680403695,0.149531592,0.136460223,0.694042782,0.059290214,0.250813643,0.042170343,F5,5,5
20200803_1535_blob_804_,0.65041492,-0.580183913,0.120327939,-0.218645314,-0.454638079,-0.300345266,0.039993077,-0.022479271,F1,1,1
20200803_1535_blob_805_,-0.748664144,0.870798127,-0.401922741,0.542372091,0.201020173,0.92078288,-0.187648317,0.425035137,F6,6,6
20200803_1535_blob_806_oil,-0.880477589,0.947346286,-0.176704646,0.494052305,0.605614527,0.583961539,-0.044250518,0.042580297,F2,2,2
20200803_1535_blob_807_,-0.835419176,0.913207672,-0.17700328,0.557692544,0.507879021,0.647364325,0.015237075,0.177382537,F2,2,2
20200803_1535_blob_808_,-0.692440681,0.819322032,-0.423560068,0.375884351,0.177450447,0.773409165,-0.145817489,0.509226721,F2,2,2
20200803_1535_blob_809_,-0.900189313,0.963950053,-0.07781703,0.676335114,0.518477823,0.697362192,-0.06787651,0.046028066,F2,2,2
20200803_1535_blob_810_,-0.469142963,0.588917665,-0.490941065,0.459801014,-0.117742244,0.967329077,-0.264361447,0.486954718,F6,6,6
20200803_1535_blob_811_,-0.882194206,0.957804164,-0.014706305,0.671385054,0.584745181,0.662329805,-0.033962795,0.017830836,F2,2,2
20200803_1535_blob_812_,-0.892795717,0.987548955,-0.225716348,0.558791917,0.505880205,0.72809263,-0.07236024,0.189489224,F2,2,2
20200803_1535_blob_813_,-0.889017677,0.980729757,-0.09758885,0.518409575,0.620432605,0.59498868,0.017670334,0.131384845,F2,2,2
20200803_1535_blob_814_,-0.743637021,0.86502629,-0.145897165,0.445845987,0.515397315,0.553012834,0.02716092,0.180223662,F2,2,2
20200803_1535_blob_815_,-0.882973149,0.943732465,0.031569705,0.462245296,0.77994552,0.404283799,0.105044807,-0.044704104,F2,2,2
20200803_1535_blob_816_,-0.842172496,0.962638447,-0.116442775,0.500240256,0.601810686,0.655892839,-0.014342623,0.156659023,F2,2,2
20200803_1535_blob_818_,-0.377560067,0.460130073,-0.408832403,0.292643552,-0.175659249,0.54382524,-0.143150669,0.478371058,F6,6,6
20200803_1535_blob_819_oil,-0.813110897,0.860993953,0.057117456,0.538050924,0.691167544,0.352677168,0.119258184,-0.113463689,F2,2,2
20200803_1535_blob_820_,-0.839633738,0.948694665,-0.221892556,0.621244297,0.444705178,0.808169693,-0.08058727,0.201630036,F2,2,2
20200803_1535_blob_821_,-0.906635345,0.987528087,-0.191246354,0.525650039,0.589638826,0.680024142,-0.057459134,0.114958817,F2,2,2
20200803_1535_blob_822_,-0.400030447,0.470526005,0.103057315,-0.103063224,0.686861637,0.080617096,0.055106069,-0.012657613,F5,5,5
20200803_1535_blob_823_oil,-0.510321013,0.590474375,-0.294021482,0.522265988,0.018993987,0.87069086,-0.291696029,0.278445484,F6,6,6
20200803_1535_blob_824_,-0.709302295,0.843983463,-0.355593719,0.40883366,0.25148164,0.707190156,-0.088646428,0.433898267,F2,2,2
20200803_1535_blob_825_,-0.864413907,0.910008706,-0.003631026,0.641603796,0.643080011,0.471448175,0.085381313,-0.079109974,F2,2,2
20200803_1535_blob_827_,-0.876009648,0.969741435,-0.126969421,0.612724289,0.527139629,0.751147741,-0.064086362,0.132919709,F2,2,2
20200803_1535_blob_828_,-0.773096613,0.851843582,0.065428551,0.585256637,0.673107701,0.353837335,0.155023918,-0.118700131,F2,2,2
20200803_1535_blob_829_,-0.653526437,0.730550043,-0.330339191,0.619153638,0.043893376,0.825585554,-0.176534324,0.340497152,F6,6,6
20200803_1535_blob_830_,-0.694825735,0.703238358,0.317952004,0.209836173,0.948374807,-0.042121157,0.217652581,-0.323675032,F5,5,5
20200803_1535_blob_831_,-0.914859537,0.983235397,-0.097626178,0.484238591,0.694143051,0.555669177,0.003409126,0.035644654,F2,2,2
20200803_1535_blob_832_oil,-0.772987914,0.80658872,0.040513815,0.577460441,0.562453549,0.371654408,0.033056999,-0.123794149,F2,2,2
20200803_1535_blob_833_,-0.739210075,0.892590487,-0.048090466,0.391513979,0.602737165,0.578517216,0.054024562,0.229444287,F2,2,2
20200803_1535_blob_834_,-0.880273581,0.984433669,-0.111739875,0.573701384,0.614672765,0.649762281,-0.002098157,0.088378183,F2,2,2
20200803_1535_blob_835_,-0.517464602,0.640887526,-0.58146128,0.533896306,-0.160234678,0.947302704,-0.206276724,0.517171421,F6,6,6
20200803_1535_blob_836_,-0.879781961,0.934539908,-0.109628232,0.543846247,0.561351998,0.534025887,0.02062708,0.090348552,F2,2,2
20200803_1535_blob_837_,-0.856261733,0.914164634,-0.338585919,0.607429655,0.307663036,0.829318879,-0.172650511,0.230376031,F2,2,2
20200803_1535_blob_838_,-0.851407446,0.922193294,-0.308004959,0.547633081,0.390317236,0.767162812,-0.152153326,0.193470316,F2,2,2
20200803_1535_blob_839_,-0.504591344,0.633865607,-0.505867495,0.468447103,-0.122950594,0.983900487,-0.286996603,0.54054706,F6,6,6
20200803_1535_blob_840_,-0.830212182,0.854020491,0.043250733,0.527583732,0.738886662,0.43832737,0.046587325,-0.188091617,F2,2,2
20200803_1535_blob_841_,-0.914071494,0.986580932,-0.153333707,0.58977188,0.585595789,0.6767592,-0.033889973,0.08482375,F2,2,2
20200803_1535_blob_842_,-0.818680946,0.881219114,-0.110440149,0.54463033,0.526985067,0.478438717,0.024923567,0.01318756,F2,2,2
20200803_1535_blob_843_,0.570466589,-0.313529612,-0.478393465,-0.411071013,-0.565500751,0.126407547,0.283178465,0.819029896,F8,8,8
20200803_1535_blob_844_,-0.751150236,0.851330501,-0.436918859,0.508960919,0.159624888,0.827738278,-0.184336875,0.393508154,F2,2,2
20200803_1535_blob_845_oil,-0.798979026,0.758679269,0.047152027,0.531671309,0.503576791,0.361772754,-0.041944439,-0.15115787,F2,2,2
20200803_1535_blob_846_,-0.915074172,0.948341449,-0.084418575,0.56020192,0.66587862,0.519338124,0.030484559,-0.029437024,F2,2,2
20200803_1535_blob_847_,-0.912950967,0.984996143,-0.13605995,0.600297379,0.584019892,0.661585577,-0.021184266,0.077248919,F2,2,2
20200803_1535_blob_848_,-0.363281939,0.417401717,0.265730248,-0.015829678,0.866155447,-0.253348032,0.409152659,-0.291710046,F5,5,5
20200803_1535_blob_849_,-0.863906511,0.764850378,0.214699537,0.596587285,0.703397206,0.404344128,-0.147550883,-0.354748525,F2,2,2
20200803_1535_blob_850_,-0.841350093,0.930998003,-0.290283163,0.584361255,0.361683467,0.770977197,-0.104256129,0.254709033,F2,2,2
20200803_1535_blob_851_,-0.863935782,0.940636795,-0.095399903,0.486957408,0.632414012,0.616503452,-0.038692768,0.059452949,F2,2,2
20200803_1535_blob_852_,-0.642200689,0.693305509,0.004271417,0.283190605,0.584113145,0.485975656,-0.123239613,-0.096126772,F2,2,2
20200803_1535_blob_853_,-0.787328609,0.876375662,-0.16385781,0.595194422,0.422924657,0.585151149,0.011315202,0.129503086,F2,2,2
20200803_1535_blob_854_oil,-0.579219829,0.691828936,-0.305982952,0.686209958,0.009892969,0.904475661,-0.208447649,0.298780544,F6,6,6
20200803_1535_blob_855_,-0.392638707,0.32265243,0.62674974,0.38462476,0.4756363,0.031376627,-0.05939049,-0.399978437,F3,3,3
20200803_1535_blob_856_,-0.455066959,0.587971336,-0.285314075,0.484699569,-0.030568768,0.605942665,-0.086445115,0.379398153,F6,6,6
20200803_1535_blob_858_,-0.500721717,0.584754293,-0.343067163,0.343013181,0.094956281,0.584764249,-0.180261717,0.24229492,F6,6,6
20200803_1535_blob_859_,-0.619777901,0.757955249,-0.484166595,0.541462785,0.021845758,0.961615718,-0.198369128,0.479822742,F6,6,6
20200803_1535_blob_860_,-0.842464088,0.970193834,-0.216506667,0.607998253,0.462850063,0.792311939,-0.026578428,0.231605219,F2,2,2
20200803_1535_blob_861_,-0.854773105,0.98064705,-0.213220765,0.550938354,0.504757992,0.747055828,-0.037502208,0.239581995,F2,2,2
20200803_1535_blob_862_,0.251949159,-0.118305402,0.233191728,-0.393757194,0.511393794,-0.606273986,0.633698464,-0.200521553,F7,7,7
20200803_1535_blob_863_,-0.845218115,0.952858637,-0.126918363,0.397640968,0.652504807,0.563220541,0.02018926,0.163107147,F2,2,2
20200803_1535_blob_864_,-0.899577251,0.967250119,-0.225634632,0.607156917,0.509969002,0.745151428,-0.088921462,0.11097816,F2,2,2
20200803_1535_blob_865_,-0.562259085,0.698149553,-0.11340972,0.176091614,0.463711222,0.578461489,-0.027741199,0.309247386,F2,2,2
20200803_1535_blob_866_,-0.661716498,0.803409332,-0.443153199,0.549072881,0.112750402,0.957641427,-0.193725062,0.436914253,F6,6,6
20200803_1535_blob_867_,-0.815842378,0.879272748,-0.351936227,0.66622275,0.237397132,0.864535967,-0.183728362,0.213892583,F2,2,2
20200803_1535_blob_870_,-0.697739278,0.851745416,-0.304108178,0.408017561,0.298786386,0.793462115,-0.121781059,0.37282995,F2,2,2
20200803_1535_blob_871_,-0.579029657,0.717333352,0.092517932,0.589621813,0.50074256,0.525017198,0.116304486,-0.002771868,F2,2,2
20200803_1535_blob_872_,-0.798483804,0.891012388,-0.351965118,0.636559142,0.260541436,0.898112957,-0.180542398,0.263524663,F6,6,6
20200803_1535_blob_873_,-0.879170094,0.959625458,-0.26090582,0.516016382,0.471438134,0.733650273,-0.1100125,0.204082154,F2,2,2
20200803_1535_blob_874_,-0.790969383,0.862543063,-0.138149545,0.580162097,0.455714612,0.532255524,-0.005183474,0.041229098,F2,2,9
20200803_1535_blob_875_,-0.575876971,0.571345038,-0.255259865,0.707109098,-0.039398331,0.862074489,-0.32990435,0.108316123,F6,6,6
20200803_1535_blob_876_,-0.909964353,0.94645238,0.060224829,0.520410134,0.738970393,0.484671984,0.02356846,-0.070209416,F2,2,9
20200803_1535_blob_877_,-0.803837527,0.91056682,-0.354398919,0.603150966,0.293987436,0.883630382,-0.164954355,0.286968613,F2,2,2
20200803_1535_blob_878_,-0.720614939,0.881498135,-0.286749398,0.586879928,0.361885446,0.776175786,0.076014751,0.305122367,F2,2,2
20200803_1535_blob_879_,-0.364929235,0.410591057,-0.493697038,0.449792239,-0.27418192,0.891798364,-0.366296589,0.380336595,F6,6,6
20200803_1535_blob_880_,-0.695512837,0.776156257,-0.382605988,0.539625344,0.211937021,0.831391376,-0.171439197,0.283230391,F6,6,6
20200803_1535_blob_881_,-0.735310042,0.704458922,0.328875085,0.723224297,0.495424636,0.511703283,-0.213534913,-0.270470607,F4,4,4
20200803_1535_blob_882_,-0.889712854,0.977938756,-0.219814155,0.625490259,0.471078962,0.736581378,-0.050495272,0.183157142,F2,2,2
20200803_1535_blob_883_,-0.914302766,0.921102943,-0.023354801,0.603802338,0.664219105,0.531194573,-0.012838633,-0.141235152,F2,2,2
20200803_1535_blob_884_,-0.849871385,0.877815999,0.184607189,0.523651458,0.804631614,0.341271671,0.069953329,-0.230514337,F2,2,2
20200803_1535_blob_885_oil,-0.741036497,0.729961852,-0.174250036,0.547659517,0.378704826,0.513295089,-0.112831911,-0.092673264,F2,2,2
20200803_1535_blob_886_,-0.90237796,0.975843416,-0.063572339,0.502172646,0.696462842,0.533813482,0.048716318,0.050566023,F2,2,2
20200803_1535_blob_887_,-0.806343223,0.870379569,-0.144214425,0.766368059,0.275759289,0.798746772,-0.110957989,0.144443981,F2,2,2
20200803_1535_blob_888_,-0.782925109,0.879344936,-0.221794598,0.614965081,0.333642585,0.870940806,-0.185834634,0.210988754,F2,2,2
20200803_1535_blob_889_,-0.524595875,0.615187427,-0.398313811,0.465325975,-0.091618922,0.960405321,-0.358954867,0.466843451,F6,6,6
20200803_1535_blob_890_,-0.586767719,0.822545164,-0.192886436,0.118235022,0.593130944,0.456370865,0.243762626,0.427762423,F2,2,2
20200803_1535_blob_891_,-0.428619586,0.408101446,0.615054516,0.620554875,0.475785831,0.153861132,0.061215769,-0.413982537,F4,4,4
20200803_1535_blob_892_,-0.888915017,0.957542015,-0.082638443,0.614730304,0.523810186,0.736439551,-0.125911334,0.094561454,F2,2,2
20200803_1535_blob_894_,-0.885540862,0.988630854,-0.131010943,0.497949812,0.634176241,0.647613789,-0.004933061,0.155448592,F2,2,2
20200803_1535_blob_895_,-0.720193881,0.794294425,-0.100858723,0.348853299,0.548343341,0.358890773,0.169095442,0.145824637,F2,2,2
20200803_1535_blob_896_oil,-0.61104695,0.685685782,0.213365833,0.313083441,0.713505039,0.21926919,0.145767009,-0.149146326,F5,5,5
20200803_1535_blob_897_,-0.870494185,0.928868347,-0.047365753,0.514133283,0.636055513,0.497552398,0.011425906,-0.01355983,F2,2,2
20200803_1535_blob_898_oil,-0.837694927,0.936111432,-0.316934592,0.633602663,0.352934301,0.798213823,-0.093938564,0.226456222,F2,2,2
20200803_1535_blob_899_,-0.834303145,0.912317962,-0.144324504,0.646496442,0.509096789,0.650133654,-0.011959731,0.06520295,F2,2,2
20200803_1535_blob_9_,0.139777015,-0.032031656,0.216091794,0.101544809,0.350041032,-0.384168154,0.744979885,-0.282126751,F7,7,7
20200803_1535_blob_900_,-0.610689824,0.755737203,-0.079615196,0.267288808,0.593451522,0.481129845,0.05063419,0.190076575,F2,2,2
20200803_1535_blob_901_,-0.876013525,0.974242168,-0.147436942,0.550837261,0.552000196,0.626047502,0.008846029,0.162601104,F2,2,2
20200803_1535_blob_902_,-0.788797434,0.920999271,-0.337498848,0.550090268,0.30589414,0.801327574,-0.042779141,0.358482933,F2,2,2
20200803_1535_blob_903_,-0.840329373,0.933299742,-0.285273547,0.647137068,0.356029032,0.84623751,-0.137515033,0.219155731,F2,2,2
20200803_1535_blob_904_,-0.747081946,0.824780149,-0.23150876,0.60271841,0.186741299,0.785934385,-0.148211125,0.335380172,F2,2,2
20200803_1535_blob_905_,-0.586966239,0.744531333,-0.072088348,0.155884511,0.610132312,0.453695491,0.076665238,0.270712838,F2,2,2
20200803_1535_blob_906_,-0.856165141,0.910639409,-0.202178863,0.665165249,0.400072416,0.683981819,-0.053433027,0.115075665,F2,2,2
20200803_1535_blob_907_,-0.813821542,0.865545109,-0.168634611,0.632262066,0.389694033,0.635118742,-0.04370643,0.090810429,F2,2,2
20200803_1535_blob_908_,-0.885044311,0.941445401,0.044905248,0.596341696,0.707226262,0.52758531,0.018208523,-0.091270731,F2,2,2
20200803_1535_blob_909_,-0.788767086,0.908528054,-0.269259091,0.654161614,0.284000388,0.819673795,-0.035885587,0.278058463,F2,2,2
20200803_1535_blob_910_,-0.780563636,0.801708146,0.041848418,0.500860855,0.643724069,0.356590411,0.024063682,-0.186857577,F2,2,2
20200803_1535_blob_911_,-0.515383721,0.635205147,-0.547839802,0.505274735,-0.18326861,0.977547721,-0.301424134,0.537756863,F6,6,6
20200803_1535_blob_912_,-0.733068446,0.788696441,0.082609782,0.353334682,0.862161266,0.121267461,0.297106404,-0.221319276,F5,5,5
20200803_1535_blob_913_oil,-0.726109996,0.791748201,-0.45386081,0.497205207,0.148461824,0.881669085,-0.264196713,0.34210227,F6,6,6
20200803_1535_blob_914_,-0.662441316,0.773048255,-0.292721481,0.616978163,0.10866583,0.930731524,-0.219426462,0.337807689,F6,6,6
20200803_1535_blob_916_,-0.652757593,0.69400001,0.134117797,0.603038706,0.343994539,0.392160504,0.013404426,0.045256549,F2,2,2
20200803_1535_blob_917_,-0.722636654,0.718440172,0.298761493,0.358473076,0.922840837,0.037652401,0.232747072,-0.366586171,F5,5,5
20200803_1535_blob_919_,-0.603123442,0.673704427,-0.384282086,0.65251876,-0.071140141,0.985057456,-0.320980553,0.347083945,F6,6,6
20200803_1535_blob_922_,-0.507587601,0.62783721,-0.208279931,0.37535294,0.152245534,0.47567984,0.08643648,0.404153766,F2,2,2
20200803_1535_blob_923_,-0.844336083,0.92518474,-0.212095552,0.60880647,0.39847173,0.759752164,-0.132942215,0.175181542,F2,2,2
20200803_1535_blob_924_oil,-0.671008005,0.811164771,-0.166010603,0.467770416,0.352057071,0.523091386,0.083525193,0.339965024,F2,2,2
20200803_1535_blob_925_,-0.33579692,0.252109206,0.53487363,0.584559154,0.205973148,0.209690901,-0.202672917,-0.354603002,F4,4,4
20200803_1535_blob_926_,-0.814858328,0.880801269,0.12055248,0.378586931,0.83807976,0.258043439,0.16171168,-0.105905695,F2,2,2
20200803_1535_blob_927_,-0.752707505,0.893842994,-0.076370637,0.448903543,0.554402158,0.708831446,-0.002472203,0.193998777,F2,2,2
20200803_1535_blob_930_,-0.546104015,0.712645644,-0.336512052,0.464169484,0.027664593,0.751627172,-0.030890609,0.554499654,F6,6,6
20200803_1535_blob_932_,-0.701542503,0.824573649,-0.43099805,0.603716249,0.100678472,0.933485632,-0.194927881,0.423221892,F6,6,6
20200803_1535_blob_933_,-0.84681191,0.942542495,-0.167774084,0.643400694,0.466026624,0.684722283,-0.014720119,0.137600375,F2,2,2
20200803_1535_blob_934_,-0.908812242,0.971440689,-0.065859876,0.520777996,0.677008767,0.515408366,0.040696086,0.026020199,F2,2,2
20200803_1535_blob_935_,-0.821440841,0.871739911,-0.003307518,0.390195645,0.71716409,0.353828715,0.082689039,-0.030691853,F2,2,2
20200803_1535_blob_936_,-0.722927703,0.804937827,0.173241652,0.218811186,0.760942225,0.285766009,0.067081125,0.006102548,F2,2,2
20200803_1535_blob_937_,-0.908001422,0.964844887,-0.053238232,0.62786412,0.585029484,0.637861088,-0.066400668,0.022236393,F2,2,2
20200803_1535_blob_939_,-0.533014839,0.69872638,-0.314043169,0.465884766,0.058561179,0.700612454,-0.043895702,0.492069552,F6,6,6
20200803_1535_blob_940_,-0.763862466,0.849972806,-0.113059221,0.715726503,0.410220423,0.76415292,-0.069447497,0.050280007,F2,2,2
20200803_1535_blob_941_,-0.768502364,0.894480418,-0.340232543,0.514297352,0.304286616,0.793951193,-0.127592511,0.337749501,F2,2,2
20200803_1535_blob_942_,-0.670789559,0.622222697,-0.218408815,0.311199952,0.363016668,0.526624823,-0.270927242,-0.096106746,F2,2,2
20200803_1535_blob_943_oil,-0.623926869,0.722956652,-0.409116748,0.689008569,-0.007923883,0.952265876,-0.220928817,0.344378668,F6,6,6
20200803_1535_blob_945_,-0.723938527,0.80017583,-0.405127236,0.588287558,0.118836673,0.950132869,-0.282630536,0.350841979,F6,6,6
20200803_1535_blob_946_,-0.512210172,0.406662138,0.03370719,0.071757012,0.412468789,-0.012026538,-0.145403893,-0.230978888,F5,5,5
20200803_1535_blob_947_,-0.703389461,0.841118687,-0.347700827,0.637516357,0.195641054,0.909449018,-0.110392664,0.333207555,F6,6,6
20200803_1535_blob_948_,-0.85268732,0.95953146,-0.312996989,0.588643804,0.3714242,0.810451375,-0.10679285,0.284924004,F2,2,2
20200803_1535_blob_949_oil,-0.845425293,0.961286191,-0.17704439,0.482204077,0.543321665,0.66414319,-0.003072379,0.240296252,F2,2,2
20200803_1535_blob_951_,-0.465352983,0.45155084,-0.141189599,0.782517016,-0.178815467,0.810498222,-0.303910438,0.112470261,F6,6,6
20200803_1535_blob_957_,-0.681418756,0.803843381,-0.29875446,0.641258562,0.191254658,0.914585586,-0.157762084,0.273392631,F6,6,6
20200803_1535_blob_958_,-0.58752924,0.532659697,0.400043451,0.335383242,0.820144653,-0.046395139,0.164267903,-0.435975926,F5,5,9
20200803_1535_blob_959_,-0.560022411,0.576638525,-0.351733754,0.381030697,-0.023397812,0.651826181,-0.280835102,0.334167905,F6,6,6
20200803_1535_blob_961_,-0.387841112,0.324214671,0.351628919,0.27779792,0.333929752,0.280098613,-0.170853138,-0.121365862,F3,3,9
20200803_1535_blob_962_,-0.705583079,0.84357195,-0.171484413,0.298097427,0.448431948,0.563470614,-0.037016546,0.30473294,F2,2,2
20200803_1535_blob_964_,-0.798679682,0.899176424,-0.35208029,0.672048758,0.240398301,0.880913169,-0.15553699,0.269732184,F2,2,2
20200803_1535_blob_965_,-0.808082679,0.919225055,-0.339608142,0.559659434,0.298262062,0.854351504,-0.137637225,0.350881082,F2,2,2
20200803_1535_blob_966_,-0.671032644,0.654953268,0.288315859,0.258706951,0.934226484,-0.015498092,0.21518156,-0.405722436,F5,5,5
20200803_1535_blob_967_,-0.826098446,0.859188273,-0.256001574,0.485904216,0.313290066,0.730644492,-0.250133421,0.209405735,F2,2,2
20200803_1535_blob_968_,-0.700258643,0.843448606,-0.377124044,0.556607336,0.164412673,0.928429159,-0.18422248,0.424157155,F6,6,6
20200803_1535_blob_97_,-0.668300358,0.783868582,-0.462904964,0.579251205,0.065590523,0.961471936,-0.193239127,0.421012053,F6,6,6
20200803_1535_blob_970_,-0.757346981,0.844163748,-0.362071424,0.42137106,0.265037012,0.799758369,-0.192947186,0.377870328,F2,2,2
20200803_1535_blob_971_,-0.673438128,0.607965767,0.48284638,0.594584497,0.763043756,0.105093227,0.076832784,-0.552608165,F5,5,5
20200803_1535_blob_972_,-0.601000094,0.710749156,-0.442147249,0.542009373,0.036980067,0.929235727,-0.178242982,0.377357028,F6,6,6
20200803_1535_blob_975_,-0.588019888,0.649127773,-0.483387456,0.552881429,-0.098772909,0.933239421,-0.31377494,0.367499687,F6,6,6
20200803_1535_blob_976_,-0.811705073,0.907934766,-0.150949512,0.678091473,0.431984739,0.782377494,-0.103307954,0.082588143,F2,2,2
20200803_1535_blob_979_,0.93519373,-0.839913174,0.189046074,-0.596020322,-0.372531359,-0.68005027,0.33351516,0.028593632,F1,1,1
20200803_1535_blob_980_,-0.655528518,0.776697783,-0.159762635,0.316796095,0.458163593,0.487209667,0.039409146,0.256183235,F2,2,2
20200803_1535_blob_981_,-0.789566973,0.837469645,-0.094113653,0.698330849,0.394616814,0.653167278,-0.089064928,-0.009735915,F2,2,2
20200803_1535_blob_982_,-0.685816583,0.788674387,-0.277504679,0.591997372,0.263419047,0.865321843,-0.150304632,0.234587234,F6,6,6
20200803_1535_blob_983_,-0.192486095,0.11214328,0.747515012,0.381020364,0.347383606,-0.179547632,0.137466195,-0.402184261,F3,3,3
20200803_1535_blob_984_,-0.655675063,0.754374153,-0.468617387,0.582434717,-0.031768158,0.954781002,-0.249946276,0.464076065,F6,6,6
