Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,best_corr,cluster_assigned,cluster_assigned_btz
20200803_1535_blob_1198_,-0.546053936,0.688497029,-0.471935442,0.511870434,-0.1045357,0.932164242,-0.216664791,0.558084658,F6,6,6
20200803_1535_blob_1203_,-0.791043765,0.736517788,-0.049386705,0.50374045,0.485665758,0.509340993,-0.249419119,-0.132252243,F2,2,2
20200803_1535_blob_1205_,-0.606554859,0.748831639,-0.367686292,0.482549099,0.099358031,0.861371856,-0.18031197,0.465066098,F6,6,6
20200803_1535_blob_1217_,-0.909787956,0.944751282,-0.130464318,0.599826277,0.567155645,0.618411689,-0.049269852,-0.000778808,F2,2,9
20200803_1535_blob_1219_,-0.882134263,0.987008865,-0.120190186,0.538572511,0.619591296,0.637381022,0.025525424,0.138691322,F2,2,2
20200803_1535_blob_1239_,-0.821430169,0.920605504,-0.306550909,0.526052723,0.381830936,0.843400922,-0.17738862,0.251610321,F2,2,2
20200803_1535_blob_1241_,-0.78071495,0.856810927,-0.015693759,0.374713626,0.620262449,0.454123473,0.013827446,0.028254143,F2,2,2
20200803_1535_blob_1243_,-0.779682795,0.862799791,0.01955478,0.510377227,0.502111598,0.580615931,-0.062618309,0.157536303,F2,2,2
20200803_1535_blob_1252_oil,-0.604583591,0.724916577,-0.480667656,0.545342487,-0.057430171,0.877236987,-0.176808649,0.526724707,F6,6,6
20200803_1535_blob_1255_oil,-0.74866387,0.853868966,-0.302844242,0.56162652,0.211604872,0.822645323,-0.136190555,0.372977174,F2,2,2
20200803_1535_blob_1256_,-0.671271234,0.828690853,-0.340040742,0.507092635,0.173361373,0.893780313,-0.138875736,0.491226232,F6,6,6
20200803_1535_blob_1257_,-0.678807159,0.808638725,0.077186804,0.13938432,0.785024385,0.306321251,0.059831305,0.051633964,F2,2,2
20200803_1535_blob_1282_,-0.587448765,0.562413842,-0.118190375,0.143631342,0.419946451,0.204536059,-0.133577713,-0.118574632,F2,2,2
20200803_1535_blob_1284_,-0.596348038,0.63194739,0.030580331,0.452486421,0.29148352,0.655812592,-0.260661847,0.080865732,F6,6,6
20200803_1535_blob_13_,-0.40107685,0.508336673,-0.513360785,0.489993898,-0.25219996,0.96763503,-0.320914114,0.4905294,F6,6,6
20200803_1535_blob_1341_,-0.337835497,0.61616466,-0.573964817,0.048810628,0.115970589,0.580214822,0.146372715,0.749037703,F8,8,8
20200803_1535_blob_1343_,-0.697259881,0.811149463,-0.342462775,0.483745728,0.179800967,0.853954605,-0.175225627,0.4170363,F6,6,6
20200803_1535_blob_1349_,-0.408122283,0.521561778,-0.543630111,0.519093841,-0.303140698,0.967151125,-0.30520771,0.536673966,F6,6,6
20200803_1535_blob_1363_,-0.666077892,0.787737688,-0.229350193,0.416594117,0.195126733,0.844176169,-0.252002745,0.366085186,F6,6,6
20200803_1535_blob_1377_,-0.580501214,0.66177412,0.187358091,0.32459821,0.595812321,0.224973998,0.157459658,-0.006316215,F2,2,2
20200803_1535_blob_1383_,-0.620544052,0.773325311,-0.17731335,0.111986306,0.555108829,0.514236514,-0.057360405,0.31362812,F2,2,2
20200803_1535_blob_1405_,-0.876785308,0.970070051,-0.207400982,0.512837361,0.52756791,0.682782913,-0.04509661,0.21035946,F2,2,2
20200803_1535_blob_1421_,-0.624397082,0.655720026,-0.121295198,0.504756467,0.073100357,0.770433704,-0.330072734,0.249187888,F6,6,6
20200803_1535_blob_143_,-0.00737047,0.355891562,-0.44557269,0.043070643,-0.181342257,0.55959158,0.241964839,0.840240415,F8,8,8
20200803_1535_blob_1431_,-0.750107779,0.826465723,0.19042117,0.253512626,0.871915357,0.26047574,0.128940626,-0.074566756,F5,5,9
20200803_1535_blob_1453_,-0.360148093,0.509276407,-0.36184757,0.292723886,-0.083683072,0.782080008,-0.219895058,0.510808604,F6,6,6
20200803_1535_blob_1469_,-0.262749172,0.416364716,-0.475974606,0.428975751,-0.389684354,0.901274342,-0.227199353,0.616207503,F6,6,6
20200803_1535_blob_1540_,-0.516418785,0.666935146,-0.255117047,0.17937883,0.361734356,0.625584183,-0.078240081,0.379389175,F2,2,2
20200803_1535_blob_17_,-0.829743571,0.954508352,-0.287030556,0.55407003,0.428123126,0.823579701,-0.065445201,0.282905235,F2,2,2
20200803_1535_blob_170_,-0.633900293,0.627359736,0.320985464,0.373277834,0.886206861,-0.012116558,0.256694144,-0.440654843,F5,5,9
20200803_1535_blob_18_,-0.283093882,0.306618715,-0.427057961,0.573995921,-0.454495454,0.893634273,-0.427726974,0.361865201,F6,6,6
20200803_1535_blob_2_,-0.520282255,0.638907168,-0.522139723,0.538985304,-0.171212174,0.988578181,-0.283481339,0.531611288,F6,6,6
20200803_1535_blob_205_,-0.825110728,0.828268755,0.222835268,0.390559998,0.891685199,0.175192425,0.140331994,-0.270801862,F5,2,2
20200803_1535_blob_21_,0.673807645,-0.47560037,-0.19242529,-0.764099401,-0.104291315,-0.54292738,0.557581655,0.346596553,F1,1,1
20200803_1535_blob_23_fb,-0.379283265,0.576532691,0.079717116,-0.087562425,0.749783262,0.074010108,0.259659508,0.082305399,F5,5,5
20200803_1535_blob_26_,-0.880619053,0.963219089,-0.082895782,0.551640916,0.673520222,0.617177331,0.010594691,0.022747421,F2,2,2
20200803_1535_blob_27_,-0.834111073,0.852390066,0.022555689,0.721644583,0.613407314,0.490211437,0.061400432,-0.182326973,F2,2,2
20200803_1535_blob_29_oil,-0.685673289,0.805481731,-0.373886636,0.624883828,0.099456517,0.94722216,-0.195923309,0.406017524,F6,6,6
20200803_1535_blob_30_,-0.493681929,0.786802241,-0.495974477,0.102790531,0.363136312,0.52780804,0.284527914,0.628949964,F2,2,2
20200803_1535_blob_31_,-0.936788712,0.925801485,-0.219109496,0.661315513,0.435897701,0.75353234,-0.214581478,0.036985957,F2,2,2
20200803_1535_blob_33_oil,-0.854624505,0.952961062,-0.24812798,0.663801449,0.401445453,0.801094086,-0.085877133,0.203096109,F2,2,2
20200803_1535_blob_398_,-0.572817315,0.667561294,-0.434853246,0.545730707,-0.12500947,0.925556187,-0.260058199,0.512670609,F6,6,6
20200803_1535_blob_43_,-0.739317101,0.770021958,0.272396134,0.350279645,0.928612721,0.104019497,0.232251226,-0.307506594,F5,2,9
20200803_1535_blob_443_oil,-0.499768876,0.648937156,-0.322323205,0.5661807,-0.096884885,0.877269102,-0.170198833,0.522569771,F6,6,6
20200803_1535_blob_453_,0.783343872,-0.672575743,0.029805751,-0.773196125,-0.112461677,-0.729858821,0.477970874,0.019723607,F1,1,1
20200803_1535_blob_458_,-0.847545557,0.955684783,-0.165572901,0.622019908,0.481225213,0.786816582,-0.062755599,0.202324087,F2,2,2
20200803_1535_blob_469_oil,-0.886766593,0.954309429,-0.220455579,0.605236925,0.470999117,0.68858952,-0.076841118,0.109651574,F2,2,2
20200803_1535_blob_47_,-0.307786137,0.387563614,-0.488427966,0.429594091,-0.29360675,0.90756038,-0.349103533,0.415711148,F6,6,6
20200803_1535_blob_482_oil,-0.809657464,0.889149123,-0.306328262,0.653723563,0.298079876,0.768925705,-0.041864981,0.251134899,F2,2,2
20200803_1535_blob_484_oil,-0.736962851,0.793232822,-0.041439229,0.291422255,0.680849651,0.303116706,-0.026203964,-0.083159561,F2,2,2
20200803_1535_blob_492_,-0.453797184,0.538758397,-0.383037046,0.554376811,-0.153112316,0.952977799,-0.324098522,0.370897138,F6,6,6
20200803_1535_blob_495_oil,-0.8804201,0.943775877,-0.190379251,0.659339206,0.467182935,0.776410814,-0.104674006,0.122770403,F2,2,2
20200803_1535_blob_5_fb,-0.382350109,0.483689078,-0.514976045,0.50022701,-0.281870439,0.962699443,-0.328267536,0.477994781,F6,6,6
20200803_1535_blob_500_,-0.061537951,-0.042335908,0.660100899,0.207659917,0.329355584,-0.481082953,0.277476476,-0.516686349,F3,3,9
20200803_1535_blob_506_oil,-0.893201444,0.964652046,-0.13817812,0.650513938,0.543600391,0.692451428,-0.016872421,0.107527428,F2,2,2
20200803_1535_blob_514_oil,-0.788861965,0.877673748,-0.330322759,0.617556536,0.353004324,0.757689523,-0.097905321,0.1662567,F2,2,2
20200803_1535_blob_516_oil,-0.618707726,0.717259792,-0.280890119,0.579338488,0.112688422,0.856441332,-0.226974395,0.25709646,F6,6,6
20200803_1535_blob_521_oil,-0.741930081,0.809013483,-0.283909421,0.740443032,0.193478222,0.831816366,-0.142303408,0.205751411,F6,6,6
20200803_1535_blob_533_,-0.733575896,0.76938202,0.088849352,0.712649866,0.469786916,0.58867683,-0.027317566,-0.089732011,F2,2,2
20200803_1535_blob_537_oil,-0.638097587,0.7104314,-0.171362356,0.358049474,0.437477619,0.387621614,0.028423359,0.031403484,F2,2,2
20200803_1535_blob_541_oil,-0.231713281,0.284793887,-0.021638327,0.165114992,-0.003284349,0.218633917,-0.030012751,0.200233892,F2,2,2
20200803_1535_blob_543_oil,-0.853946556,0.95490606,-0.2518653,0.647434242,0.405093097,0.802187654,-0.088463121,0.215392943,F2,2,2
20200803_1535_blob_549_,-0.509986124,0.632175555,-0.543078434,0.522245806,-0.205572651,0.936884116,-0.257747453,0.565951551,F6,6,6
20200803_1535_blob_550_oil,-0.847960682,0.905465356,-0.05797705,0.517947967,0.65541316,0.448314135,0.062918657,-0.00784152,F2,2,2
20200803_1535_blob_551_oil,-0.888243097,0.920615579,-0.267952259,0.62691594,0.437783909,0.747729413,-0.163016235,0.097679601,F2,2,2
20200803_1535_blob_554_oil,-0.859603475,0.936168011,-0.272223544,0.535579044,0.407914142,0.726186095,-0.085176668,0.267269354,F2,2,2
20200803_1535_blob_556_,-0.66379415,0.589041182,0.380638925,0.347186126,0.879984869,-0.088115212,0.210831461,-0.51425655,F5,5,5
20200803_1535_blob_560_,-0.642395034,0.841824339,-0.44768442,0.435797633,0.162030357,0.824494997,-0.02124967,0.568711698,F2,2,2
20200803_1535_blob_568_oil,-0.809189099,0.896516438,-0.132376416,0.527487156,0.567627691,0.52687401,0.050890003,0.080695039,F2,2,2
20200803_1535_blob_574_,-0.918460469,0.978998948,-0.083503242,0.509709951,0.689214521,0.538114994,0.023931068,0.027932789,F2,2,2
20200803_1535_blob_579_oil,-0.685642503,0.763732388,-0.400713668,0.47689305,0.116172867,0.908689431,-0.268033435,0.394329515,F6,6,6
20200803_1535_blob_598_oil,-0.781057851,0.851758717,-0.321150729,0.705903171,0.200511982,0.81924346,-0.16719305,0.203366791,F2,2,2
20200803_1535_blob_615_,-0.74120326,0.77352208,-0.323464872,0.448022455,0.215231094,0.587988819,-0.160422665,0.270511327,F2,2,2
20200803_1535_blob_619_oil,-0.885427353,0.979398025,-0.213572999,0.615434036,0.496957039,0.744073135,-0.050070617,0.169015274,F2,2,2
20200803_1535_blob_623_oil,-0.464994809,0.632394359,-0.21207052,0.136875381,0.396472177,0.348645707,0.107744607,0.257612648,F2,2,2
20200803_1535_blob_625_oil,-0.732089595,0.83002958,-0.344909969,0.693687817,0.147415634,0.859006784,-0.141292767,0.274006854,F6,6,6
20200803_1535_blob_63_,0.417826931,-0.600291452,0.576976804,0.11079011,-0.401833822,-0.310934316,-0.232110467,-0.377397947,F3,1,1
20200803_1535_blob_637_oil,-0.891938518,0.913313969,-0.139650666,0.500942697,0.531215542,0.60917988,-0.138829291,0.055409012,F2,2,2
20200803_1535_blob_638_oil,-0.646460061,0.755489639,-0.510896073,0.394570947,0.029768148,0.832763062,-0.181478466,0.525773072,F6,6,6
20200803_1535_blob_639_oil,-0.349508165,0.365016505,0.266341512,0.129714403,0.69911858,-0.06775261,0.212811797,-0.315641864,F5,5,5
20200803_1535_blob_641_,-0.913777387,0.865659699,-0.115516063,0.502749681,0.5338961,0.601587718,-0.222438316,-0.104721322,F2,2,2
20200803_1535_blob_642_oil,-0.491886304,0.394359472,-0.00369433,0.45013765,0.388336885,0.056006342,0.015739625,-0.403551586,F4,4,4
20200803_1535_blob_644_oil,-0.874393031,0.964691169,-0.243357523,0.659546202,0.423262694,0.786784288,-0.07950384,0.184844025,F2,2,2
20200803_1535_blob_645_,-0.383765398,0.404156149,0.156915232,-0.120724621,0.655574984,-0.010757835,-0.0179355,-0.137384938,F5,5,5
20200803_1535_blob_646_,-0.71913578,0.804760102,0.18253755,0.316247365,0.829125757,0.158053954,0.231253615,-0.11531635,F5,5,5
20200803_1535_blob_647_oil,-0.510957951,0.44768958,0.293310468,0.505465785,0.61421288,-0.039021074,0.145664875,-0.589923685,F5,5,5
20200803_1535_blob_648_oil,-0.7812265,0.896409236,-0.198160137,0.541293668,0.381391025,0.752024688,-0.038444243,0.330528792,F2,2,2
20200803_1535_blob_649_oil,-0.63022219,0.706576812,-0.376493732,0.608966885,0.029460849,0.849173915,-0.272757797,0.305519515,F6,6,6
20200803_1535_blob_650_oil,-0.573518286,0.60141824,0.262745695,0.30650036,0.727197166,-0.010063692,0.339012056,-0.177642822,F5,5,5
20200803_1535_blob_651_,0.176176559,0.111229446,0.110006062,-0.277368615,0.28686295,-0.282477104,0.564789496,0.290720922,F7,7,7
20200803_1535_blob_652_oil,-0.735239378,0.846412449,-0.414546524,0.567052618,0.194171737,0.857670604,-0.152307644,0.332504158,F6,6,6
20200803_1535_blob_653_oil,-0.79658171,0.842405102,-0.123607108,0.750572644,0.365533342,0.655537607,-0.051946427,0.045191753,F2,2,2
20200803_1535_blob_654_,-0.527267838,0.754975553,-0.104307345,-0.024553134,0.713396509,0.208676757,0.336473915,0.302603858,F2,2,2
20200803_1535_blob_655_oil,-0.857146914,0.925982921,-0.29699608,0.620438533,0.394173248,0.822066655,-0.146342124,0.171274393,F2,2,2
20200803_1535_blob_656_,-0.623177404,0.771025542,-0.44460952,0.505029627,0.092903386,0.952702676,-0.160761989,0.466412805,F6,6,6
20200803_1535_blob_657_,-0.674694055,0.77911488,-0.401122724,0.607443803,0.098649789,0.960840871,-0.222497596,0.358342759,F6,6,6
20200803_1535_blob_658_oil,-0.65812372,0.789925355,-0.450182246,0.489685349,0.135707541,0.886998189,-0.196684409,0.439157379,F6,2,2
20200803_1535_blob_659_,0.50959697,-0.497160632,-0.04560248,-0.033771876,-0.757393344,0.202232118,-0.340825151,0.225334527,F1,1,1
20200803_1535_blob_660_,-0.440363065,0.373834823,0.61044848,0.221172834,0.603992062,-0.046824011,-0.108836044,-0.349775753,F3,3,3
20200803_1535_blob_661_oil,-0.695939716,0.821783065,-0.375825487,0.546933216,0.174430842,0.860631135,-0.17357606,0.346583758,F6,6,6
20200803_1535_blob_662_oil,-0.726251561,0.804832735,0.058882412,0.601945468,0.544040816,0.415976726,0.104794306,-0.030681354,F2,2,2
20200803_1535_blob_663_,-0.281441712,0.145301478,0.610591962,0.640320367,0.15012773,0.053929405,-0.115787414,-0.463795205,F4,4,4
20200803_1535_blob_664_,-0.528338003,0.636918028,-0.023725258,-0.014403038,0.61603133,0.193366382,0.132240581,0.119264976,F2,2,2
20200803_1535_blob_665_oil,-0.792155448,0.89857411,-0.36794151,0.626613356,0.230162265,0.901388381,-0.160779635,0.347057154,F6,2,2
20200803_1535_blob_666_oil,-0.851041027,0.908003293,-0.179176074,0.634707893,0.4071491,0.652283077,-0.03627042,0.140413608,F2,2,2
20200803_1535_blob_667_oil,-0.876680246,0.910052226,-0.188749363,0.612674269,0.479244755,0.735905537,-0.110221138,0.070246011,F2,2,2
20200803_1535_blob_668_,-0.394618423,0.438558646,0.430065003,-0.060011397,0.941774901,-0.278469382,0.373962142,-0.355037546,F5,5,5
20200803_1535_blob_669_oil,-0.875488102,0.934922786,-0.214327778,0.655867416,0.448801317,0.685835309,-0.059751044,0.085463335,F2,2,2
20200803_1535_blob_670_,-0.717766273,0.860734951,-0.430861807,0.586857952,0.174917519,0.922150717,-0.139426108,0.41363252,F6,6,6
20200803_1535_blob_671_,-0.760347262,0.846563244,0.066919559,0.560597163,0.610964628,0.436555749,0.147833139,0.013869297,F2,2,2
20200803_1535_blob_672_oil,-0.674119554,0.725175535,-0.114157422,0.622851112,0.162398035,0.834206129,-0.246203939,0.148845712,F6,6,6
20200803_1535_blob_673_,0.014159668,0.151702301,0.132598012,-0.361119486,0.608272819,-0.504809371,0.5988105,-0.076481589,F5,5,5
20200803_1535_blob_675_oil,-0.688201011,0.753594905,-0.323822943,0.712278356,0.011905344,0.957382755,-0.261589841,0.306913096,F6,6,6
20200803_1535_blob_676_,-0.869066185,0.888835724,-0.023957292,0.765130537,0.505441562,0.711215977,-0.054477744,-0.057236108,F2,2,2
20200803_1535_blob_677_,-0.76189303,0.792347437,0.268024946,0.394578421,0.924772615,0.166409653,0.176678644,-0.314620521,F5,2,9
20200803_1535_blob_678_oil,-0.742510183,0.811147258,-0.346260859,0.711627228,0.148462326,0.898678357,-0.208921028,0.233695357,F6,6,6
20200803_1535_blob_679_,-0.714262608,0.808261182,-0.087919203,0.47646594,0.388136245,0.576474936,-0.073931165,0.167662219,F2,2,2
20200803_1535_blob_680_oil,-0.839425271,0.893380903,-0.024305009,0.522109188,0.619619452,0.453239397,0.016883291,-0.024819935,F2,2,2
20200803_1535_blob_681_,-0.893418858,0.969305379,-0.000155543,0.533513533,0.700106216,0.533613133,0.025151732,-0.00260961,F2,2,2
20200803_1535_blob_682_,-0.897116778,0.953090371,-0.047578278,0.696674553,0.529426398,0.729888356,-0.085555787,0.039315057,F2,2,2
20200803_1535_blob_683_,-0.735111597,0.676791521,0.314680487,0.468150587,0.693743301,0.147075025,0.000650216,-0.385822592,F5,5,5
20200803_1535_blob_684_oil,-0.711137269,0.815322585,-0.250534225,0.659192032,0.228377253,0.726576452,-0.060780282,0.250298439,F2,2,2
20200803_1535_blob_686_,-0.854723323,0.882148097,-0.236688884,0.643202096,0.325725065,0.774376256,-0.236210997,0.125625623,F2,2,2
20200803_1535_blob_687_,0.964927979,-0.807107869,-0.17283655,-0.631494693,-0.613715375,-0.412250233,0.292877234,0.349476858,F1,1,1
20200803_1535_blob_688_,-0.867355284,0.980852522,-0.12842731,0.573544257,0.613492697,0.620521872,0.07099938,0.120707688,F2,2,2
20200803_1535_blob_689_,0.08127921,-0.01458516,0.292449808,0.160617009,-0.04563342,0.026575021,-0.045399364,-0.094242456,F3,3,3
20200803_1535_blob_690_,-0.885786033,0.985089031,-0.087248203,0.535679843,0.650743997,0.602800065,0.063352231,0.104230884,F2,2,9
20200803_1535_blob_691_oil,-0.373042576,0.301448278,-0.14724937,-0.022035518,0.258285923,0.070375456,-0.207213231,-0.170427723,F2,2,2
20200803_1535_blob_693_,-0.849067775,0.888482547,-0.209868966,0.585388279,0.407839074,0.59629558,-0.019729369,0.121467179,F2,2,9
20200803_1535_blob_694_,-0.868517451,0.953000311,0.040806435,0.482852184,0.692976391,0.520441528,0.013186301,0.048555412,F2,2,2
20200803_1535_blob_695_,-0.879118067,0.964744926,0.000593243,0.47893067,0.744191041,0.494815319,0.075994643,0.02374943,F2,2,2
20200803_1535_blob_696_oil,-0.844129568,0.933697469,-0.119904437,0.695277051,0.46427269,0.757229777,-0.034763706,0.122723778,F2,2,2
20200803_1535_blob_697_oil,-0.87051128,0.938265738,-0.210066565,0.625308847,0.392641477,0.825320098,-0.170118927,0.187839502,F2,2,2
20200803_1535_blob_698_,-0.842833873,0.921926139,0.066674431,0.467909885,0.759093449,0.417054609,0.116708387,-0.02969961,F2,2,2
20200803_1535_blob_699_oil,-0.812208178,0.883632754,-0.401440573,0.61856701,0.22721427,0.858250308,-0.193187775,0.274433893,F2,2,2
20200803_1535_blob_7_,-0.381000039,0.478668656,-0.512232399,0.485715879,-0.270538986,0.958138625,-0.331854043,0.468098181,F6,6,6
20200803_1535_blob_700_,-0.895016855,0.966742841,-0.003087186,0.533298954,0.737722198,0.514712469,0.053037957,-0.038465857,F2,2,2
20200803_1535_blob_701_oil,-0.456975318,0.438294316,-0.217730645,0.64839608,0.028507819,0.530752206,-0.128792389,-0.049659593,F4,4,4
20200803_1535_blob_702_,-0.800092878,0.804917195,0.133359941,0.314849411,0.781814049,0.17450961,0.094858099,-0.10383961,F2,2,2
20200803_1535_blob_703_,-0.378355116,0.650544324,-0.258304877,-0.081321793,0.528605085,0.163822002,0.454845118,0.465316217,F2,2,2
20200803_1535_blob_704_,-0.889615212,0.986896411,-0.078828174,0.55879168,0.630665798,0.621919699,0.00139887,0.081491562,F2,2,2
20200803_1535_blob_705_,-0.740116763,0.871386118,-0.324255986,0.419231376,0.41857541,0.797896666,-0.083938787,0.286220086,F2,2,2
20200803_1535_blob_706_,-0.833958717,0.946548029,-0.162018591,0.580609147,0.501052462,0.746336247,-0.072532852,0.149379937,F2,2,2
20200803_1535_blob_707_oil,-0.822258939,0.809055668,-0.301121896,0.618044888,0.203001902,0.848189704,-0.364506668,0.154935859,F6,6,6
20200803_1535_blob_708_,-0.53355839,0.626382176,-0.391804066,0.577553335,-0.081028132,0.965125632,-0.287222397,0.395027942,F6,6,6
20200803_1535_blob_709_,-0.899835596,0.985032411,-0.081340079,0.564954568,0.631712399,0.59356424,0.018909398,0.060510318,F2,2,2
20200803_1535_blob_710_,-0.601926022,0.582800573,-0.168308723,0.667664494,-0.060649255,0.853621393,-0.379428006,0.136732004,F6,6,6
20200803_1535_blob_711_,-0.310260573,0.318197609,0.431096848,0.127792702,0.849504751,-0.295012331,0.380038352,-0.532714234,F5,5,5
20200803_1535_blob_712_,0.348115448,-0.086373377,-0.317509954,-0.206858362,-0.051162338,-0.126267037,0.835476619,0.405621822,F7,7,7
20200803_1535_blob_713_oil,-0.801673715,0.906841541,-0.336118194,0.609259975,0.274898456,0.873485148,-0.154811835,0.311435603,F2,2,2
20200803_1535_blob_714_,-0.864196312,0.903081936,-0.037167724,0.457096141,0.686730472,0.513431423,-0.026892011,-0.050301086,F2,2,2
20200803_1535_blob_715_,-0.756786185,0.850326712,-0.307235776,0.614071915,0.282444666,0.889315914,-0.185847978,0.219439062,F6,6,6
20200803_1535_blob_716_,-0.762161649,0.787442146,-0.026647766,0.216766264,0.711751905,0.416146943,-0.052384777,-0.038025448,F2,2,2
20200803_1535_blob_717_,-0.5505462,0.641381714,-0.345307656,0.419090475,-0.017780449,0.658299618,-0.131882783,0.492359584,F6,6,6
20200803_1535_blob_718_,-0.924822103,0.955246232,-0.0285704,0.635027522,0.62537637,0.653709918,-0.086059783,-0.041587855,F2,2,2
20200803_1535_blob_719_oil,-0.783368292,0.870473469,-0.110491443,0.645170739,0.428035771,0.560966508,0.048160896,0.109177251,F2,2,2
20200803_1535_blob_720_oil,-0.703109253,0.810864359,-0.3852581,0.658127572,0.106328219,0.940058073,-0.193697438,0.347209906,F6,6,6
20200803_1535_blob_721_,-0.751719363,0.862853214,-0.120286606,0.694883537,0.301373145,0.817952525,-0.132868944,0.203595555,F2,2,2
20200803_1535_blob_722_,-0.736573934,0.827623589,-0.374131626,0.564306669,0.132910768,0.892915178,-0.254239505,0.359579908,F6,6,6
20200803_1535_blob_723_oil,-0.860718583,0.939606544,-0.319687194,0.5793588,0.390359131,0.793424294,-0.132898404,0.218158784,F2,2,2
20200803_1535_blob_724_oil,-0.35828008,0.398595038,-0.430463276,0.323560112,-0.126194401,0.803481916,-0.346225414,0.297900575,F6,6,6
20200803_1535_blob_725_oil,-0.798304003,0.876465648,-0.324398368,0.710831025,0.231075104,0.852766668,-0.150081545,0.216134218,F2,2,2
20200803_1535_blob_726_oil,-0.780065184,0.835131423,-0.112571132,0.39495259,0.56088309,0.474668921,0.052292733,0.175099247,F2,2,2
20200803_1535_blob_727_,-0.812721349,0.820408665,0.164708179,0.504835905,0.704286919,0.298302141,0.034117087,-0.208704432,F2,2,2
20200803_1535_blob_728_,-0.74288917,0.814637442,-0.318370705,0.682917713,0.142984078,0.91943794,-0.221583288,0.268567095,F6,6,6
20200803_1535_blob_729_oil,-0.80401316,0.884390138,-0.383248017,0.641275733,0.213286715,0.880211078,-0.198188183,0.264400542,F2,2,2
20200803_1535_blob_730_,-0.895859343,0.968770745,-0.011062974,0.519980525,0.718728227,0.495765243,0.04859189,-0.016992119,F2,2,2
20200803_1535_blob_731_,-0.519245609,0.620931327,-0.522673242,0.531570361,-0.175161472,0.984737665,-0.295613508,0.506914055,F6,6,6
20200803_1535_blob_732_,-0.909255905,0.977144542,-0.161284226,0.583774084,0.546441193,0.701485306,-0.066739298,0.109482269,F2,2,2
20200803_1535_blob_733_,-0.733026117,0.843933166,-0.428594959,0.607135861,0.128893434,0.937667726,-0.189093907,0.402762501,F6,6,6
20200803_1535_blob_734_,-0.532553076,0.664701486,0.280503633,0.242410433,0.717124271,0.263991432,0.13340712,-0.021460795,F5,5,5
20200803_1535_blob_735_,-0.900074514,0.988056877,-0.217230066,0.57408431,0.536719442,0.726729219,-0.050453085,0.149656379,F2,2,2
20200803_1535_blob_736_,-0.878768552,0.935922131,-0.233058782,0.534538865,0.477754539,0.751955973,-0.167148219,0.142031321,F2,2,2
20200803_1535_blob_740_,-0.879343353,0.942503996,-0.184528805,0.636910719,0.440322045,0.819936297,-0.162068544,0.157644397,F2,2,2
20200803_1535_blob_741_,-0.683939044,0.721255966,-0.371821094,0.342119691,0.173442051,0.752815528,-0.294832616,0.341010159,F6,2,2
20200803_1535_blob_742_,-0.661993687,0.737807536,-0.370560046,0.654959845,0.061401623,0.956809755,-0.259953707,0.293779572,F6,6,6
20200803_1535_blob_743_oil,-0.847573422,0.944027653,-0.267239384,0.688099463,0.37546063,0.817586272,-0.094324433,0.191938414,F2,2,2
20200803_1535_blob_744_,-0.859111966,0.984418129,-0.234403877,0.502991098,0.56671993,0.68905103,0.032189298,0.215528463,F2,2,2
20200803_1535_blob_745_,0.871095021,-0.706193044,-0.24840078,-0.664924028,-0.448468717,-0.515530368,0.514110525,0.342125752,F1,1,1
20200803_1535_blob_746_,-0.782433294,0.878502526,-0.328669788,0.650767318,0.197876439,0.914286189,-0.205677647,0.305248071,F6,6,6
20200803_1535_blob_747_,-0.790119431,0.920577694,-0.142163235,0.596158015,0.458614867,0.714141102,-0.013503875,0.214625335,F2,2,2
20200803_1535_blob_748_,-0.87963627,0.964861845,-0.07979857,0.424480884,0.667786995,0.559197426,0.008517724,0.128125006,F2,2,2
20200803_1535_blob_749_,-0.779811766,0.802422462,-0.333618046,0.724135763,0.085182303,0.901854182,-0.267028122,0.248407527,F6,6,6
20200803_1535_blob_750_,-0.593920917,0.747397982,-0.487509244,0.569499537,-0.002559698,0.965023993,-0.17149702,0.491624963,F6,6,6
20200803_1535_blob_751_,-0.734505949,0.869788392,-0.406647909,0.402513675,0.264166777,0.852926253,-0.141458983,0.461778471,F2,2,9
20200803_1535_blob_752_,-0.786052389,0.906497757,-0.123365529,0.576488339,0.476404052,0.783795825,-0.070031687,0.191800756,F2,2,2
20200803_1535_blob_753_,-0.195289231,0.161931024,0.237228882,0.600242077,-0.206070014,0.54705799,-0.38673313,-0.053018638,F4,4,4
20200803_1535_blob_755_,-0.183198907,0.249842829,-0.242020139,0.593074012,-0.482796227,0.718064641,-0.262752172,0.420958046,F6,6,6
20200803_1535_blob_756_oil,-0.700334216,0.756671262,-0.275473919,0.448063998,0.238490221,0.539417369,-0.090834162,0.231485688,F2,2,2
20200803_1535_blob_757_,-0.856945382,0.940601119,0.021105575,0.39206374,0.808157494,0.439258076,0.06932457,-0.01777257,F2,2,2
20200803_1535_blob_758_,-0.895855702,0.957393399,-0.149215548,0.577224963,0.604871578,0.635102005,0.005477325,0.033647371,F2,2,2
20200803_1535_blob_759_,-0.892340045,0.98424742,-0.119402516,0.580860046,0.585211379,0.669104092,-0.026118258,0.093947588,F2,2,2
20200803_1535_blob_760_,-0.824759617,0.916893128,-0.253712719,0.586173233,0.419047234,0.825628774,-0.141235458,0.18616041,F2,2,2
20200803_1535_blob_761_,-0.811934223,0.803566547,0.274437558,0.511697625,0.79492347,0.247094905,0.102301758,-0.268400341,F2,2,2
