Compound.Name,F1,F2,F3,F4,F5,F6,F7,F8,best_corr,cluster_assigned
20200803_1535_blob_1377_,-0.595663275,0.659958249,0.264038082,0.63800327,0.036904276,0.157459658,0.356658408,-0.006316215,F2,2
20200803_1535_blob_1383_,-0.636578527,0.760380415,-0.168707407,0.567964688,0.358496182,-0.057360405,0.642485724,0.31362812,F2,2
20200803_1535_blob_1405_,-0.87129296,0.969709154,-0.043931314,0.581667651,0.491307248,-0.04509661,0.824062616,0.21035946,F2,2
20200803_1535_blob_27_,-0.831409474,0.850069407,0.243166556,0.667344705,0.290594588,0.061400432,0.626955267,-0.182326973,F2,2
20200803_1535_blob_484_oil,-0.75630067,0.788065718,0.017540972,0.707880706,0.11602884,-0.026203964,0.506166666,-0.083159561,F2,2
20200803_1535_blob_533_,-0.716415593,0.762615287,0.296587885,0.509601094,0.42584353,-0.027317566,0.683428207,-0.089732011,F2,2
20200803_1535_blob_537_oil,-0.649114978,0.715116345,-0.072327621,0.46804583,0.204518205,0.028423359,0.556817382,0.031403484,F2,2
20200803_1535_blob_543_oil,-0.834259701,0.956013921,-0.047356036,0.468138116,0.616740919,-0.088463121,0.908036952,0.215392943,F2,2
20200803_1535_blob_550_oil,-0.853355012,0.906776936,0.07655897,0.69894168,0.206224789,0.062918657,0.648177904,-0.00784152,F2,2
20200803_1535_blob_623_oil,-0.485612967,0.6306897,-0.189494688,0.419821931,0.187764088,0.107744607,0.491745976,0.257612648,F2,2
20200803_1535_blob_637_oil,-0.89057032,0.913422754,0.026375984,0.587715314,0.438554243,-0.138829291,0.748907337,0.055409012,F2,2
20200803_1535_blob_641_,-0.923365109,0.857052938,0.044589742,0.584277169,0.435059838,-0.222438316,0.734527704,-0.104721322,F2,2
20200803_1535_blob_648_oil,-0.762766787,0.899963412,-0.038185809,0.43897157,0.560735327,-0.038444243,0.84409277,0.330528792,F2,2
20200803_1535_blob_653_oil,-0.77007005,0.847211899,0.117191064,0.437730222,0.463450731,-0.051946427,0.763060737,0.045191753,F2,2
20200803_1535_blob_655_oil,-0.841082351,0.922555402,-0.075229447,0.455017206,0.690373273,-0.146342124,0.890074842,0.171274393,F2,2
20200803_1535_blob_664_,-0.557391166,0.636103574,-0.093040813,0.620013617,0.028633305,0.132240581,0.366651829,0.119264976,F2,2
20200803_1535_blob_667_oil,-0.86543366,0.906149272,0.020763375,0.534390902,0.600083317,-0.110221138,0.816431905,0.070246011,F2,2
20200803_1535_blob_671_,-0.762308181,0.845615363,0.229475028,0.668514133,0.213313344,0.147833139,0.585148934,0.013869297,F2,2
20200803_1535_blob_676_,-0.856341541,0.880348963,0.213253968,0.563681447,0.548375893,-0.054477744,0.797843159,-0.057236108,F2,2
20200803_1535_blob_679_,-0.708628994,0.814642232,0.069805943,0.434897134,0.374907177,-0.073931165,0.721342351,0.167662219,F2,2
20200803_1535_blob_680_oil,-0.841908804,0.895459106,0.107611593,0.670863838,0.213977966,0.016883291,0.648122177,-0.024819935,F2,2
20200803_1535_blob_681_,-0.90018948,0.966393939,0.16123296,0.752989376,0.320308439,0.025151732,0.698158238,-0.00260961,F2,2
20200803_1535_blob_682_,-0.883508705,0.948225933,0.157512907,0.589137699,0.529486069,-0.085555787,0.849246757,0.039315057,F2,2
20200803_1535_blob_686_,-0.832659557,0.883145423,-0.042291537,0.389272645,0.597596915,-0.236210997,0.881420566,0.125625623,F2,2
20200803_1535_blob_688_,-0.867802282,0.982041312,0.05463382,0.670772069,0.4026788,0.07099938,0.763308479,0.120707688,F2,2
20200803_1535_blob_690_,-0.88996742,0.982791568,0.061746047,0.702456561,0.374212627,0.063352231,0.772561926,0.104230884,F2,2
20200803_1535_blob_693_,-0.836850939,0.900620597,-0.029469589,0.472914353,0.383305898,-0.019729369,0.764842017,0.121467179,F2,2
20200803_1535_blob_695_,-0.891544052,0.959668808,0.12960149,0.791785855,0.273562417,0.075994643,0.666846893,0.02374943,F2,2
20200803_1535_blob_696_oil,-0.828279251,0.930753128,0.087389379,0.519080192,0.556866219,-0.034763706,0.871016575,0.122723778,F2,2
20200803_1535_blob_697_oil,-0.845862393,0.93557994,-0.011215339,0.450758584,0.667406674,-0.170118927,0.919732626,0.187839502,F2,2
20200803_1535_blob_698_,-0.859832271,0.918036974,0.19177664,0.806350247,0.189380089,0.116708387,0.591917883,-0.02969961,F2,2
20200803_1535_blob_700_,-0.907655812,0.961510292,0.158089142,0.788192977,0.30518569,0.053037957,0.675183886,-0.038465857,F2,2
20200803_1535_blob_705_,-0.740322576,0.86213755,-0.160558051,0.462140596,0.705148466,-0.083938787,0.830940192,0.286220086,F2,2
20200803_1535_blob_709_,-0.900442516,0.984822336,0.084432766,0.687706271,0.372922313,0.018909398,0.763915319,0.060510318,F2,2
20200803_1535_blob_714_,-0.875152944,0.893973846,0.115566884,0.734247357,0.365237607,-0.026892011,0.632080018,-0.050301086,F2,2
20200803_1535_blob_716_,-0.780120727,0.768398521,0.00038799,0.725177985,0.29085157,-0.052384777,0.550104074,-0.038025448,F2,2
20200803_1535_blob_718_,-0.921365733,0.946286804,0.154140565,0.676452688,0.464531102,-0.086059783,0.785884699,-0.041587855,F2,2
20200803_1535_blob_719_oil,-0.769622148,0.881372338,0.083200349,0.494769575,0.321412421,0.048160896,0.723310232,0.109177251,F2,2
20200803_1535_blob_723_oil,-0.845939739,0.939997166,-0.120856238,0.449410767,0.63504257,-0.132898404,0.898658396,0.218158784,F2,2
20200803_1535_blob_726_oil,-0.785419054,0.838583465,0.001802616,0.601827932,0.266552902,0.052292733,0.625951665,0.175099247,F2,2
20200803_1535_blob_727_,-0.82725931,0.819729257,0.314738975,0.745303097,0.079499662,0.034117087,0.501941424,-0.208704432,F2,2
20200803_1535_blob_730_,-0.90552114,0.966695527,0.140242005,0.769437624,0.269019824,0.04859189,0.680913157,-0.016992119,F2,2
20200803_1535_blob_732_,-0.901295608,0.97536787,0.029359993,0.607066238,0.523240519,-0.066739298,0.822080015,0.109482269,F2,2
20200803_1535_blob_735_,-0.894004722,0.986553143,-0.03246307,0.592925767,0.540307694,-0.050453085,0.854712654,0.149656379,F2,2
20200803_1535_blob_736_,-0.873909053,0.93091173,-0.074881643,0.529573491,0.563665878,-0.167148219,0.867570214,0.142031321,F2,2
20200803_1535_blob_740_,-0.862926275,0.937428619,0.014430887,0.495495,0.658352261,-0.162068544,0.907851332,0.157644397,F2,2
20200803_1535_blob_743_oil,-0.828935602,0.945338248,-0.035741688,0.442267753,0.645865637,-0.094324433,0.909061311,0.191938414,F2,2
20200803_1535_blob_744_,-0.859607146,0.983791065,-0.073019949,0.61992623,0.503413364,0.032189298,0.815420927,0.215528463,F2,2
20200803_1535_blob_747_,-0.770887976,0.920792058,0.023124472,0.513592936,0.503915357,-0.013503875,0.839674329,0.214625335,F2,2
20200803_1535_blob_748_,-0.884192628,0.961938357,0.033767955,0.715461006,0.352071888,0.008517724,0.720483912,0.128125006,F2,2
20200803_1535_blob_752_,-0.776467549,0.89751374,0.068117506,0.528088638,0.643784478,-0.070031687,0.836798701,0.191800756,F2,2
20200803_1535_blob_756_oil,-0.687656883,0.769421721,-0.143335277,0.297814354,0.322099765,-0.090834162,0.713707607,0.231485688,F2,2
20200803_1535_blob_757_,-0.87852319,0.930172226,0.119596565,0.844663372,0.23528913,0.06932457,0.611715608,-0.01777257,F2,2
20200803_1535_blob_758_,-0.8951759,0.952354961,0.039343746,0.659441675,0.455375254,0.005477325,0.762660201,0.033647371,F2,2
20200803_1535_blob_759_,-0.890948582,0.983128066,0.062810101,0.643933487,0.474177014,-0.026118258,0.803129068,0.093947588,F2,2
20200803_1535_blob_760_,-0.812122122,0.910041992,-0.041132575,0.475567147,0.706849325,-0.141235458,0.878049122,0.18616041,F2,2
20200803_1535_blob_762_,-0.813374509,0.931674486,-0.008735165,0.400796327,0.626255595,-0.155357345,0.918932035,0.216211749,F2,2
20200803_1535_blob_765_,-0.724667475,0.793725966,0.175694577,0.449095809,0.489599916,-0.045003937,0.716093142,-0.002708426,F2,2
20200803_1535_blob_767_,-0.916869913,0.980758558,0.106507779,0.738259804,0.360168344,0.021162812,0.731372446,0.004271045,F2,2
20200803_1535_blob_770_,-0.891453748,0.951832085,0.184593955,0.758225897,0.376592554,0.019501045,0.708102586,-0.041352711,F2,2
20200803_1535_blob_771_oil,-0.814534066,0.94237147,-0.053383229,0.411487145,0.686753792,-0.128715461,0.934104125,0.244608801,F2,2
20200803_1535_blob_775_oil,-0.675372234,0.782803917,0.169387703,0.532103616,0.261372131,0.001685935,0.6273431,0.111667916,F2,2
20200803_1535_blob_778_,-0.844716232,0.964784529,-0.027499888,0.527209278,0.538656008,-0.053203432,0.868979266,0.188656534,F2,2
20200803_1535_blob_779_,-0.865061429,0.930774913,0.051618113,0.66562666,0.479681706,-0.047183881,0.743417953,0.077860846,F2,2
20200803_1535_blob_783_,-0.801623816,0.911764615,0.013272314,0.583401101,0.415167366,-0.017783327,0.743809633,0.195478024,F2,2
20200803_1535_blob_790_,-0.854602215,0.926535117,0.020178327,0.489037337,0.614953221,-0.17235975,0.876600104,0.116295401,F2,2
20200803_1535_blob_791_,-0.86571211,0.964371356,-0.051860011,0.479664309,0.611203142,-0.0952655,0.891615819,0.198028035,F2,2
20200803_1535_blob_793_,-0.904825286,0.980242994,-0.00477783,0.585456156,0.485397576,-0.060437073,0.819649578,0.122585063,F2,2
20200803_1535_blob_795_,-0.780115604,0.867248389,0.15668854,0.825801316,0.191252862,0.093008443,0.564181614,0.020788986,F2,2
20200803_1535_blob_796_,-0.904538608,0.954699653,0.181430507,0.791255921,0.295146611,0.055179326,0.668573101,-0.056371117,F2,2
20200803_1535_blob_798_,-0.809498402,0.871764818,0.171708234,0.638426382,0.426508466,-0.048941411,0.722854458,0.001968908,F2,2
20200803_1535_blob_799_,-0.871240218,0.946318568,0.080701989,0.558580171,0.505021796,-0.046710891,0.805177951,0.077842976,F2,2
20200803_1535_blob_800_,-0.918376074,0.941386003,0.133920145,0.72528153,0.313700068,0.002481537,0.664467788,-0.075731962,F2,2
20200803_1535_blob_801_,-0.912098037,0.985941767,-0.00183873,0.645759638,0.476236744,-0.049514293,0.802435739,0.117464288,F2,2
20200803_1535_blob_802_,-0.894373977,0.917618306,0.186650242,0.850545557,0.215596087,0.079641218,0.582315058,-0.107859621,F2,2
20200803_1535_blob_807_,-0.825378011,0.913665483,-0.012209272,0.557058607,0.439348819,0.015237075,0.780639086,0.177382537,F2,2
20200803_1535_blob_809_,-0.886985382,0.963905355,0.136452974,0.581413502,0.501465813,-0.06787651,0.829546103,0.046028066,F2,2
20200803_1535_blob_811_,-0.873334541,0.954184561,0.194264441,0.642088733,0.456184612,-0.033962795,0.796667907,0.017830836,F2,2
20200803_1535_blob_812_,-0.886055504,0.988667276,-0.043787787,0.564904359,0.535290024,-0.07236024,0.861663402,0.189489224,F2,2
20200803_1535_blob_813_,-0.890611417,0.982417187,0.053549701,0.675929195,0.367668941,0.017670334,0.761021368,0.131384845,F2,2
20200803_1535_blob_814_,-0.742833617,0.866236056,-0.036950365,0.556343113,0.336787015,0.02716092,0.710524844,0.180223662,F2,2
20200803_1535_blob_815_,-0.899873352,0.940255293,0.153422892,0.825640076,0.171621455,0.105044807,0.600620173,-0.044704104,F2,2
20200803_1535_blob_816_,-0.845688357,0.95776973,0.036772638,0.649817478,0.463548866,-0.014342623,0.791458594,0.156659023,F2,2
20200803_1535_blob_819_oil,-0.821226106,0.859255756,0.20588963,0.743079287,0.121763827,0.119258184,0.545911192,-0.113463689,F2,2
20200803_1535_blob_820_,-0.827419848,0.945188005,-0.009517979,0.504323307,0.646478284,-0.08058727,0.88840142,0.201630036,F2,2
20200803_1535_blob_821_,-0.908123236,0.983367088,-0.021330803,0.642731562,0.499944613,-0.057459134,0.813487132,0.114958817,F2,2
20200803_1535_blob_824_,-0.691138663,0.856903383,-0.244478028,0.299928411,0.500049106,-0.088646428,0.852274556,0.433898267,F2,2
20200803_1535_blob_825_,-0.869193472,0.909780815,0.194979291,0.703267258,0.24632001,0.085381313,0.638504432,-0.079109974,F2,2
20200803_1535_blob_827_,-0.867462744,0.965397482,0.050729418,0.581098808,0.548009512,-0.064086362,0.873641845,0.132919709,F2,2
20200803_1535_blob_828_,-0.78817107,0.854924862,0.234513202,0.722327448,0.102118533,0.155023918,0.550616531,-0.118700131,F2,2
20200803_1535_blob_831_,-0.924870691,0.979482847,0.046546816,0.743352987,0.352519731,0.003409126,0.723795365,0.035644654,F2,2
20200803_1535_blob_832_oil,-0.770955498,0.81353366,0.184234626,0.609923056,0.117863306,0.033056999,0.581416385,-0.123794149,F2,2
20200803_1535_blob_833_,-0.744427846,0.888042503,0.038175738,0.643169183,0.367820866,0.054024562,0.712228776,0.229444287,F2,2
20200803_1535_blob_834_,-0.882933862,0.981386154,0.063289987,0.668995996,0.446418661,-0.002098157,0.794881647,0.088378183,F2,2
20200803_1535_blob_836_,-0.879858304,0.942949532,0.053226234,0.621379335,0.300768798,0.02062708,0.715441578,0.090348552,F2,2
20200803_1535_blob_837_,-0.831397908,0.917535232,-0.118681921,0.373263526,0.687743232,-0.172650511,0.908050336,0.230376031,F2,2
20200803_1535_blob_838_,-0.835068962,0.920683048,-0.116630064,0.449195354,0.626853936,-0.152153326,0.870699016,0.193470316,F2,2
20200803_1535_blob_840_,-0.841150105,0.839748433,0.211068208,0.781521048,0.287970735,0.046587325,0.553567795,-0.188091617,F2,2
20200803_1535_blob_841_,-0.911414825,0.983840778,0.036039811,0.644797414,0.488727706,-0.033889973,0.806958792,0.08482375,F2,2
20200803_1535_blob_842_,-0.821684064,0.888572448,0.052877739,0.585734767,0.257829596,0.024923567,0.661873494,0.01318756,F2,2
20200803_1535_blob_845_oil,-0.797962916,0.763062668,0.20341406,0.561351415,0.154316969,-0.041944439,0.531969558,-0.15115787,F2,2
20200803_1535_blob_846_,-0.918925525,0.946929229,0.086238685,0.718424224,0.30814588,0.030484559,0.690008624,-0.029437024,F2,2
20200803_1535_blob_847_,-0.910603987,0.984596772,0.058035223,0.64460216,0.463914241,-0.021184266,0.797584998,0.077248919,F2,2
20200803_1535_blob_849_,-0.87437122,0.744161123,0.351394476,0.740362144,0.220181342,-0.147550883,0.545612116,-0.354748525,F2,2
20200803_1535_blob_850_,-0.818357558,0.936199762,-0.107953643,0.423411328,0.590262612,-0.104256129,0.886833545,0.254709033,F2,2
20200803_1535_blob_851_,-0.868210397,0.934467405,0.053321088,0.6817793,0.447032396,-0.038692768,0.739371121,0.059452949,F2,2
20200803_1535_blob_852_,-0.658893494,0.672022817,0.109246267,0.610660573,0.455852705,-0.123239613,0.515113296,-0.096126772,F2,2
20200803_1535_blob_853_,-0.775173036,0.884256732,0.012777934,0.485638688,0.362565316,0.011315202,0.743985521,0.129503086,F2,2
20200803_1535_blob_860_,-0.830806769,0.968105271,-0.019135622,0.523009574,0.610996313,-0.026578428,0.8914799,0.231605219,F2,2
20200803_1535_blob_861_,-0.845543663,0.980064831,-0.050746854,0.558519675,0.543524799,-0.037502208,0.87605083,0.239581995,F2,2
20200803_1535_blob_863_,-0.851429942,0.949246457,-0.033839933,0.691216739,0.341853253,0.02018926,0.739541949,0.163107147,F2,2
20200803_1535_blob_864_,-0.892348368,0.963081192,-0.017840928,0.569182445,0.587025553,-0.088921462,0.847687247,0.11097816,F2,2
20200803_1535_blob_865_,-0.568776973,0.686247313,-0.086610895,0.481062275,0.464410861,-0.027741199,0.61637057,0.309247386,F2,2
20200803_1535_blob_871_,-0.572995066,0.709000312,0.283903838,0.53791581,0.37965467,0.116304486,0.592608965,-0.002771868,F2,2
20200803_1535_blob_873_,-0.874416014,0.959692605,-0.082841439,0.529056177,0.56873275,-0.1100125,0.852742966,0.204082154,F2,2
20200803_1535_blob_874_,-0.783783459,0.870180375,0.032515615,0.516572145,0.320190365,-0.005183474,0.700941648,0.041229098,F2,2
20200803_1535_blob_878_,-0.706899629,0.879566386,-0.072941401,0.42540347,0.635045404,0.076014751,0.824661459,0.305122367,F2,2
20200803_1535_blob_881_,-0.712674052,0.691092543,0.512894141,0.533636818,0.352158201,-0.213534913,0.617786794,-0.270470607,F2,2
20200803_1535_blob_882_,-0.874873389,0.981236648,-0.024319389,0.534467416,0.531845332,-0.050495272,0.869424276,0.183157142,F2,2
20200803_1535_blob_883_,-0.921615967,0.915779498,0.158284864,0.717775113,0.333758019,-0.012838633,0.680254262,-0.141235152,F2,2
20200803_1535_blob_884_,-0.865355216,0.86744594,0.328081001,0.848325838,0.14027811,0.069953329,0.521885054,-0.230514337,F2,2
20200803_1535_blob_885_oil,-0.747005778,0.734951887,0.037401195,0.432821594,0.385716656,-0.112831911,0.613213315,-0.092673264,F2,2
20200803_1535_blob_886_,-0.910216853,0.973982543,0.077340774,0.746297456,0.309677114,0.048716318,0.710751601,0.050566023,F2,2
20200803_1535_blob_890_,-0.608471342,0.819701437,-0.167867843,0.616866132,0.276535759,0.243762626,0.596196125,0.427762423,F2,2
20200803_1535_blob_892_,-0.877004992,0.954660277,0.101345338,0.579135064,0.5405756,-0.125911334,0.854207173,0.094561454,F2,2
20200803_1535_blob_894_,-0.887120504,0.984767419,0.011003636,0.683103235,0.44013046,-0.004933061,0.793900354,0.155448592,F2,2
20200803_1535_blob_895_,-0.732536867,0.800563576,-0.038330636,0.59250385,0.103659049,0.169095442,0.564084444,0.145824637,F2,2
20200803_1535_blob_897_,-0.878648949,0.929981555,0.122546783,0.692961414,0.293567025,0.011425906,0.667720175,-0.01355983,F2,2
20200803_1535_blob_898_oil,-0.821756593,0.940395293,-0.103335871,0.415905906,0.618737862,-0.093938564,0.906852402,0.226456222,F2,2
20200803_1535_blob_899_,-0.820503779,0.910592538,0.046818915,0.565390371,0.453734034,-0.011959731,0.779239539,0.06520295,F2,2
20200803_1535_blob_900_,-0.619594974,0.740371118,-0.043102455,0.605861194,0.307712528,0.05063419,0.603564915,0.190076575,F2,2
20200803_1535_blob_901_,-0.869681497,0.977757356,0.008728378,0.610798189,0.395848003,0.008846029,0.795597201,0.162601104,F2,2
20200803_1535_blob_902_,-0.767960002,0.928007732,-0.154879282,0.36979073,0.622560185,-0.042779141,0.905073441,0.358482933,F2,2
20200803_1535_blob_903_,-0.818704753,0.933273255,-0.060738354,0.420886202,0.697149362,-0.137515033,0.91732284,0.219155731,F2,2
20200803_1535_blob_905_,-0.603552314,0.732162521,-0.073625653,0.61491136,0.276290675,0.076665238,0.574773712,0.270712838,F2,2
20200803_1535_blob_906_,-0.839268289,0.921626063,0.008864984,0.468082724,0.482757165,-0.053433027,0.809751732,0.115075665,F2,2
20200803_1535_blob_907_,-0.801071512,0.879466321,0.046072508,0.453248482,0.43678086,-0.04370643,0.758155776,0.090810429,F2,2
20200803_1535_blob_908_,-0.890742056,0.935956089,0.233676961,0.759211921,0.327927241,0.018208523,0.674502112,-0.091270731,F2,2
20200803_1535_blob_909_,-0.765689092,0.915127068,-0.035767601,0.355663707,0.654959036,-0.035885587,0.903826764,0.278058463,F2,2
20200803_1535_blob_910_,-0.790840405,0.79334067,0.18957053,0.691767536,0.185227461,0.024063682,0.51935697,-0.186857577,F2,2
20200803_1535_blob_916_,-0.639656599,0.707445419,0.289457076,0.401007098,0.123787198,0.013404426,0.574072969,0.045256549,F2,2
20200803_1535_blob_922_,-0.492249628,0.646980188,-0.111309295,0.208995523,0.239107338,0.08643648,0.608388218,0.404153766,F2,2
20200803_1535_blob_923_,-0.823104759,0.926950407,-0.023848827,0.457354404,0.58506484,-0.132942215,0.879610069,0.175181542,F2,2
20200803_1535_blob_924_oil,-0.664727231,0.82796248,-0.045953036,0.40448216,0.248852064,0.083525193,0.71014252,0.339965024,F2,2
20200803_1535_blob_926_,-0.843220413,0.877553757,0.211182001,0.873285892,0.011872685,0.16171168,0.481710666,-0.105905695,F2,2
20200803_1535_blob_927_,-0.756176813,0.88107168,0.057677325,0.594776855,0.564437978,-0.002472203,0.782050227,0.193998777,F2,2
20200803_1535_blob_933_,-0.840753027,0.946883708,0.046759911,0.533177343,0.48303442,-0.014720119,0.814943693,0.137600375,F2,2
20200803_1535_blob_934_,-0.917482353,0.971925791,0.091198077,0.731812274,0.28969097,0.040696086,0.696951019,0.026020199,F2,2
20200803_1535_blob_935_,-0.833919365,0.870442729,0.077334752,0.754776295,0.123101488,0.082689039,0.559693548,-0.030691853,F2,2
20200803_1535_blob_937_,-0.901740957,0.963100773,0.14540215,0.643072259,0.439959906,-0.066400668,0.784039,0.022236393,F2,2
20200803_1535_blob_940_,-0.746915579,0.841882565,0.136650181,0.471241026,0.636215128,-0.069447497,0.79993795,0.050280007,F2,2
20200803_1535_blob_942_,-0.663972564,0.60780532,-0.0790869,0.398699122,0.548381744,-0.270927242,0.542549397,-0.096106746,F2,2
20200803_1535_blob_948_,-0.83567393,0.962603488,-0.118989559,0.434337033,0.628740318,-0.10679285,0.923765277,0.284924004,F2,2
20200803_1535_blob_949_oil,-0.837813305,0.96247238,-0.056930855,0.591731755,0.44365029,-0.003072379,0.819836889,0.240296252,F2,2
20200803_1535_blob_962_,-0.708106386,0.845317847,-0.089303644,0.494392717,0.378960772,-0.037016546,0.713842218,0.30473294,F2,2
20200803_1535_blob_967_,-0.807474409,0.864265044,-0.108397703,0.371970177,0.563783583,-0.250133421,0.847082168,0.209405735,F2,2
20200803_1535_blob_976_,-0.797207018,0.901494813,0.083405587,0.493866118,0.644288908,-0.103307954,0.847732515,0.082588143,F2,2
20200803_1535_blob_980_,-0.651194973,0.779547148,-0.11689981,0.487377078,0.263114609,0.039409146,0.660271885,0.256183235,F2,2
20200803_1535_blob_981_,-0.773573899,0.840954325,0.163535108,0.458312552,0.496806104,-0.089064928,0.748728015,-0.009735915,F2,2
20200803_1535_blob_988_,-0.850079031,0.905429155,0.186050221,0.706558055,0.368475004,0.098082357,0.658437913,-0.056125481,F2,2
20200803_1535_blob_990_,-0.887266905,0.977112397,0.018302627,0.656495267,0.340886581,0.017664714,0.753524665,0.134975661,F2,2
20200803_1535_blob_998_,-0.816384868,0.855567286,0.323833112,0.85066841,0.018573235,0.141039196,0.482178749,-0.177394901,F2,2
20200803_1535_blob_999_,-0.759387626,0.9010345,0.18639947,0.594027625,0.40673566,0.098900495,0.715111091,0.055986125,F2,2
20200803_0949_blob_1011_,-0.016364384,-0.116009523,0.684992767,0.060055736,-0.230591101,-0.079110855,-0.133540044,-0.539106001,F3,3
20200803_0949_blob_1172_,0.203013871,-0.227306027,0.667114317,-0.055072458,-0.221438849,0.033727777,-0.207801046,-0.381251302,F3,3
20200803_0949_blob_696_,0.363944933,-0.423121758,0.609902418,-0.225434069,-0.183119095,-0.111891024,-0.291866366,-0.383575789,F3,3
20200803_0949_blob_699_,0.168371079,-0.238172834,0.651855612,0.319779011,-0.441622029,0.189725609,-0.435141788,-0.531124794,F3,3
20200803_0949_blob_704_,0.493479546,-0.568442872,0.540301519,-0.362871875,-0.20637998,-0.095238281,-0.383907705,-0.29347929,F3,3
20200803_0949_blob_746_,0.284402482,-0.373300019,0.574306696,-0.04010188,-0.353295536,0.126196895,-0.446771754,-0.573758668,F3,3
20200803_0949_blob_766_,0.292583498,-0.411613021,0.556079845,0.276766059,-0.556812494,0.129424862,-0.632734283,-0.538646142,F3,3
20200803_0949_blob_786_,-0.0408246,-0.17172771,0.5987628,0.243678476,-0.358348096,0.139642314,-0.362108266,-0.719436705,F3,3
20200803_0949_blob_796_,0.385524996,-0.558156013,0.434892042,-0.169121729,-0.372699485,0.02235081,-0.496979053,-0.466841354,F3,3
20200803_0949_blob_800_,0.308351904,-0.424920307,0.505711274,-0.170183224,-0.267929753,-0.034116386,-0.395281402,-0.503818497,F3,3
20200803_0949_blob_831_,0.122709027,-0.356832152,0.560042647,0.434786649,-0.753401032,0.211514635,-0.706608503,-0.710679224,F3,3
20200803_0949_blob_861_,0.112204042,-0.234378224,0.623232128,-0.229652644,0.041546816,-0.190433248,-0.058354985,-0.390489626,F3,3
20200803_0949_blob_932_,-0.153350631,0.052492733,0.547382347,0.39073349,-0.200988653,-0.073058932,-0.116741883,-0.415137846,F3,3
20200803_1535_blob_1026_,-0.234347026,0.17801968,0.617025723,0.45532539,-0.280443355,0.013164529,-0.027227439,-0.364250502,F3,3
20200803_1535_blob_1118_,-0.281531029,0.303278015,0.637908893,0.440211436,-0.134575062,0.021365962,0.108206615,-0.220254029,F3,3
20200803_1535_blob_663_,-0.249434607,0.140943554,0.754870443,0.170616589,-0.049766383,-0.115787414,0.135480661,-0.463795205,F3,3
20200803_1535_blob_689_,0.098313012,-0.010054694,0.349333221,-0.046228892,-0.008698752,-0.045399364,0.033438575,-0.094242456,F3,3
20200803_1535_blob_855_,-0.387672156,0.306245093,0.644522707,0.484974372,-0.096408433,-0.05939049,0.14984467,-0.399978437,F3,3
20200803_1535_blob_891_,-0.41506224,0.396329506,0.770598114,0.500954631,0.026855929,0.061215769,0.229909598,-0.413982537,F3,3
20200803_1535_blob_925_,-0.300366832,0.240019671,0.671728619,0.221005144,0.148471152,-0.202672917,0.257226156,-0.354603002,F3,3
20200803_1535_blob_983_,-0.182257468,0.105907707,0.771269311,0.347344677,-0.324483227,0.137466195,-0.049497135,-0.402184261,F3,3
20200803_0949_blob_1138_,-0.847555837,0.872110738,0.293417058,0.891596078,0.145819389,0.078381572,0.521964777,-0.15429889,F4,4
20200803_0949_blob_1227_,-0.502120262,0.53638633,0.221386735,0.547393097,0.026567074,0.096528221,0.266741762,-0.041552446,F4,4
20200803_0949_blob_750_,-0.401639737,0.394641065,0.008722464,0.66763794,-0.106901366,0.084555216,0.123360147,-0.0597178,F4,4
20200803_0949_blob_760_,-0.249927208,0.239714578,0.340917254,0.543980549,-0.148782556,0.018394594,0.021804585,-0.218930302,F4,4
20200803_0949_blob_777_,0.096569535,-0.173664808,0.505822247,0.54017091,-0.603948987,0.29867092,-0.572403287,-0.487258131,F4,4
20200803_0949_blob_805_,-0.535941019,0.475723015,0.378032796,0.918922288,-0.236022071,0.193426869,0.023169645,-0.363219316,F4,4
20200803_0949_blob_822_,-0.37015157,0.376482596,0.010357588,0.63278071,-0.101226357,0.059087988,0.124634509,-0.032559215,F4,4
20200803_0949_blob_901_,-0.384486956,0.335285991,0.155018376,0.641673147,-0.166266079,0.034276939,0.056663563,-0.208083448,F4,4
20200803_0949_blob_911_,-0.452254444,0.293242644,0.48476752,0.749927518,-0.261173874,0.105974207,-0.086105141,-0.617670309,F4,4
20200803_0949_blob_952_,-0.216771807,0.173092281,0.300931316,0.352378547,-0.142449915,-0.094793592,0.040484248,-0.159204204,F4,4
20200803_0949_blob_958_,-0.436144831,0.50108702,0.532541986,0.691502843,-0.17379785,0.273862276,0.16728996,-0.132999337,F4,4
20200803_1535_blob_1001_,-0.524363628,0.59731178,0.420965795,0.640148109,-0.169199425,0.302616949,0.275525643,-0.223905168,F4,4
20200803_1535_blob_1014_,-0.616080713,0.58089429,0.268432231,0.785402653,-0.07439268,0.105975479,0.192990583,-0.242529926,F4,4
20200803_1535_blob_1017_,-0.813267266,0.826888124,0.331927231,0.888367291,-0.026293067,0.172406639,0.420590277,-0.231697142,F4,4
20200803_1535_blob_1022_,-0.881574585,0.743394954,0.28181758,0.753106577,0.06048852,-0.16949543,0.469287232,-0.390952566,F4,4
20200803_1535_blob_1029_,-0.608028692,0.579965271,0.38557043,0.645144438,0.199675078,0.055735056,0.352576867,-0.364742959,F4,4
20200803_1535_blob_1059_,-0.442764904,0.528373465,0.347172279,0.895285056,-0.281667721,0.524581189,0.048226256,-0.182001978,F4,4
20200803_1535_blob_1063_,-0.747703034,0.838634423,-0.043035813,0.853773469,0.117238469,0.219115301,0.463648232,0.090956093,F4,4
